Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2019;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
01.01.2018;00 - 01;257,81;258,01;258,01;258,01;258,01;258,01;213,62;258,01;258,01;258,01;258,01;258,01;258,01;258,01;258,01;258,01;258,01
01.01.2018;01 - 02;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99;258,99
01.01.2018;02 - 03;255,66;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75;255,75
01.01.2018;03 - 04;241,35;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04;242,04
01.01.2018;04 - 05;241,74;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43;242,43
01.01.2018;05 - 06;237,53;176,48;176,48;176,48;176,48;176,48;176,48;176,48;242,62;242,62;242,62;241,74;241,74;241,74;176,48;176,48;176,48
01.01.2018;06 - 07;236,94;174,23;174,23;174,23;174,23;174,23;99,75;99,75;244,78;244,78;244,78;244,78;244,78;244,78;174,23;174,23;174,23
01.01.2018;07 - 08;238,02;174,42;174,42;174,42;174,42;174,42;174,42;174,42;251,93;251,93;251,93;250,95;250,95;250,95;174,42;174,42;174,42
01.01.2018;08 - 09;236,65;193,63;193,63;193,63;193,63;193,63;193,63;193,63;249,68;249,68;249,68;249,68;249,68;249,68;193,63;193,63;193,63
01.01.2018;09 - 10;237,72;203,13;203,13;203,13;203,13;203,13;203,13;203,13;250,27;250,27;250,27;250,27;250,27;250,27;203,13;203,13;203,13
01.01.2018;10 - 11;253,21;242,62;242,62;242,62;242,62;242,62;242,62;242,62;255,46;255,46;255,46;255,46;255,46;255,46;242,62;242,62;242,62
01.01.2018;11 - 12;255,36;251,64;251,64;251,64;251,64;251,64;251,64;251,64;255,95;255,95;255,95;255,95;255,95;255,95;251,64;251,64;251,64
01.01.2018;12 - 13;253,4;236,06;236,06;236,06;236,06;236,06;162,27;195,88;256,34;256,34;256,34;256,34;256,34;256,34;236,06;236,06;236,06
01.01.2018;13 - 14;254,38;245,07;245,07;245,07;245,07;245,07;129,44;245,07;256,64;256,64;256,64;256,64;256,64;256,64;245,07;245,07;245,07
01.01.2018;14 - 15;255,07;252,91;252,91;252,91;252,91;252,91;89,66;252,91;256,64;256,64;256,64;256,64;256,64;256,64;252,91;252,91;252,91
01.01.2018;15 - 16;258,99;259,28;259,28;259,28;259,28;259,28;130,23;259,28;259,28;259,28;259,28;259,28;259,28;259,28;259,28;259,28;259,28
01.01.2018;16 - 17;264,77;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87;264,87
01.01.2018;17 - 18;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79;268,79
01.01.2018;18 - 19;267,51;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41;267,41
01.01.2018;19 - 20;264,28;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18;264,18
01.01.2018;20 - 21;261,54;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63;261,63
01.01.2018;21 - 22;259,18;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38;259,38
01.01.2018;22 - 23;255,46;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66;255,66
01.01.2018;23 - 00;245,17;243,8;243,8;243,8;243,8;243,8;243,8;243,8;245,17;245,17;245,17;252,52;252,52;252,52;243,8;243,8;243,8
02.01.2018;00 - 01;252,23;247,72;247,72;247,72;247,72;247,72;177,56;177,56;253,79;253,79;253,79;253,79;253,79;253,79;247,72;247,72;247,72
02.01.2018;01 - 02;246,25;226,94;226,94;226,94;226,94;226,94;146,89;146,89;250,07;250,07;250,07;250,07;250,07;250,07;226,94;226,94;226,94
02.01.2018;02 - 03;248,89;242,82;242,82;242,82;242,82;242,82;174,32;174,32;253,4;253,4;253,4;250,66;250,66;250,66;242,82;242,82;242,82
02.01.2018;03 - 04;249,78;245,27;245,27;245,27;245,27;245,27;240,17;240,17;250,66;250,66;250,66;250,17;250,17;250,17;245,27;245,27;245,27
02.01.2018;04 - 05;251,44;252,13;252,13;252,13;252,13;252,13;115,92;174,62;252,13;252,13;252,13;252,13;252,13;252,13;252,13;252,13;252,13
02.01.2018;05 - 06;262,12;263,01;263,01;263,01;263,01;263,01;142,58;263,01;263,01;263,01;263,01;263,01;263,01;263,01;263,01;263,01;263,01
02.01.2018;06 - 07;271,33;272,41;272,41;272,41;272,41;272,41;221,26;272,41;272,41;272,41;272,41;272,41;272,41;272,41;272,41;272,41;272,41
02.01.2018;07 - 08;301,12;298,87;298,87;298,87;298,87;298,87;410,77;410,77;298,87;298,87;298,87;298,87;298,87;298,87;298,87;298,87;298,87
02.01.2018;08 - 09;330,91;312,88;312,88;312,88;312,88;312,88;469,86;469,86;312,88;312,88;312,88;312,88;312,88;312,88;312,88;312,88;312,88
02.01.2018;09 - 10;333,56;328,56;328,56;328,56;328,56;328,56;372,56;372,56;328,56;328,56;328,56;328,56;328,56;328,56;328,56;328,56;328,56
02.01.2018;10 - 11;343,65;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36;343,36
02.01.2018;11 - 12;345,32;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12;345,12
02.01.2018;12 - 13;338,75;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65;338,65
02.01.2018;13 - 14;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15;334,15
02.01.2018;14 - 15;352,96;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57;352,57
02.01.2018;15 - 16;372,95;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85;372,85
02.01.2018;16 - 17;408,42;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32;408,32
02.01.2018;17 - 18;415,48;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38;415,38
02.01.2018;18 - 19;382,65;370,3;370,3;370,3;370,3;370,3;441,54;441,54;370,3;370,3;370,3;370,3;370,3;370,3;370,3;370,3;370,3
02.01.2018;19 - 20;343,16;330,23;330,23;330,23;333,95;330,23;402,54;402,54;330,23;330,23;330,23;330,23;330,23;330,23;330,23;333,95;333,95
02.01.2018;20 - 21;302,59;302,59;302,59;302,59;302,59;302,59;342,38;309,16;302,59;302,59;302,59;302,59;302,59;302,59;302,59;302,59;302,59
02.01.2018;21 - 22;282,31;282,7;282,7;282,7;282,7;282,7;249,48;282,7;282,7;282,7;282,7;282,7;282,7;282,7;282,7;282,7;282,7
02.01.2018;22 - 23;273,88;274,27;274,27;274,27;274,27;274,27;208,72;274,27;274,27;274,27;274,27;274,27;274,27;274,27;274,27;274,27;274,27
02.01.2018;23 - 00;269,96;270,45;270,45;270,45;270,45;270,45;185,89;270,45;270,45;270,45;270,45;270,45;270,45;270,45;270,45;270,45;270,45
03.01.2018;00 - 01;264,56;265,25;265,25;265,25;265,25;265,25;177,12;177,12;265,25;262,7;265,25;265,25;265,25;265,25;265,25;265,25;265,25
03.01.2018;01 - 02;259,38;260,26;260,26;260,26;260,26;260,26;13,5;13,5;260,26;260,26;260,26;260,26;260,26;260,26;260,26;260,26;260,26
03.01.2018;02 - 03;253,9;256,84;256,84;256,84;256,84;256,84;0,2;0,2;256,84;255,47;256,84;256,84;256,84;256,84;256,84;256,84;256,84
03.01.2018;03 - 04;249,6;256,54;256,54;256,54;256,54;256,54;-58,59;-58,59;256,54;255,17;256,54;256,54;256,54;256,54;256,54;256,54;256,54
03.01.2018;04 - 05;252,34;258,4;258,4;258,4;258,4;258,4;-90,08;-90,08;258,4;255,76;258,4;258,4;258,4;258,4;258,4;258,4;258,4
03.01.2018;05 - 06;260,94;268,67;268,67;268,67;268,67;268,67;-45,38;-45,38;268,67;259,48;268,67;268,67;268,67;268,67;268,67;268,67;268,67
03.01.2018;06 - 07;270,43;276,89;276,89;276,89;276,89;276,89;96,83;181,04;276,89;259,87;276,89;276,89;276,89;276,89;276,89;276,89;276,89
03.01.2018;07 - 08;278,94;283,15;283,15;283,15;283,15;283,15;263,78;283,15;283,15;263,78;283,15;283,15;283,15;283,15;283,15;283,15;283,15
03.01.2018;08 - 09;281,97;285,59;285,59;285,59;285,59;285,59;269,65;285,59;285,59;269,65;285,59;285,59;285,59;285,59;285,59;285,59;285,59
03.01.2018;09 - 10;282,56;286,37;286,37;286,37;286,37;286,37;271,12;286,37;286,37;271,12;286,37;286,37;286,37;286,37;286,37;286,37;286,37
03.01.2018;10 - 11;284,51;287,74;287,74;287,74;287,74;287,74;273,76;287,74;287,74;273,76;287,74;287,74;287,74;287,74;287,74;287,74;287,74
03.01.2018;11 - 12;285;286,08;286,08;286,08;286,08;286,08;278,94;286,08;286,08;278,94;286,08;286,08;286,08;286,08;286,08;286,08;286,08
03.01.2018;12 - 13;285,79;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88;285,88
03.01.2018;13 - 14;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43;288,43
03.01.2018;14 - 15;291,95;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05;292,05
03.01.2018;15 - 16;298,31;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4;298,4
03.01.2018;16 - 17;304,27;306,42;306,42;306,42;306,42;306,42;302,71;306,42;302,71;302,71;302,71;306,42;306,42;306,42;306,42;306,42;306,42
03.01.2018;17 - 18;307,4;308,97;308,97;308,97;308,97;308,97;305,93;308,97;305,93;305,93;305,93;308,97;308,97;308,97;308,97;308,97;308,97
03.01.2018;18 - 19;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04;301,04
03.01.2018;19 - 20;294,78;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88;294,88
03.01.2018;20 - 21;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25;287,25
03.01.2018;21 - 22;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95;282,95
03.01.2018;22 - 23;275,03;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13;275,13
03.01.2018;23 - 00;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11;267,11
04.01.2018;00 - 01;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61;263,61
04.01.2018;01 - 02;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98;260,98
04.01.2018;02 - 03;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96;257,96
04.01.2018;03 - 04;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15;258,15
04.01.2018;04 - 05;259,12;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22
04.01.2018;05 - 06;262,83;263,22;263,22;263,22;263,22;263,22;168,69;263,22;263,22;263,22;263,22;263,22;263,22;263,22;263,22;263,22;263,22
04.01.2018;06 - 07;273,06;273,26;273,26;273,26;273,26;273,26;194,51;273,26;273,26;273,26;273,26;273,26;273,26;273,26;273,26;273,26;273,26
04.01.2018;07 - 08;298,11;296,55;296,55;296,55;296,55;296,55;327,34;296,55;296,55;296,55;296,55;296,55;296,55;296,55;296,55;296,55;296,55
04.01.2018;08 - 09;325,88;319,93;319,93;319,93;353,75;319,93;394,19;394,19;319,93;319,93;319,93;319,93;319,93;319,93;319,93;353,75;353,75
04.01.2018;09 - 10;345,86;340,79;340,79;340,79;340,79;340,79;409,01;409,01;340,79;340,79;340,79;340,79;340,79;340,79;340,79;340,79;340,79
04.01.2018;10 - 11;366,03;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93;365,93
04.01.2018;11 - 12;351,51;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02;351,02
04.01.2018;12 - 13;347,22;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25;346,25
04.01.2018;13 - 14;345,27;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01;344,01
04.01.2018;14 - 15;350,15;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17;349,17
04.01.2018;15 - 16;370,61;368,66;368,66;368,66;368,66;368,66;409,69;409,69;368,66;368,66;368,66;368,66;368,66;368,66;368,66;368,66;368,66
04.01.2018;16 - 17;386,98;380,36;380,36;380,36;380,36;380,36;414,46;414,46;380,36;380,36;380,36;380,36;380,36;380,36;380,36;380,36;380,36
04.01.2018;17 - 18;380,36;367,49;367,49;369,44;369,44;369,44;501,2;501,2;369,44;369,44;369,44;367,49;367,49;367,49;369,44;369,44;369,44
04.01.2018;18 - 19;362,81;341,37;341,37;341,37;341,37;341,37;486,87;486,87;341,37;341,37;341,37;341,37;341,37;341,37;341,37;341,37;341,37
04.01.2018;19 - 20;320,62;310,58;310,58;310,58;310,58;310,58;455,39;455,39;310,58;310,58;310,58;310,58;310,58;310,58;310,58;310,58;310,58
04.01.2018;20 - 21;301,91;299,96;299,96;299,96;299,96;299,96;405,11;405,11;299,96;299,96;299,96;299,96;299,96;299,96;299,96;299,96;299,96
04.01.2018;21 - 22;297,13;294,99;294,99;294,99;294,99;294,99;361,45;361,45;294,99;294,99;294,99;294,99;294,99;294,99;294,99;294,99;294,99
04.01.2018;22 - 23;289,63;288,75;288,75;288,75;288,75;288,75;316,62;316,62;288,75;288,75;288,75;288,75;288,75;288,75;288,75;288,75;288,75
04.01.2018;23 - 00;273,55;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35;273,35
05.01.2018;00 - 01;272,16;267,28;267,28;267,28;267,28;267,28;58,18;267,28;274,7;274,7;274,7;267,28;267,28;267,28;267,28;267,28;267,28
05.01.2018;01 - 02;262,69;262,89;262,89;262,89;262,89;262,89;-9,18;262,89;268,55;268,55;268,55;262,89;262,89;262,89;262,89;262,89;262,89
05.01.2018;02 - 03;258,1;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69
05.01.2018;03 - 04;258,2;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69;258,69
05.01.2018;04 - 05;261,91;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4;262,4
05.01.2018;05 - 06;269,72;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01;270,01
05.01.2018;06 - 07;279,39;279,68;279,68;279,68;279,68;279,68;243,85;279,68;279,68;279,68;279,68;279,68;279,68;279,68;279,68;279,68;279,68
05.01.2018;07 - 08;297,25;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15
05.01.2018;08 - 09;321,26;317,55;317,55;317,55;321,75;317,55;353,38;353,38;317,55;317,55;317,55;317,55;317,55;317,55;317,55;321,75;321,75
05.01.2018;09 - 10;332;327,22;327,22;327,22;345,86;327,22;354,36;354,36;327,22;327,22;327,22;327,22;327,22;327,22;327,22;345,86;345,86
05.01.2018;10 - 11;339,62;325,17;325,17;325,17;366,95;325,17;380,23;380,23;325,17;325,17;325,17;325,17;325,17;325,17;325,17;366,95;366,95
05.01.2018;11 - 12;334,93;321,95;321,95;321,95;366,56;321,95;384,62;384,62;321,95;321,95;321,95;321,95;321,95;321,95;321,95;366,56;366,56
05.01.2018;12 - 13;331,03;320,97;320,97;320,97;366,56;320,97;406,97;406,97;320,97;320,97;320,97;320,97;320,97;320,97;320,97;366,56;366,56
05.01.2018;13 - 14;334,15;320,58;320,58;320,58;366,27;320,58;414;414;320,58;320,58;320,58;320,58;320,58;320,58;320,58;366,27;366,27
05.01.2018;14 - 15;331,03;320,87;320,87;320,87;321,56;320,87;413,71;413,71;320,87;320,87;320,87;320,87;320,87;320,87;320,87;321,56;321,56
05.01.2018;15 - 16;342,74;327,02;327,02;327,02;366,17;327,02;459,79;459,79;327,02;327,02;327,02;327,02;327,02;327,02;327,02;366,17;366,17
05.01.2018;16 - 17;371,54;342,64;342,64;342,64;367,05;342,64;466,33;466,33;342,64;342,64;342,64;342,64;342,64;342,64;342,64;367,05;367,05
05.01.2018;17 - 18;384,91;364,12;364,12;364,12;366,66;364,12;550,08;550,08;364,12;364,12;364,12;364,12;364,12;364,12;364,12;366,66;366,66
05.01.2018;18 - 19;366,75;331,9;331,9;331,9;331,9;331,9;560,53;560,53;331,9;331,9;331,9;331,9;331,9;331,9;331,9;331,9;331,9
05.01.2018;19 - 20;329,07;314,82;314,82;314,82;314,82;314,82;526,36;526,36;314,82;314,82;314,82;314,82;314,82;314,82;314,82;314,82;314,82
05.01.2018;20 - 21;312,09;307,6;307,6;307,6;307,6;307,6;413,51;413,51;307,6;307,6;307,6;307,6;307,6;307,6;307,6;307,6;307,6
05.01.2018;21 - 22;308,87;305,06;305,06;305,06;305,06;305,06;389,5;389,5;305,06;305,06;305,06;305,06;305,06;305,06;305,06;305,06;305,06
05.01.2018;22 - 23;298,81;297,15;297,15;297,15;297,15;297,15;351,23;351,23;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15;297,15
05.01.2018;23 - 00;289,54;289,34;289,34;289,34;289,34;289,34;344,01;344,01;289,34;289,34;289,34;289,34;289,34;289,34;289,34;289,34;289,34
06.01.2018;00 - 01;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83;286,83
06.01.2018;01 - 02;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06;278,06
06.01.2018;02 - 03;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46;274,46
06.01.2018;03 - 04;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71;272,71
06.01.2018;04 - 05;274,17;274,17;274,17;274,17;274,17;274,17;263,75;274,17;274,17;274,17;274,17;274,17;274,17;274,17;274,17;274,17;274,17
06.01.2018;05 - 06;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52
06.01.2018;06 - 07;287,22;287,12;287,12;287,12;287,12;287,12;292,19;292,19;287,12;287,12;287,12;287,12;287,12;287,12;287,12;287,12;287,12
06.01.2018;07 - 08;295,79;295,59;295,59;295,59;295,59;295,59;305,43;305,43;295,59;295,59;295,59;295,59;295,59;295,59;295,59;295,59;295,59
06.01.2018;08 - 09;296,96;295,89;295,89;295,89;295,89;295,89;332,99;332,99;295,89;295,89;295,89;295,89;295,89;295,89;295,89;295,89;295,89
06.01.2018;09 - 10;305,63;300,95;300,95;300,95;300,95;300,95;400,39;400,39;300,95;300,95;300,95;300,95;300,95;300,95;300,95;300,95;300,95
06.01.2018;10 - 11;320,82;310,59;310,59;310,59;310,59;310,59;420,36;420,36;310,59;310,59;310,59;310,59;310,59;310,59;310,59;310,59;310,59
06.01.2018;11 - 12;333,38;320,04;320,04;320,04;320,04;320,04;420,45;420,45;320,04;320,04;320,04;320,04;320,04;320,04;320,04;320,04;320,04
06.01.2018;12 - 13;324,71;313,32;313,32;313,32;313,32;313,32;420,16;420,16;313,32;313,32;313,32;313,32;313,32;313,32;313,32;313,32;313,32
06.01.2018;13 - 14;317,02;309,62;309,62;309,62;309,62;309,62;389,19;389,19;309,62;309,62;309,62;309,62;309,62;309,62;309,62;309,62;309,62
06.01.2018;14 - 15;315,75;309,42;309,42;309,42;309,42;309,42;351,01;351,01;309,42;309,42;309,42;309,42;309,42;309,42;309,42;309,42;309,42
06.01.2018;15 - 16;330,46;321,89;321,89;321,89;321,89;321,89;340,01;340,01;321,89;321,89;321,89;321,89;321,89;321,89;321,89;321,89;321,89
06.01.2018;16 - 17;358,71;355,2;355,2;355,2;385,1;355,2;394,64;394,64;355,2;355,2;355,2;355,2;355,2;338,74;355,2;385,1;385,1
06.01.2018;17 - 18;380,13;355,78;355,78;355,78;403,12;355,78;427,66;427,66;355,78;355,78;355,78;355,78;355,78;340,79;355,78;403,12;403,12
06.01.2018;18 - 19;349,06;335,53;335,53;335,53;335,53;335,53;427,27;427,27;335,53;335,53;335,53;335,53;335,53;335,53;335,53;335,53;335,53
06.01.2018;19 - 20;315,66;310,98;310,98;310,98;310,98;310,98;341,76;341,76;310,98;310,98;310,98;310,98;310,98;310,98;310,98;310,98;310,98
06.01.2018;20 - 21;302,61;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51;302,51
06.01.2018;21 - 22;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2;299,2
06.01.2018;22 - 23;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99;291,99
06.01.2018;23 - 00;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74;282,74
07.01.2018;00 - 01;270,25;267,25;267,25;267,25;267,25;267,25;211,92;267,25;272,29;272,29;272,29;267,25;267,25;267,25;267,25;267,25;267,25
07.01.2018;01 - 02;263,57;250,97;250,97;250,97;250,97;250,97;154,85;250,97;268,51;268,51;268,51;250,97;250,97;250,97;250,97;250,97;250,97
07.01.2018;02 - 03;257,95;250,87;250,87;250,87;250,87;250,87;154,94;250,87;265,31;265,31;265,31;250,87;250,87;250,87;250,87;250,87;250,87
07.01.2018;03 - 04;257,66;253,49;253,49;253,49;253,49;253,49;253,49;253,49;260,27;260,27;260,27;253,49;253,49;253,49;253,49;253,49;253,49
07.01.2018;04 - 05;257,46;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75;257,75
07.01.2018;05 - 06;262,89;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99;262,99
07.01.2018;06 - 07;265,6;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8;265,8
07.01.2018;07 - 08;268,22;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32;268,32
07.01.2018;08 - 09;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64;270,64
07.01.2018;09 - 10;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52;274,52
07.01.2018;10 - 11;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98;278,98
07.01.2018;11 - 12;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53;280,53
07.01.2018;12 - 13;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62;280,62
07.01.2018;13 - 14;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94;273,94
07.01.2018;14 - 15;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13;274,13
07.01.2018;15 - 16;277,23;277,33;277,33;277,33;277,33;277,33;259,21;277,33;277,33;277,33;277,33;277,33;277,33;277,33;277,33;277,33;277,33
07.01.2018;16 - 17;284,21;284,69;284,69;284,69;284,69;284,69;263,66;284,69;284,69;284,69;284,69;284,69;284,69;284,69;284,69;284,69;284,69
07.01.2018;17 - 18;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23;299,23
07.01.2018;18 - 19;305,62;305,33;305,33;305,33;305,33;305,33;332,75;332,75;305,33;305,33;305,33;305,33;305,33;295,45;305,33;305,33;305,33
07.01.2018;19 - 20;301,55;301,55;301,55;301,55;301,55;301,55;313,28;313,28;301,55;301,55;301,55;301,55;301,55;294,58;301,55;301,55;301,55
07.01.2018;20 - 21;290,41;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31;290,31
07.01.2018;21 - 22;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43;280,43
07.01.2018;22 - 23;280,43;280,04;280,04;280,04;280,04;280,04;287,7;282,27;280,04;280,04;280,04;280,04;280,04;280,04;280,04;280,04;280,04
07.01.2018;23 - 00;268,9;267,15;267,15;267,15;267,15;267,15;261,73;267,15;269,38;269,38;269,38;267,15;267,15;267,15;267,15;267,15;267,15
08.01.2018;00 - 01;256,49;242,54;242,54;242,54;242,54;242,54;183,24;242,54;265,31;265,31;265,31;250,68;250,68;250,68;242,54;242,54;242,54
08.01.2018;01 - 02;246,22;232,17;232,17;232,17;232,17;232,17;146,8;232,17;254,36;254,36;254,36;244,28;244,28;244,28;232,17;232,17;232,17
08.01.2018;02 - 03;246,32;231,78;231,78;231,78;231,78;231,78;231,78;231,78;248,65;248,65;248,65;241,18;241,18;241,18;231,78;231,78;231,78
