Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2019;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
15.07.2018;13 - 14;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39;492,39
15.07.2018;14 - 15;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16;491,16
15.07.2018;15 - 16;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64;489,64
15.07.2018;16 - 17;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24;493,24
15.07.2018;17 - 18;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42;497,42
15.07.2018;18 - 19;502,72;503,39;503,39;503,39;503,39;503,39;490,31;503,39;503,39;503,39;503,39;503,39;503,39;501,11;503,39;503,39;503,39
15.07.2018;19 - 20;513,82;514,29;514,29;514,29;514,29;514,29;514,29;514,29;514,29;514,29;514,29;514,29;514,29;501,21;514,29;514,29;514,29
15.07.2018;20 - 21;517,04;517,7;517,7;517,7;517,7;517,7;528,79;528,79;517,7;517,7;517,7;517,7;517,7;501,21;517,7;517,7;517,7
15.07.2018;21 - 22;519,5;520,17;520,17;520,17;520,17;520,17;529,93;529,93;520,17;520,17;520,17;520,17;520,17;500,92;520,17;520,17;520,17
15.07.2018;22 - 23;521,31;521,68;521,68;521,68;521,68;521,68;534,58;534,58;521,68;521,68;521,68;521,68;521,68;500,35;521,68;521,68;521,68
15.07.2018;23 - 00;504,15;504,9;504,9;504,9;504,9;504,9;504,9;504,9;504,9;504,9;504,9;504,9;504,9;499,88;504,9;504,9;504,9
16.07.2018;00 - 01;484,24;484,52;484,52;484,52;484,52;484,52;479,5;484,52;484,52;484,52;484,52;484,52;484,52;484,52;484,52;484,52;484,52
16.07.2018;01 - 02;463,19;464,61;464,61;464,61;464,61;464,61;415,7;464,61;464,61;464,61;464,61;464,61;464,61;464,61;464,61;464,61;464,61
16.07.2018;02 - 03;453,9;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09;454,09
16.07.2018;03 - 04;451,53;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39;452,39
16.07.2018;04 - 05;450,39;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68;450,68
16.07.2018;05 - 06;472,1;472,67;472,67;472,67;472,67;472,67;437,88;472,67;472,67;472,67;472,67;472,67;472,67;472,67;472,67;472,67;472,67
16.07.2018;06 - 07;503,1;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91;502,91
16.07.2018;07 - 08;520,26;529,55;529,55;529,55;534,86;534,86;550,69;550,69;529,55;517,7;517,7;517,7;517,7;517,7;534,86;534,86;534,86
16.07.2018;08 - 09;525,76;549,56;549,56;549,56;549,56;562,83;563,11;563,11;549,56;517,99;517,99;518,84;518,84;518,84;562,83;562,83;562,83
16.07.2018;09 - 10;527,18;556,95;556,95;556,95;556,95;587,1;558,09;558,09;556,95;518,08;518,08;525,19;525,19;501,21;587,1;587,1;587,1
16.07.2018;10 - 11;525,38;544,44;544,44;544,44;544,44;594,59;544,44;544,44;544,44;517,8;517,8;523,39;523,39;501,4;594,59;594,59;594,59
16.07.2018;11 - 12;525,19;547,38;547,38;547,38;547,38;593,45;547,38;547,38;547,38;517,61;517,61;522,63;522,63;501,4;593,45;593,45;593,45
16.07.2018;12 - 13;521,68;531,92;531,92;531,92;531,92;602,55;531,92;531,92;531,92;516,09;516,09;522,73;522,73;503,48;602,55;602,55;602,55
16.07.2018;13 - 14;519,12;520,83;520,83;520,83;520,83;587,48;520,83;520,83;520,83;517,13;517,13;520,83;520,83;502,06;587,48;587,48;587,48
16.07.2018;14 - 15;517,61;525,76;525,76;525,76;525,76;570,6;525,76;525,76;525,76;515,05;515,05;524,81;524,81;500,73;570,6;570,6;570,6
16.07.2018;15 - 16;517,04;525,29;525,29;525,29;525,29;558,56;525,29;525,29;525,29;514,76;514,76;524,24;524,24;500,64;558,56;558,56;558,56
16.07.2018;16 - 17;517,7;530,03;530,03;530,03;530,03;549,18;530,03;530,03;530,03;514,67;514,67;529,17;529,17;500,26;549,18;549,93;549,93
16.07.2018;17 - 18;521,97;543,77;543,77;543,77;543,77;543,77;543,77;543,77;543,77;516,94;516,94;527,75;527,75;499,88;543,77;543,77;543,77
16.07.2018;18 - 19;521,87;549,08;549,08;549,08;549,08;549,08;562,54;562,54;549,08;517,13;517,13;526,71;526,71;500,26;549,08;549,08;549,08
16.07.2018;19 - 20;521,21;549,46;549,46;549,46;552,68;549,46;595,53;595,53;549,46;515,33;515,33;528,7;528,7;500,35;549,46;552,68;552,68
16.07.2018;20 - 21;518,37;530,5;530,5;530,5;547,94;530,5;561,41;561,41;530,5;516,09;516,09;530,5;530,5;500,45;530,5;547,94;547,94
16.07.2018;21 - 22;517,32;526,61;526,61;526,61;526,61;526,61;539,6;539,6;526,61;516,47;516,47;526,42;526,42;500,35;526,61;526,61;526,61
16.07.2018;22 - 23;515,14;516,57;516,57;516,57;516,57;516,57;541,12;541,12;516,57;516,57;516,57;516,57;516,57;499,79;516,57;516,57;516,57
16.07.2018;23 - 00;490,4;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44;491,44
17.07.2018;00 - 01;478,95;476,58;476,58;476,58;476,58;476,58;441,03;476,58;480,85;480,85;480,85;476,58;476,58;476,58;476,58;476,58;476,58
17.07.2018;01 - 02;465,49;465,49;465,49;465,49;465,49;465,49;421,31;465,49;465,49;465,49;465,49;465,49;465,49;465,49;465,49;465,49;465,49
17.07.2018;02 - 03;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35;455,35
17.07.2018;03 - 04;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88;452,88
17.07.2018;04 - 05;427,48;427,1;427,1;427,1;427,1;427,1;427,1;427,1;439,52;439,52;439,52;427,1;427,1;427,1;427,1;427,1;427,1
17.07.2018;05 - 06;461,98;457,62;457,62;457,62;457,62;457,62;436,86;457,62;462,74;462,74;462,74;457,62;457,62;457,62;457,62;457,62;457,62
17.07.2018;06 - 07;496,97;497,06;497,06;497,06;497,06;497,06;494,88;497,06;497,06;497,06;497,06;497,06;497,06;497,06;497,06;497,06;497,06
17.07.2018;07 - 08;516,12;531,57;531,57;531,57;531,57;531,57;549,49;547,31;531,57;513,94;513,94;513,94;513,94;500,29;531,57;531,57;531,57
17.07.2018;08 - 09;520,67;558,5;558,5;558,5;558,5;558,5;563,52;563,52;558,5;515,74;515,74;515,74;515,74;500;558,5;558,5;558,5
17.07.2018;09 - 10;520,86;549,58;549,58;549,58;549,58;561,15;549,58;549,58;549,58;515,83;515,83;518,39;518,39;500,48;561,15;561,15;561,15
17.07.2018;10 - 11;517,82;531,38;531,38;531,38;531,38;568,55;531,38;531,38;531,38;514,41;514,41;519,25;519,25;500,76;568,55;568,55;568,55
17.07.2018;11 - 12;517,54;530,91;530,91;530,91;530,91;574,42;530,91;530,91;530,91;513,94;513,94;518,68;518,68;501,8;574,42;574,42;574,42
17.07.2018;12 - 13;512,61;511,76;511,76;511,76;511,76;584,95;511,76;511,76;511,76;511,76;511,76;511,76;511,76;500,95;584,95;584,95;584,95
17.07.2018;13 - 14;510,9;508,82;508,82;508,82;508,82;587,79;508,82;508,82;508,82;508,82;508,82;508,82;508,82;500,48;587,79;587,79;587,79
17.07.2018;14 - 15;509,2;508,44;508,44;508,44;508,44;559,16;508,44;508,44;508,44;508,44;508,44;508,44;508,44;500,85;559,16;559,16;559,16
17.07.2018;15 - 16;510,34;509,77;509,77;509,77;509,77;541,43;509,77;509,77;509,77;509,77;509,77;509,77;509,77;500,85;541,43;541,43;541,43
17.07.2018;16 - 17;508,44;508,82;508,82;508,82;508,82;510,62;508,82;508,82;508,82;508,82;508,82;508,82;508,82;500,85;510,62;510,62;510,62
17.07.2018;17 - 18;510,71;511,19;511,19;511,19;511,19;511,19;509,67;511,19;511,19;511,19;511,19;511,19;511,19;500,76;511,19;511,19;511,19
17.07.2018;18 - 19;516,97;532,61;532,61;532,61;532,61;532,61;532,61;532,61;532,61;514,89;514,89;514,89;514,89;500,67;532,61;532,61;532,61
17.07.2018;19 - 20;517,54;545,79;545,79;545,79;545,79;545,79;555,18;555,18;545,79;513,94;513,94;516,02;516,02;500,67;545,79;545,79;545,79
17.07.2018;20 - 21;515,45;526,83;526,83;526,83;526,83;526,83;539,82;539,82;526,83;513,94;513,94;518,39;518,39;500,76;526,83;526,83;526,83
17.07.2018;21 - 22;510,43;510,81;510,81;510,81;510,81;510,81;523,42;523,42;510,81;510,81;510,81;510,81;510,81;501,04;510,81;510,81;510,81
17.07.2018;22 - 23;505,88;506,35;506,35;506,35;506,35;506,35;516,12;516,12;506,35;506,35;506,35;506,35;506,35;500,1;506,35;506,35;506,35
17.07.2018;23 - 00;486,63;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54;486,54
18.07.2018;00 - 01;478,71;473,21;473,21;473,21;473,21;473,21;417,81;417,81;486,02;486,02;486,02;473,21;473,21;473,21;473,21;473,21;473,21
18.07.2018;01 - 02;464,77;455,95;455,95;455,95;455,95;455,95;400,64;400,64;465,91;465,91;465,91;465,91;465,91;465,91;455,95;455,95;455,95
18.07.2018;02 - 03;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43;454,43
18.07.2018;03 - 04;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06;439,06
18.07.2018;04 - 05;407,94;399,02;399,02;399,02;399,02;399,02;399,02;399,02;413,25;413,25;413,25;414,77;414,77;414,77;399,02;399,02;399,02
18.07.2018;05 - 06;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24;454,24
18.07.2018;06 - 07;476,06;475,68;475,68;475,68;475,68;475,68;470,93;475,68;475,68;475,68;475,68;475,68;475,68;475,68;475,68;475,68;475,68
18.07.2018;07 - 08;507,65;507,27;507,27;507,27;507,27;507,27;509,26;507,27;507,27;507,27;507,27;507,27;507,27;502,91;507,27;507,27;507,27
18.07.2018;08 - 09;514,76;527,76;527,76;527,76;527,76;527,76;530,61;530,61;527,76;513,63;513,63;513,63;513,63;499,96;527,76;532,03;532,03
18.07.2018;09 - 10;513,15;513,44;513,44;513,44;513,44;513,44;513,44;513,44;513,44;513,44;513,44;513,44;513,44;500,15;513,44;540;540
18.07.2018;10 - 11;510,02;509,26;509,26;509,26;509,26;532,32;509,26;509,26;509,26;509,26;509,26;509,26;509,26;501,77;532,32;545,31;545,31
18.07.2018;11 - 12;510,12;509,36;509,36;509,36;509,36;532,03;509,36;509,36;509,36;509,36;509,36;509,36;509,36;501,77;532,03;546,64;546,64
18.07.2018;12 - 13;508,41;508,41;508,41;508,41;508,41;524,92;508,41;508,41;508,41;508,41;508,41;508,41;508,41;500,25;524,92;577,57;577,57
18.07.2018;13 - 14;507,93;508,69;508,69;508,69;508,69;508,69;508,69;508,69;508,69;508,69;508,69;508,69;508,69;499,87;508,69;588,67;588,67
18.07.2018;14 - 15;506,42;506,89;506,89;506,89;506,89;507,74;506,89;506,89;506,89;506,89;506,89;506,89;506,89;500,63;507,74;545,98;545,98
18.07.2018;15 - 16;506,04;506,32;506,32;506,32;506,32;506,32;506,32;506,32;506,32;506,32;506,32;506,32;506,32;500,91;506,32;539,62;539,62
18.07.2018;16 - 17;503,38;504,99;504,99;504,99;504,99;504,99;460,02;504,99;504,99;504,99;504,99;504,99;504,99;500,91;504,99;504,99;504,99
18.07.2018;17 - 18;508,6;509,26;509,26;509,26;509,26;509,26;509,26;509,26;509,26;509,26;509,26;509,26;509,26;500,15;509,26;509,26;509,26
18.07.2018;18 - 19;512,96;514,01;514,01;514,01;514,01;514,01;524,25;524,25;514,01;514,01;514,01;514,01;514,01;500,25;514,01;531,84;531,84
18.07.2018;19 - 20;513,25;515,24;515,24;515,24;536,77;515,24;549,96;549,96;515,24;514,2;514,2;514,2;514,2;499,11;515,24;539,34;539,34
18.07.2018;20 - 21;512,77;513,25;513,25;513,25;526,62;513,25;539,53;539,53;513,25;513,25;513,25;513,25;513,25;500,34;513,25;526,62;526,62
18.07.2018;21 - 22;508,98;509,64;509,64;509,64;509,64;509,64;523,11;523,11;509,64;509,64;509,64;509,64;509,64;500,44;509,64;509,64;509,64
18.07.2018;22 - 23;500,15;500,25;500,25;500,25;500,25;500,25;512,58;512,58;500,25;500,25;500,25;500,25;500,25;499,78;500,25;500,25;500,25
18.07.2018;23 - 00;479,19;473,21;473,21;473,21;473,21;473,21;473,21;473,21;485,54;485,54;485,54;473,21;473,21;473,21;473,21;473,21;473,21
19.07.2018;00 - 01;477,45;477,45;477,45;477,45;477,45;477,45;409,32;409,32;478,21;478,21;478,21;477,45;477,45;477,45;477,45;477,45;477,45
19.07.2018;01 - 02;466,05;466,05;466,05;466,05;466,05;466,05;404,76;404,76;466,05;466,05;466,05;466,05;466,05;466,05;466,05;466,05;466,05
19.07.2018;02 - 03;451,04;451,04;451,04;451,04;451,04;451,04;396,21;396,21;451,04;451,04;451,04;451,04;451,04;451,04;451,04;451,04;451,04
19.07.2018;03 - 04;405,05;399,35;399,35;399,35;399,35;399,35;396,21;396,21;420,35;420,35;420,35;420,35;420,35;420,35;399,35;399,35;399,35
19.07.2018;04 - 05;399,44;393,27;393,27;393,27;393,27;393,27;393,27;393,27;406,47;406,47;406,47;406,47;406,47;406,47;393,27;393,27;393,27
19.07.2018;05 - 06;453,79;439,06;439,06;439,06;439,06;439,06;409,04;409,04;454,55;454,55;454,55;454,55;454,55;454,55;439,06;439,06;439,06
19.07.2018;06 - 07;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05;485,05
19.07.2018;07 - 08;512,99;513,94;513,94;513,94;513,94;513,94;535,12;535,12;513,94;512,8;512,8;513,94;513,94;504,62;513,94;513,94;513,94
19.07.2018;08 - 09;517,55;537,69;537,69;537,69;537,69;541,21;550,9;550,9;537,69;514,51;514,51;516,03;516,03;503,39;541,21;541,21;541,21
19.07.2018;09 - 10;517,64;531,61;531,61;531,61;531,61;541,68;531,61;531,61;531,61;514,6;514,6;518,31;518,31;506,52;541,68;541,68;541,68
19.07.2018;10 - 11;514,22;513,84;513,84;513,84;513,84;551,37;513,84;513,84;513,84;513,18;513,18;513,84;513,84;506,81;551,37;551,37;551,37
19.07.2018;11 - 12;511,47;513,46;513,46;513,46;513,46;553,84;503,86;513,46;513,46;509;509;513,46;513,46;506,52;553,84;553,84;553,84
19.07.2018;12 - 13;509,66;512,04;512,04;512,04;512,04;590,23;505,86;512,04;512,04;505,86;505,86;512,04;512,04;506,14;590,23;595,55;595,55
19.07.2018;13 - 14;505,38;503,48;503,48;503,48;503,48;576,65;503,48;503,48;503,48;503,48;503,48;503,48;503,48;502,25;576,65;594,98;594,98
19.07.2018;14 - 15;505,76;503,67;503,67;503,67;503,67;551,85;503,67;503,67;503,67;503,67;503,67;503,67;503,67;502,44;551,85;551,85;551,85
19.07.2018;15 - 16;508,81;511,18;511,18;511,18;511,18;542,25;498,92;511,18;511,18;506,62;506,62;511,18;511,18;504,53;542,25;542,25;542,25
19.07.2018;16 - 17;509,95;509,57;509,57;509,57;509,57;540,07;501,01;509,57;509,57;509,57;509,57;509,57;509,57;504,43;540,07;540,07;540,07
19.07.2018;17 - 18;515,55;525,05;525,05;525,05;525,05;534,36;525,05;525,05;525,05;514,51;514,51;516,79;516,79;504,15;534,36;534,36;534,36
19.07.2018;18 - 19;520,68;537,78;537,78;537,78;537,78;542,54;550,99;550,99;537,78;517,17;517,17;517,17;517,17;506,33;542,54;542,54;542,54
19.07.2018;19 - 20;527,9;550,71;550,71;550,71;550,71;550,71;564,2;564,2;550,71;517,74;517,74;517,74;517,74;506,71;550,71;550,71;550,71
19.07.2018;20 - 21;523,06;537,5;537,5;537,5;537,5;537,5;555,55;555,55;537,5;519,54;519,54;519,54;519,54;507,29;537,5;537,5;537,5
19.07.2018;21 - 22;521,06;523,06;523,06;523,06;523,06;523,06;546,62;546,62;523,06;519,83;519,83;519,83;519,83;505,86;523,06;523,06;523,06
19.07.2018;22 - 23;515,74;516,41;516,41;516,41;516,41;516,41;533,51;533,51;516,41;516,41;516,41;516,41;516,41;504,53;516,41;516,41;516,41
19.07.2018;23 - 00;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13;493,13
20.07.2018;00 - 01;492,9;493,28;493,28;493,28;493,28;493,28;467,43;467,43;493,28;493,28;493,28;493,28;493,28;493,28;493,28;493,28;493,28
20.07.2018;01 - 02;480,83;480,93;480,93;480,93;480,93;480,93;436,6;436,6;480,93;480,93;480,93;480,93;480,93;480,93;480,93;480,93;480,93
20.07.2018;02 - 03;475,28;475,28;475,28;475,28;475,28;475,28;425,97;425,97;475,28;475,28;475,28;475,28;475,28;475,28;475,28;475,28;475,28
20.07.2018;03 - 04;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72;460,72
20.07.2018;04 - 05;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45;444,45
20.07.2018;05 - 06;470,87;470,87;470,87;470,87;470,87;470,87;437,46;470,87;470,87;470,87;470,87;470,87;470,87;470,87;470,87;470,87;470,87
20.07.2018;06 - 07;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37;502,37
20.07.2018;07 - 08;524,59;522,67;522,67;522,67;538,37;573,03;551,59;551,59;522,67;522,67;522,67;522,67;522,67;520,47;573,03;573,03;573,03
20.07.2018;08 - 09;532,53;550,15;550,15;550,15;550,15;598,5;554,65;554,65;550,15;525,83;525,83;528,61;528,61;520,66;598,5;598,5;598,5
20.07.2018;09 - 10;535,6;555,13;555,13;555,13;555,13;601,37;555,13;555,13;555,13;525,83;525,83;531,96;531,96;522,19;601,37;601,37;601,37
20.07.2018;10 - 11;532,05;546,32;546,32;546,32;546,32;573,51;546,32;546,32;546,32;525,93;525,93;532,53;532,53;523,25;573,51;573,51;573,51
20.07.2018;11 - 12;530,62;542,78;542,78;542,78;542,78;567,38;542,78;542,78;542,78;525,35;525,35;531,86;531,86;523,44;567,38;567,38;567,38
20.07.2018;12 - 13;527,08;527,55;527,55;527,55;527,55;610,76;527,55;527,55;527,55;523,53;523,53;527,55;527,55;523,15;610,76;610,76;610,76
20.07.2018;13 - 14;524,4;526,79;526,79;526,79;526,79;621,48;517,69;526,79;526,79;519,9;519,9;526,79;526,79;522,58;621,48;621,48;621,48
20.07.2018;14 - 15;523,53;521,71;521,71;521,71;521,71;609,61;517,31;521,71;521,71;519,7;519,7;521,71;521,71;519,9;609,61;609,61;609,61
20.07.2018;15 - 16;525,54;527,17;527,17;527,17;527,17;586,63;527,17;527,17;527,17;522,86;522,86;527,17;527,17;514,44;586,63;586,63;586,63
20.07.2018;16 - 17;526,12;536,84;536,84;536,84;536,84;574,28;536,84;536,84;536,84;522,67;522,67;525,93;525,93;513;574,28;574,28;574,28
20.07.2018;17 - 18;532,53;554,46;554,46;554,46;554,46;576,48;554,46;554,46;554,46;524,97;524,97;524,97;524,97;512,52;576,48;576,48;576,48
20.07.2018;18 - 19;533,78;560,11;560,11;560,11;560,11;560,11;560,11;560,11;560,11;524,97;524,97;524,97;524,97;509,75;560,11;560,11;560,11
20.07.2018;19 - 20;532,05;554,65;554,65;554,65;554,65;554,65;564,42;564,42;554,65;525,64;525,64;527,46;527,46;509,55;554,65;554,65;554,65
20.07.2018;20 - 21;530,04;542,01;542,01;542,01;542,01;542,01;555,13;555,13;542,01;527,08;527,08;527,08;527,08;511,09;542,01;542,01;542,01
20.07.2018;21 - 22;525,07;530,24;530,24;530,24;530,24;530,24;537,13;537,13;530,24;524,59;524,59;524,87;524,87;509,75;530,24;530,24;530,24
20.07.2018;22 - 23;522,1;523,44;523,44;523,44;523,44;523,44;536,36;536,36;523,44;523,44;523,44;523,44;523,44;509,08;523,44;523,44;523,44
20.07.2018;23 - 00;503,24;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33;503,33
21.07.2018;00 - 01;498,35;498,35;498,35;498,35;498,35;498,35;482,44;498,35;498,35;498,35;498,35;498,35;498,35;498,35;498,35;498,35;498,35
21.07.2018;01 - 02;482,73;483,11;483,11;483,11;483,11;483,11;430,1;483,11;483,11;483,11;483,11;483,11;483,11;483,11;483,11;483,11;483,11
21.07.2018;02 - 03;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41;471,41
21.07.2018;03 - 04;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98;469,98
21.07.2018;04 - 05;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77;460,77
21.07.2018;05 - 06;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79;469,79
21.07.2018;06 - 07;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36;484,36
21.07.2018;07 - 08;498,64;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54;498,54
21.07.2018;08 - 09;515,03;515,8;515,8;515,8;515,8;515,8;515,8;515,8;515,8;515,8;515,8;515,8;515,8;512,06;515,8;515,8;515,8
21.07.2018;09 - 10;526,15;527,59;527,59;527,59;527,59;527,59;527,59;527,59;527,59;527,59;527,59;527,59;527,59;516,66;527,59;554,62;554,62
21.07.2018;10 - 11;526,91;528,07;528,07;528,07;528,07;528,07;528,07;528,07;528,07;528,07;528,07;528,07;528,07;517,14;528,07;571,58;571,58
21.07.2018;11 - 12;527,68;528,93;528,93;528,93;528,93;528,93;528,93;528,93;528,93;528,93;528,93;528,93;528,93;518,1;528,93;598,14;598,14
21.07.2018;12 - 13;523,46;524,52;524,52;524,52;524,52;524,52;524,52;524,52;524,52;524,52;524,52;524,52;524,52;517,62;524,52;587,02;587,02
21.07.2018;13 - 14;514,84;515,51;515,51;515,51;515,51;515,51;515,51;515,51;515,51;515,51;515,51;515,51;515,51;515,22;515,51;542,35;542,35
21.07.2018;14 - 15;510,33;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52;510,52
21.07.2018;15 - 16;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88;506,88
21.07.2018;16 - 17;505,83;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44;505,44
21.07.2018;17 - 18;512,15;512,15;512,15;512,15;512,15;512,15;509,18;512,15;512,15;512,15;512,15;512,15;512,15;512,15;512,15;512,15;512,15
21.07.2018;18 - 19;524,42;525,19;525,19;525,19;525,19;525,19;527,39;525,19;525,19;525,19;525,19;525,19;525,19;516,37;525,19;525,19;525,19
21.07.2018;19 - 20;527,49;528,45;528,45;528,45;528,45;528,45;529,31;529,31;528,45;528,45;528,45;528,45;528,45;517,14;528,45;528,45;528,45
21.07.2018;20 - 21;525,86;526,82;526,82;526,82;526,82;526,82;526,82;526,82;526,82;526,82;526,82;526,82;526,82;517,33;526,82;526,82;526,82
21.07.2018;21 - 22;523,46;524,14;524,14;524,14;524,14;524,14;524,14;524,14;524,14;524,14;524,14;524,14;524,14;516,66;524,14;524,14;524,14
21.07.2018;22 - 23;521,93;522,31;522,31;522,31;522,31;522,31;522,31;522,31;522,31;522,31;522,31;522,31;522,31;516,18;522,31;522,31;522,31
21.07.2018;23 - 00;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66;502,66
22.07.2018;00 - 01;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08;505,08
22.07.2018;01 - 02;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95;489,95
22.07.2018;02 - 03;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8;481,8
22.07.2018;03 - 04;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97;477,97
22.07.2018;04 - 05;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55;462,55
22.07.2018;05 - 06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06;469,06
22.07.2018;06 - 07;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08;480,08
22.07.2018;07 - 08;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82;492,82
22.07.2018;08 - 09;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59;502,59
22.07.2018;09 - 10;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62;506,62
22.07.2018;10 - 11;512,17;512,27;512,27;512,27;512,27;512,27;512,27;512,27;512,27;512,27;512,27;512,27;512,27;511,5;512,27;512,27;512,27
22.07.2018;11 - 12;514,19;514,57;514,57;514,57;514,57;514,57;514,57;514,57;514,57;514,57;514,57;514,57;514,57;512,37;514,57;514,57;514,57
22.07.2018;12 - 13;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3;509,3
22.07.2018;13 - 14;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38;507,38
22.07.2018;14 - 15;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6;504,6
22.07.2018;15 - 16;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98;502,98
