Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 19-10-2021;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;AT;BE;DE-LU;FR;NL
29.08.2021;23 - 00;735,52;518,59;518,59;518,59;890,42;518,59;890,42;890,42;872,93;872,93;872,93;518,59;518,59;518,59;890,42;890,42;890,42;;;;;
30.08.2021;00 - 01;633,48;504,2;504,2;504,2;819,75;504,2;819,75;819,75;857,19;857,19;857,19;504,2;504,2;504,2;819,75;819,75;819,75;;;;;
30.08.2021;01 - 02;632,56;500,7;500,7;500,7;806,59;500,7;806,59;806,59;830,76;830,76;830,76;500,7;500,7;500,7;806,59;806,59;806,59;;;;;
30.08.2021;02 - 03;616,31;501,01;501,01;501,01;787,56;501,01;787,56;787,56;811,11;811,11;811,11;501,01;501,01;501,01;787,56;787,56;787,56;;;;;
30.08.2021;03 - 04;615,79;501,01;501,01;501,01;748,78;501,01;748,78;748,78;807;807;807;501,01;501,01;501,01;748,78;748,78;748,78;;;;;
30.08.2021;04 - 05;679,77;506,56;506,56;506,56;760,61;506,56;760,61;760,61;858,74;858,74;858,74;506,56;506,56;506,56;760,61;760,61;760,61;;;;;
30.08.2021;05 - 06;769,36;559,53;559,53;559,53;819,14;559,53;819,14;819,14;873,44;873,44;873,44;559,53;559,53;559,53;819,14;819,14;819,14;;;;;
30.08.2021;06 - 07;895,97;591,72;591,72;927,44;1133,15;927,44;1133,15;1133,15;927,44;927,44;927,44;591,72;591,72;591,72;1133,15;1133,15;1133,15;;;;;
30.08.2021;07 - 08;972,19;617,34;617,34;1295,97;1295,97;1295,97;1295,97;1295,97;1018,37;1018,37;1018,37;617,34;617,34;617,34;1295,97;1295,97;1295,97;;;;;
30.08.2021;08 - 09;1118,65;687,38;687,38;1356,86;1356,86;1356,86;1356,86;1356,86;1176,76;1176,76;1176,76;687,38;687,38;687,38;1356,86;1356,86;1356,86;;;;;
30.08.2021;09 - 10;1141,59;770,59;770,59;1367,15;1367,15;1367,15;1367,15;1367,15;1145,29;1145,29;1145,29;770,59;770,59;770,59;1367,15;1367,15;1367,15;;;;;
30.08.2021;10 - 11;1104,46;699,31;699,31;1322;1322;1322;1322;1322;1120,19;1120,19;1120,19;699,31;699,31;699,31;1322;1322;1322;;;;;
30.08.2021;11 - 12;1059;687,59;687,59;1297;1297;1297;1297;1297;1163,08;1163,08;1163,08;687,59;687,59;687,59;1297;1297;1297;;;;;
30.08.2021;12 - 13;1032,05;648,71;648,71;1254,83;1254,83;1254,83;1254,83;1254,83;1215,95;1215,95;1215,95;648,71;648,71;648,71;1254,83;1254,83;1254,83;;;;;
30.08.2021;13 - 14;1000,06;644,8;644,8;1158,15;1158,15;1158,15;1158,15;1158,15;1120,09;1120,09;1120,09;644,8;644,8;644,8;1158,15;1158,15;1158,15;;;;;
30.08.2021;14 - 15;966,53;642,43;642,43;1079,36;1079,36;1079,36;1079,36;1079,36;1047,99;1047,99;1047,99;642,43;642,43;642,43;1079,36;1079,36;1079,36;;;;;
30.08.2021;15 - 16;939,48;617,95;617,95;1038,84;1038,84;1038,84;1038,84;1038,84;1008,7;1008,7;1008,7;617,95;617,95;617,95;1038,84;1038,84;1038,84;;;;;
30.08.2021;16 - 17;936,08;607,77;607,77;1038,73;1038,73;1038,73;1038,73;1038,73;1008,6;1008,6;1008,6;607,77;607,77;607,77;1038,73;1038,73;1038,73;;;;;
30.08.2021;17 - 18;967,56;607,05;607,05;1127,09;1127,09;1127,09;1127,09;1127,09;1088;1088;1088;607,05;607,05;607,05;1127,09;1127,09;1127,09;;;;;
30.08.2021;18 - 19;969,41;597,48;597,48;1200,73;1200,73;1200,73;1200,73;1200,73;1118,86;1118,86;1118,86;597,48;597,48;597,48;1200,73;1200,73;1200,73;;;;;
30.08.2021;19 - 20;998,21;587,92;587,92;1321,48;1321,48;1321,48;1321,48;1321,48;1283,12;1283,12;1283,12;587,92;587,92;587,92;1321,48;1321,48;1321,48;;;;;
30.08.2021;20 - 21;969,31;560,66;560,66;1337,53;1337,53;1337,53;1337,53;1337,53;1293,71;1293,71;1293,71;560,66;560,66;560,66;1337,53;1337,53;1337,53;;;;;
30.08.2021;21 - 22;926,41;530,42;530,42;1143,23;1177,38;1143,23;1177,38;1177,38;1143,23;1143,23;1143,23;530,42;530,42;530,42;1177,38;1177,38;1177,38;;;;;
30.08.2021;22 - 23;894,02;513,14;513,14;790,13;1096,85;790,13;1096,85;1096,85;1060,95;1060,95;1060,95;513,14;513,14;513,14;1096,85;1096,85;1096,85;;;;;
30.08.2021;23 - 00;770,69;500,49;500,49;500,49;962,72;500,49;962,72;962,72;934,85;934,85;934,85;500,49;500,49;500,49;962,72;962,72;962,72;;;;;
31.08.2021;00 - 01;727,43;474,46;474,46;474,46;949,94;474,46;973,22;973,22;945,42;945,42;945,42;474,46;474,46;474,46;949,94;949,94;949,94;;;;;
31.08.2021;01 - 02;637,77;463,58;463,58;463,58;921,52;463,58;923,47;923,47;896,7;896,7;896,7;463,58;463,58;463,58;921,52;921,52;921,52;;;;;
31.08.2021;02 - 03;606,89;458,86;458,86;458,86;898,03;458,86;898,03;898,03;888,28;888,28;888,28;458,86;458,86;458,86;898,03;898,03;898,03;;;;;
31.08.2021;03 - 04;596,53;456,5;456,5;456,5;882,33;456,5;893,41;882,33;887,77;887,77;887,77;456,5;456,5;456,5;882,33;882,33;882,33;;;;;
31.08.2021;04 - 05;623,31;462,35;462,35;462,35;882,33;462,35;910,75;882,33;889,41;889,41;889,41;462,35;462,35;462,35;882,33;882,33;882,33;;;;;
31.08.2021;05 - 06;743,23;466,56;466,56;705,78;932,29;705,78;955,17;932,29;925,52;925,52;925,52;466,56;466,56;466,56;932,29;932,29;932,29;;;;;
31.08.2021;06 - 07;906,34;465,63;465,63;1143,1;1179,73;1143,1;1179,73;1179,73;1143,1;1143,1;1143,1;465,63;465,63;465,63;1179,73;1179,73;1179,73;;;;;
31.08.2021;07 - 08;954,14;482,97;482,97;1379,36;1379,36;1379,36;1379,36;1379,36;1336,58;1336,58;1336,58;482,97;482,97;482,97;1379,36;1379,36;1379,36;;;;;
31.08.2021;08 - 09;993,74;506,98;506,98;1405,62;1405,62;1405,62;1405,62;1405,62;1362,02;1362,02;1362,02;506,98;506,98;506,98;1405,62;1405,62;1405,62;;;;;
31.08.2021;09 - 10;985,12;499,69;499,69;1393,51;1393,51;1393,51;1393,51;1393,51;1350,33;1350,33;1350,33;499,69;499,69;499,69;1393,51;1393,51;1393,51;;;;;
31.08.2021;10 - 11;936,6;481,23;481,23;1283,65;1283,65;1283,65;1283,65;1283,65;1243,84;1243,84;1243,84;481,23;481,23;481,23;1283,65;1283,65;1283,65;;;;;
31.08.2021;11 - 12;922,75;475,79;475,79;1191,94;1191,94;1191,94;1191,94;1191,94;1155;1155;1155;475,79;475,79;475,79;1191,94;1191,94;1191,94;;;;;
31.08.2021;12 - 13;898,95;470,97;470,97;1165,47;1165,47;1165,47;1165,47;1165,47;1129,67;1129,67;1129,67;470,97;470,97;470,97;1165,47;1165,47;1165,47;;;;;
31.08.2021;13 - 14;854,33;467,58;467,58;1073,65;1073,65;1073,65;1073,65;1073,65;1040,31;1040,31;1040,31;467,58;467,58;467,58;1073,65;1073,65;1073,65;;;;;
31.08.2021;14 - 15;803,65;464,3;464,3;997,13;997,13;997,13;997,13;997,13;972,4;972,4;972,4;464,3;464,3;464,3;997,13;997,13;997,13;;;;;
31.08.2021;15 - 16;779,03;461,22;461,22;977,02;977,02;977,02;977,02;977,02;948,71;948,71;948,71;461,22;461,22;461,22;977,02;977,02;977,02;;;;;
31.08.2021;16 - 17;803,96;459,07;459,07;979,79;979,79;979,79;979,79;979,79;979,79;979,79;979,79;459,07;459,07;459,07;979,79;979,79;979,79;;;;;
31.08.2021;17 - 18;841,09;449,63;449,63;1133,05;1133,05;1133,05;1133,05;1133,05;1071,71;1071,71;1071,71;449,63;449,63;449,63;1133,05;1133,05;1133,05;;;;;
31.08.2021;18 - 19;847,04;442,35;442,35;1270,1;1270,1;1026,77;1270,1;1270,1;1230,81;1230,81;1230,81;442,35;442,35;442,35;1270,1;1270,1;1270,1;;;;;
31.08.2021;19 - 20;852,17;440,19;440,19;1332,68;1375,36;990,05;1375,36;1375,36;1332,68;1332,68;1332,68;440,19;440,19;440,19;1375,36;1375,36;1375,36;;;;;
31.08.2021;20 - 21;815,76;438,14;438,14;1340,99;1383,87;699,53;1383,87;1383,87;1340,99;1340,99;1340,99;438,14;438,14;438,14;1383,87;1383,87;1383,87;;;;;
31.08.2021;21 - 22;788,06;434,96;434,96;810,42;1247,23;641,46;1247,23;1247,23;1204,35;1204,35;1204,35;434,96;434,96;434,96;1247,23;1247,23;1247,23;;;;;
31.08.2021;22 - 23;652,65;399,88;399,88;399,88;981,53;399,88;1088,63;1088,63;1057,04;1057,04;1057,04;399,88;399,88;399,88;981,53;981,53;981,53;;;;;
31.08.2021;23 - 00;538,37;312,06;312,06;312,06;924,91;312,06;1016,62;999,79;987,18;987,18;987,18;312,06;312,06;312,06;924,91;924,91;924,91;;;;;
01.09.2021;00 - 01;502,52;280,26;280,26;280,26;946,23;280,26;969,45;969,45;941,32;941,32;941,32;280,26;280,26;280,26;946,23;946,23;946,23;;;;;
01.09.2021;01 - 02;492,09;261,54;261,54;261,54;909,3;261,54;950,32;950,32;922,81;922,81;922,81;261,54;261,54;261,54;909,3;909,3;909,3;;;;;
01.09.2021;02 - 03;485,13;274,02;274,02;274,02;893,45;274,02;932,93;932,93;905,83;905,83;905,83;274,02;274,02;274,02;893,45;893,45;893,45;;;;;
01.09.2021;03 - 04;480,02;285,27;285,27;285,27;888,64;285,27;921,48;921,48;894,68;894,68;894,68;285,27;285,27;285,27;888,64;888,64;888,64;;;;;
01.09.2021;04 - 05;511,42;316,16;316,16;316,16;904,5;316,16;952,47;952,47;936,82;936,82;936,82;316,16;316,16;316,16;904,5;904,5;904,5;;;;;
01.09.2021;05 - 06;664,85;397,58;397,58;397,58;957,17;397,58;1028,36;1028,36;1007,09;1007,09;1007,09;397,58;397,58;397,58;957,17;957,17;957,17;;;;;
01.09.2021;06 - 07;834,84;432,05;432,05;920,25;1214,11;920,25;1214,11;1214,11;1152,02;1152,02;1152,02;432,05;432,05;432,05;1214,11;1214,11;1214,11;;;;;
01.09.2021;07 - 08;915,65;463,14;463,14;1226,49;1385,33;1226,49;1385,33;1385,33;1225,57;1225,57;1225,57;463,14;463,14;463,14;1385,33;1385,33;1385,33;;;;;
01.09.2021;08 - 09;919,74;465,8;465,8;1439,34;1439,34;1439,34;1439,34;1439,34;1357,62;1357,62;1357,62;465,8;465,8;465,8;1439,34;1439,34;1439,34;;;;;
01.09.2021;09 - 10;914,01;464,68;464,68;1329,69;1329,69;1329,69;1329,69;1329,69;1283,87;1283,87;1283,87;464,68;464,68;464,68;1329,69;1329,69;1329,69;;;;;
01.09.2021;10 - 11;878,72;460,28;460,28;1196,62;1196,62;1176,68;1196,62;1196,62;1161,95;1161,95;1161,95;460,28;460,28;460,28;1196,62;1196,62;1196,62;;;;;
01.09.2021;11 - 12;847,53;456,8;456,8;1122,57;1122,57;1122,57;1122,57;1122,57;1090,04;1090,04;1090,04;456,8;456,8;456,8;1122,57;1122,57;1122,57;;;;;
01.09.2021;12 - 13;807,43;436,24;436,24;1062,53;1062,53;974,56;1062,53;1062,53;1031,74;1031,74;1031,74;436,24;436,24;436,24;1062,53;1062,53;1062,53;;;;;
01.09.2021;13 - 14;772,65;443,3;443,3;973,33;1002,38;937,74;1002,38;1002,38;973,33;973,33;973,33;443,3;443,3;443,3;1002,38;1002,38;1002,38;;;;;
01.09.2021;14 - 15;756,9;437,16;437,16;943,37;971,49;767,44;971,49;971,49;943,37;943,37;943,37;437,16;437,16;437,16;971,49;971,49;971,49;;;;;
01.09.2021;15 - 16;749,95;434,91;434,91;948,99;972,31;723,05;972,31;972,31;948,99;948,99;948,99;434,91;434,91;434,91;972,31;972,31;972,31;;;;;
01.09.2021;16 - 17;762,02;411,08;411,08;998,39;998,39;863,38;998,39;998,39;998,39;998,39;998,39;411,08;411,08;411,08;998,39;998,39;998,39;;;;;
01.09.2021;17 - 18;807,63;405,35;405,35;1119,4;1187,72;834,43;1187,72;1187,72;1119,4;1119,4;1119,4;405,35;405,35;405,35;1187,72;1187,72;1187,72;;;;;
01.09.2021;18 - 19;847,32;418,34;418,34;1290,11;1339,92;920,25;1339,92;1339,92;1290,11;1290,11;1290,11;418,34;418,34;418,34;1339,92;1339,92;1339,92;;;;;
01.09.2021;19 - 20;835,05;427,75;427,75;1175,55;1492,43;920,04;1492,43;1492,43;1175,55;1175,55;1175,55;427,75;427,75;427,75;1492,43;1492,43;1492,43;;;;;
01.09.2021;20 - 21;822,36;459,15;459,15;1166,65;1482,4;710,06;1482,4;1482,4;1166,65;1166,65;1166,65;459,15;459,15;459,15;1482,4;1482,4;1482,4;;;;;
01.09.2021;21 - 22;821,55;462,53;462,53;807,74;1286,32;716,29;1286,32;1286,32;1166,24;1166,24;1166,24;462,53;462,53;462,53;1286,32;1286,32;1286,32;;;;;
01.09.2021;22 - 23;767,64;459,66;459,66;459,66;1170,03;459,66;1170,03;1170,03;1131,67;1131,67;1131,67;459,66;459,66;459,66;1170,03;1170,03;1170,03;;;;;
01.09.2021;23 - 00;678,96;397,68;397,68;397,68;964,74;397,68;1050,76;1050,76;1020,28;1020,28;1020,28;397,68;397,68;397,68;964,74;964,74;964,74;;;;;
02.09.2021;00 - 01;584,13;430,52;430,52;430,52;996,56;430,52;1011,15;1011,15;997,08;997,08;997,08;430,52;430,52;430,52;996,56;996,56;996,56;;;;;
02.09.2021;01 - 02;577,65;447,06;447,06;447,06;973,75;447,06;995,02;995,02;966,15;966,15;966,15;447,06;447,06;447,06;973,75;973,75;973,75;;;;;
02.09.2021;02 - 03;552,48;453,84;453,84;453,84;964,61;453,84;978,68;978,68;950,33;950,33;950,33;453,84;453,84;453,84;964,61;964,61;964,61;;;;;
02.09.2021;03 - 04;613,21;458,47;458,47;458,47;947,86;458,47;983,41;983,41;954,95;954,95;954,95;458,47;458,47;458,47;947,86;947,86;947,86;;;;;
02.09.2021;04 - 05;668,38;462,37;462,37;462,37;943,54;462,37;992,97;992,97;964,2;964,2;964,2;462,37;462,37;462,37;943,54;943,54;943,54;;;;;
02.09.2021;05 - 06;799,49;488,37;488,37;488,37;1013,31;488,37;1078,97;1078,97;1047,63;1047,63;1047,63;488,37;488,37;488,37;1013,31;1013,31;1013,31;;;;;
02.09.2021;06 - 07;900,59;514,36;514,36;924,02;1324,85;924,02;1324,85;1324,85;1062,84;1062,84;1062,84;514,36;514,36;514,36;1324,85;1324,85;1324,85;;;;;
02.09.2021;07 - 08;939,23;516,93;516,93;1541,24;1541,24;1182,44;1541,24;1541,24;1108,25;1108,25;1108,25;516,93;516,93;516,93;1541,24;1541,24;1541,24;;;;;
02.09.2021;08 - 09;944,37;517,96;517,96;1504,04;1504,04;1504,04;1504,04;1504,04;1197,23;1197,23;1197,23;517,96;517,96;517,96;1504,04;1504,04;1504,04;;;;;
02.09.2021;09 - 10;958,44;521,14;521,14;1343,96;1343,96;1343,96;1343,96;1343,96;1215,32;1215,32;1215,32;521,14;521,14;521,14;1343,96;1343,96;1343,96;;;;;
02.09.2021;10 - 11;925,46;511,28;511,28;1221,89;1221,89;1221,89;1221,89;1221,89;1133,84;1133,84;1133,84;511,28;511,28;511,28;1221,89;1221,89;1221,89;;;;;
02.09.2021;11 - 12;897,1;494,84;494,84;1161,06;1161,06;1161,06;1161,06;1161,06;1041,46;1041,46;1041,46;494,84;494,84;494,84;1161,06;1161,06;1161,06;;;;;
02.09.2021;12 - 13;832,68;483,13;483,13;994,51;1108,05;994,51;1108,05;1108,05;994,51;994,51;994,51;483,13;483,13;483,13;1108,05;1108,05;1108,05;;;;;
02.09.2021;13 - 14;822,3;480,97;480,97;995,74;1037,66;995,74;1037,66;1037,66;995,74;995,74;995,74;480,97;480,97;480,97;1037,66;1037,66;1037,66;;;;;
02.09.2021;14 - 15;814,49;479,32;479,32;975,4;1006,63;975,4;1006,63;1006,63;975,4;975,4;975,4;479,32;479,32;479,32;1006,63;1006,63;1006,63;;;;;
02.09.2021;15 - 16;793,12;477,68;477,68;945,09;1079,38;945,09;1079,38;1079,38;963,58;963,58;963,58;477,68;477,68;477,68;1079,38;1079,38;1079,38;;;;;
02.09.2021;16 - 17;757,47;474,39;474,39;874,39;1155,31;874,39;1155,31;1155,31;958,13;958,13;958,13;474,39;474,39;474,39;1155,31;1155,31;1155,31;;;;;
02.09.2021;17 - 18;813,36;462,17;462,17;948,27;1260,32;948,27;1260,32;1260,32;1006,12;1006,12;1006,12;462,17;462,17;462,17;1260,32;1260,32;1260,32;;;;;
02.09.2021;18 - 19;828,67;461,55;461,55;963,48;1417,94;963,48;1417,94;1417,94;1029,65;1029,65;1029,65;461,55;461,55;461,55;1417,94;1417,94;1417,94;;;;;
02.09.2021;19 - 20;823,02;460,83;460,83;903,68;1628,67;903,68;1628,67;1628,67;1043,11;1043,11;1043,11;460,83;460,83;460,83;1628,67;1628,67;1628,67;;;;;
02.09.2021;20 - 21;820,45;459,9;459,9;872,96;1591,99;872,96;1591,99;1591,99;1036,74;1036,74;1036,74;459,9;459,9;459,9;1375,6;1375,6;1591,99;;;;;
02.09.2021;21 - 22;813,05;459,49;459,49;790,04;1340,16;790,04;1340,16;1340,16;1090,37;1090,37;1090,37;459,49;459,49;459,49;898,75;898,75;1340,16;;;;;
02.09.2021;22 - 23;700,23;457,34;457,34;457,34;1190,35;457,34;1190,35;1190,35;1057,29;1057,29;1057,29;457,34;457,34;457,34;898,54;898,54;1190,35;;;;;
02.09.2021;23 - 00;549,91;412,02;412,02;412,02;971,08;412,02;971,08;971,08;985,05;985,05;985,05;412,02;412,02;412,02;971,08;971,08;971,08;;;;;
03.09.2021;00 - 01;517,43;306,69;306,69;306,69;939,73;306,69;1039,8;939,73;1009,63;1009,63;1009,63;306,69;306,69;306,69;887,43;887,43;939,73;;;;;
03.09.2021;01 - 02;506,41;306,59;306,59;306,59;912,14;306,59;994,81;912,14;965,88;965,88;965,88;306,59;306,59;306,59;886,91;886,91;912,14;;;;;
03.09.2021;02 - 03;502,5;307,51;307,51;307,51;906,78;307,51;984,2;906,78;955,68;955,68;955,68;307,51;307,51;307,51;886,5;886,5;906,78;;;;;
03.09.2021;03 - 04;484,48;327,28;327,28;327,28;912,14;327,28;942,3;912,14;914,92;914,92;914,92;327,28;327,28;327,28;843,98;843,98;912,14;;;;;
03.09.2021;04 - 05;497,04;403,26;403,26;403,26;912,14;403,26;935,71;912,14;938,49;938,49;938,49;403,26;403,26;403,26;887,22;887,22;912,14;;;;;
03.09.2021;05 - 06;542,34;454,32;454,32;454,32;940,86;454,32;986,26;940,86;975,35;975,35;975,35;454,32;454,32;454,32;940,86;940,86;940,86;;;;;
03.09.2021;06 - 07;695,32;464,3;464,3;709,33;1260,73;709,33;1260,73;1260,73;1000,98;1000,98;1000,98;464,3;464,3;464,3;1260,73;1260,73;1260,73;;;;;
03.09.2021;07 - 08;834,2;488,29;488,29;902,87;1400,12;902,87;1400,12;1400,12;979,78;979,78;979,78;488,29;488,29;488,29;1400,12;1400,12;1400,12;;;;;
03.09.2021;08 - 09;869,21;493,95;493,95;993,36;1386,74;993,36;1386,74;1386,74;993,36;993,36;993,36;493,95;493,95;493,95;1386,74;1386,74;1386,74;;;;;
03.09.2021;09 - 10;873,22;493,13;493,13;1002,94;1267,62;954,24;1267,62;1267,62;1002,94;1002,94;1002,94;493,13;493,13;493,13;1267,62;1267,62;1267,62;;;;;
03.09.2021;10 - 11;861,9;492,62;492,62;999,54;1122,46;905,14;1122,46;1122,46;999,54;999,54;999,54;492,62;492,62;492,62;1122,46;1122,46;1122,46;;;;;
03.09.2021;11 - 12;834,62;490,14;490,14;972,05;1019,41;875,69;1019,41;1019,41;972,05;972,05;972,05;490,14;490,14;490,14;1019,41;1019,41;1019,41;;;;;
03.09.2021;12 - 13;734,86;476,76;476,76;922,64;922,64;856,85;922,64;922,64;955,07;955,07;955,07;476,76;476,76;476,76;922,64;922,64;922,64;;;;;
03.09.2021;13 - 14;690,28;474,39;474,39;874,15;910,9;845,01;910,9;910,9;940,14;940,14;940,14;474,39;474,39;474,39;910,9;910,9;910,9;;;;;
03.09.2021;14 - 15;679,47;473,47;473,47;854,28;909,98;709,94;909,98;909,98;947,04;947,04;947,04;473,47;473,47;473,47;909,98;909,98;909,98;;;;;
03.09.2021;15 - 16;680,71;463,17;463,17;812,79;925,73;730,95;925,73;925,73;951,88;951,88;951,88;463,17;463,17;463,17;925,73;925,73;925,73;;;;;
03.09.2021;16 - 17;774,08;465,75;465,75;873,12;950,43;853,04;950,43;950,43;971,44;971,44;971,44;465,75;465,75;465,75;950,43;950,43;950,43;;;;;
03.09.2021;17 - 18;850,06;478;478;950,54;1225,21;852,73;1225,21;1225,21;985,13;985,13;985,13;478;478;478;1225,21;1225,21;1225,21;;;;;
03.09.2021;18 - 19;868,38;492,51;492,51;986,06;1354,51;926,96;1354,51;1354,51;986,06;986,06;986,06;492,51;492,51;492,51;1354,51;1354,51;1354,51;;;;;
03.09.2021;19 - 20;869,21;497,35;497,35;982,45;1481,76;982,45;1481,76;1481,76;982,45;982,45;982,45;497,35;497,35;497,35;1481,76;1481,76;1481,76;;;;;
03.09.2021;20 - 21;845,53;497,87;497,87;979,05;1476,1;761,32;1476,1;1476,1;979,05;979,05;979,05;497,87;497,87;497,87;1476,1;1476,1;1476,1;;;;;
03.09.2021;21 - 22;840,17;497,15;497,15;935,82;1337,73;736,81;1337,73;1337,73;979,57;979,57;979,57;497,15;497,15;497,15;1337,73;1337,73;1337,73;;;;;
03.09.2021;22 - 23;786,54;495,5;495,5;542,24;1245,28;542,24;1245,28;1245,28;978,64;978,64;978,64;495,5;495,5;495,5;1245,28;1245,28;1245,28;;;;;
03.09.2021;23 - 00;710,25;475,53;475,53;475,53;1013,44;475,53;1213,37;1213,37;982,86;982,86;982,86;475,53;475,53;475,53;1013,44;1013,44;1013,44;;;;;
04.09.2021;00 - 01;772,2;476,65;476,65;476,65;1144,48;476,65;1172,63;1172,63;996,76;996,76;996,76;476,65;476,65;476,65;1144,48;1144,48;1144,48;;;;;
04.09.2021;01 - 02;741,48;470,9;470,9;470,9;1020,7;470,9;1088,7;1088,7;989,47;989,47;989,47;470,9;470,9;470,9;1020,7;1020,7;1020,7;;;;;
04.09.2021;02 - 03;709,64;470,8;470,8;470,8;1000,25;470,8;1007,24;1007,24;978,06;978,06;978,06;470,8;470,8;470,8;1000,25;1000,25;1000,25;;;;;
04.09.2021;03 - 04;637,83;472,13;472,13;472,13;980,84;472,13;983,2;983,2;954,74;954,74;954,74;472,13;472,13;472,13;980,84;980,84;980,84;;;;;
04.09.2021;04 - 05;637,93;473,88;473,88;473,88;967,69;473,88;982,69;982,69;954,13;954,13;954,13;473,88;473,88;473,88;967,69;967,69;967,69;;;;;
04.09.2021;05 - 06;682,52;471;471;471;986,9;471;988,23;988,23;969,02;969,02;969,02;471;471;471;986,9;986,9;986,9;;;;;
04.09.2021;06 - 07;790,18;486,52;486,52;486,52;1066,31;486,52;1066,31;1066,31;984,33;984,33;984,33;486,52;486,52;486,52;1066,31;1066,31;1066,31;;;;;
04.09.2021;07 - 08;828,9;495,66;495,66;495,66;1242,79;495,66;1242,79;1242,79;998,3;998,3;998,3;495,66;495,66;495,66;1242,79;1242,79;1242,79;;;;;
04.09.2021;08 - 09;883,04;506,65;506,65;674,09;1253,27;674,09;1253,27;1253,27;1057,57;1057,57;1057,57;506,65;506,65;506,65;1253,27;1253,27;1253,27;;;;;
04.09.2021;09 - 10;908,62;509,32;509,32;871,64;1191,53;771,99;1191,53;1191,53;1052,85;1052,85;1052,85;509,32;509,32;509,32;1191,53;1191,53;1191,53;;;;;
04.09.2021;10 - 11;882,42;510,14;510,14;899,58;982,69;770,14;982,69;982,69;981,04;981,04;981,04;510,14;510,14;510,14;982,69;982,69;982,69;;;;;
04.09.2021;11 - 12;854,28;509,12;509,12;919,1;919,1;759,87;919,1;919,1;969,74;969,74;969,74;509,12;509,12;509,12;919,1;919,1;919,1;;;;;
04.09.2021;12 - 13;821,41;507,37;507,37;882,73;919,51;732,14;919,51;919,51;946,94;946,94;946,94;507,37;507,37;507,37;919,51;919,51;919,51;;;;;
04.09.2021;13 - 14;735,83;507,78;507,78;871,74;894,34;694,33;894,34;894,34;921,05;921,05;921,05;507,78;507,78;507,78;894,34;894,34;894,34;;;;;
04.09.2021;14 - 15;732,65;510,55;510,55;859,52;864,55;706,56;864,55;864,55;918,58;918,58;918,58;510,55;510,55;510,55;864,55;864,55;864,55;;;;;
04.09.2021;15 - 16;821,51;514,56;514,56;852,12;888,18;735,32;888,18;888,18;945,91;945,91;945,91;514,56;514,56;514,56;888,18;888,18;888,18;;;;;
04.09.2021;16 - 17;857,87;523,19;523,19;872,67;917,04;743,23;917,04;917,04;969,74;969,74;969,74;523,19;523,19;523,19;917,04;917,04;917,04;;;;;
04.09.2021;17 - 18;911,5;540,34;540,34;981,97;1104,73;797,26;1104,73;1104,73;981,97;981,97;981,97;540,34;540,34;540,34;1104,73;1104,73;1104,73;;;;;
04.09.2021;18 - 19;953,41;531,2;531,2;1108,73;1308,02;875,23;1308,02;1308,02;1108,73;1108,73;1108,73;531,2;531,2;531,2;1308,02;1308,02;1308,02;;;;;
04.09.2021;19 - 20;958,96;536,13;536,13;1128,66;1464,37;891,67;1464,37;1464,37;1128,66;1128,66;1128,66;536,13;536,13;536,13;1464,37;1464,37;1464,37;;;;;
04.09.2021;20 - 21;954,54;540,55;540,55;1115,72;1462,83;830,45;1462,83;1462,83;1115,72;1115,72;1115,72;540,55;540,55;540,55;1462,83;1462,83;1462,83;;;;;
04.09.2021;21 - 22;949,81;533,87;533,87;1079,97;1314,08;892,49;1314,08;1314,08;1079,97;1079,97;1079,97;533,87;533,87;533,87;1314,08;1314,08;1314,08;;;;;
04.09.2021;22 - 23;939,54;525,76;525,76;872,15;1253,27;872,15;1261,59;1261,59;1018,64;1018,64;1018,64;525,76;525,76;525,76;1253,27;1253,27;1253,27;;;;;
04.09.2021;23 - 00;918,38;528,32;528,32;728,23;1014,12;728,23;1072,06;1072,06;997,38;997,38;997,38;528,32;528,32;528,32;1014,12;1014,12;1014,12;;;;;
05.09.2021;00 - 01;919,59;526,29;526,29;693,66;984,13;693,66;1124,12;1124,12;1090,26;1090,26;1090,26;526,29;526,29;526,29;984,13;984,13;984,13;;;;;
05.09.2021;01 - 02;871,01;526,19;526,19;526,19;933,39;526,19;1028,08;1028,08;977,65;977,65;977,65;526,19;526,19;526,19;933,39;933,39;933,39;;;;;
05.09.2021;02 - 03;783,21;523,41;523,41;523,41;935,24;523,41;981,46;981,46;958,61;958,61;958,61;523,41;523,41;523,41;935,24;935,24;935,24;;;;;
05.09.2021;03 - 04;720,73;523,1;523,1;523,1;929,68;523,1;952,53;952,53;939,87;939,87;939,87;523,1;523,1;523,1;929,68;929,68;929,68;;;;;
05.09.2021;04 - 05;712,19;522,69;522,69;522,69;935,24;522,69;947,39;947,39;935,65;935,65;935,65;522,69;522,69;522,69;935,24;935,24;935,24;;;;;
05.09.2021;05 - 06;716,51;518,78;518,78;518,78;929,78;518,78;952,74;952,74;938,33;938,33;938,33;518,78;518,78;518,78;929,78;929,78;929,78;;;;;
