Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 19-10-2021;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;AT;BE;DE-LU;FR;NL
01.01.2021;00 - 01;258,4;260,59;260,59;260,59;260,59;260,59;531,31;531,31;260,59;260,59;260,59;248,27;248,27;194,79;260,59;260,59;260,59;;;;;
01.01.2021;01 - 02;253,59;254,32;254,32;254,32;254,32;254,32;503,32;503,32;254,32;254,32;254,32;239,49;239,49;194,37;254,32;254,32;254,32;;;;;
01.01.2021;02 - 03;249,62;250,46;250,46;250,46;250,46;250,46;466,66;466,66;250,46;250,46;250,46;247,33;247,33;193,95;250,46;250,46;250,46;;;;;
01.01.2021;03 - 04;246,59;247,74;247,74;247,74;247,74;247,74;448,28;448,28;247,74;247,74;247,74;246,8;246,8;193,95;247,74;247,74;247,74;;;;;
01.01.2021;04 - 05;247,12;247,85;247,85;247,85;247,85;247,85;421,85;421,85;247,85;247,85;247,85;247,64;247,64;194,16;247,85;247,85;247,85;;;;;
01.01.2021;05 - 06;251,29;251,29;251,29;251,29;251,29;251,29;419,87;419,87;251,29;251,29;251,29;249,52;249,52;195;251,29;251,29;251,29;;;;;
01.01.2021;06 - 07;255,16;255,26;255,26;255,26;255,26;255,26;413,92;413,92;255,26;255,26;255,26;254,43;254,43;195,42;255,26;255,26;255,26;;;;;
01.01.2021;07 - 08;260,07;260,38;260,38;260,38;260,38;260,38;418,72;418,72;260,38;260,38;260,38;260,38;260,38;193,43;260,38;260,38;260,38;;;;;
01.01.2021;08 - 09;260,17;260,07;260,07;260,07;260,07;260,07;431,04;431,04;260,07;260,07;260,07;260,07;260,07;194,48;260,07;260,07;260,07;;;;;
01.01.2021;09 - 10;263,72;261,84;261,84;261,84;261,84;261,84;468,75;468,75;261,84;261,84;261,84;261,84;261,84;196,36;261,84;261,84;261,84;;;;;
01.01.2021;10 - 11;270,72;267,69;267,69;267,69;313,54;267,69;470;470;267,69;267,69;267,69;267,69;267,69;197,82;313,54;313,54;313,54;;;;;
01.01.2021;11 - 12;275,73;270,72;270,72;270,72;387,91;270,72;492,98;492,98;270,72;270,72;270,72;270,72;270,72;198,45;387,91;387,91;387,91;;;;;
01.01.2021;12 - 13;282;272,91;272,91;272,91;407,86;272,91;530,37;530,37;272,91;272,91;272,91;272,91;272,91;238,97;407,86;407,86;407,86;;;;;
01.01.2021;13 - 14;285,13;277,51;277,51;277,51;423,94;277,51;475,12;475,12;277,51;277,51;277,51;277,51;277,51;277,51;423,94;423,94;423,94;;;;;
01.01.2021;14 - 15;293,07;285,13;285,13;285,13;426,03;285,13;467,18;467,18;285,13;285,13;285,13;285,13;285,13;285,13;426,03;426,03;426,03;;;;;
01.01.2021;15 - 16;307,49;298,82;298,82;298,82;474,91;298,82;486,61;486,61;298,82;298,82;298,82;298,82;298,82;298,82;474,91;474,91;474,91;;;;;
01.01.2021;16 - 17;358,66;315,95;315,95;315,95;540,19;315,95;553,45;553,45;306,55;306,55;306,55;315,95;315,95;315,95;540,19;540,19;540,19;;;;;
01.01.2021;17 - 18;415,9;315,32;315,32;315,32;578,52;315,32;629,39;629,39;306,02;306,02;306,02;315,32;315,32;315,32;578,52;578,52;578,52;;;;;
01.01.2021;18 - 19;361,17;301,01;301,01;301,01;553,66;301,01;633,04;633,04;301,01;301,01;301,01;301,01;301,01;301,01;553,66;553,66;553,66;;;;;
01.01.2021;19 - 20;318,98;295,06;295,06;295,06;582,18;295,06;630,43;630,43;295,06;295,06;295,06;295,06;295,06;295,06;582,18;582,18;582,18;;;;;
01.01.2021;20 - 21;299,76;285,34;285,34;285,34;573,82;285,34;599,51;599,51;285,34;285,34;285,34;285,34;285,34;285,34;573,82;573,82;573,82;;;;;
01.01.2021;21 - 22;295,47;281,79;281,79;281,79;530,79;295,06;562,54;562,54;281,79;281,79;281,79;261,01;261,01;261,01;530,79;530,79;530,79;;;;;
01.01.2021;22 - 23;282,21;276,15;276,15;276,15;472,3;282,11;558,26;558,26;276,15;276,15;276,15;239,39;239,39;239,39;472,3;472,3;472,3;;;;;
01.01.2021;23 - 00;268,53;267,8;267,8;267,8;267,8;267,8;519,3;519,3;267,8;267,8;267,8;227,79;227,79;227,79;267,8;267,8;267,8;;;;;
02.01.2021;00 - 01;266,65;267,27;267,27;267,27;267,27;267,27;487,65;487,65;267,27;267,27;267,27;230,09;230,09;203,15;267,27;267,27;267,27;;;;;
02.01.2021;01 - 02;259,44;260,17;260,17;260,17;260,17;260,17;443,16;443,16;260,17;260,17;260,17;230,72;230,72;202,62;260,17;260,17;260,17;;;;;
02.01.2021;02 - 03;257,67;258,4;258,4;258,4;258,4;258,4;429,16;429,16;258,4;258,4;258,4;229,78;229,78;202,31;258,4;258,4;258,4;;;;;
02.01.2021;03 - 04;257,14;257,56;257,56;257,56;257,56;257,56;417,78;417,78;257,56;257,56;257,56;230,09;230,09;202,94;257,56;257,56;257,56;;;;;
02.01.2021;04 - 05;257,87;258,19;258,19;258,19;258,19;258,19;392,19;392,19;258,19;258,19;258,19;230,72;230,72;203,35;258,19;258,19;258,19;;;;;
02.01.2021;05 - 06;260,28;260,28;260,28;260,28;260,28;260,28;407,34;407,34;260,28;260,28;260,28;246,07;246,07;203,67;260,28;260,28;260,28;;;;;
02.01.2021;06 - 07;268,42;267,59;267,59;267,59;313,86;267,59;439,61;439,61;267,59;267,59;267,59;254,95;254,95;203,67;313,86;313,86;313,86;;;;;
02.01.2021;07 - 08;276,47;273,54;273,54;273,54;273,54;273,54;469,58;469,58;273,54;273,54;273,54;268,84;268,84;209,41;273,54;273,54;273,54;;;;;
02.01.2021;08 - 09;286,81;292,65;292,65;292,65;452,25;292,65;506,04;506,04;278,87;278,87;278,87;270,2;270,2;217,04;452,25;452,25;452,25;;;;;
02.01.2021;09 - 10;292,97;288,79;288,79;288,79;499,77;288,79;543,11;543,11;280,85;280,85;280,85;280,85;280,85;237,19;499,77;499,77;499,77;;;;;
02.01.2021;10 - 11;301,43;301,11;301,11;301,11;530,06;301,11;543,11;543,11;289,31;289,31;289,31;289,31;289,31;272,5;530,06;530,06;530,06;;;;;
02.01.2021;11 - 12;303,2;310,83;310,83;310,83;531,63;310,83;544,68;544,68;293,39;293,39;293,39;310,83;310,83;310,83;531,63;531,63;531,63;;;;;
02.01.2021;12 - 13;301,95;298,92;298,92;298,92;561,39;298,92;584,37;584,37;290,77;290,77;290,77;298,92;298,92;298,92;561,39;561,39;561,39;;;;;
02.01.2021;13 - 14;301,32;299,97;299,97;299,97;530,06;299,97;543,11;543,11;290,77;290,77;290,77;299,97;299,97;299,97;530,06;530,06;530,06;;;;;
02.01.2021;14 - 15;305,92;301,74;301,74;301,74;516,79;383,63;529,43;529,43;291,51;291,51;291,51;301,74;301,74;301,74;516,79;516,79;516,79;;;;;
02.01.2021;15 - 16;318,77;415,06;415,06;415,06;544,79;480,97;558,26;558,26;293,28;293,28;293,28;415,06;415,06;371,2;544,79;544,79;544,79;;;;;
02.01.2021;16 - 17;459,24;614,97;614,97;614,97;614,97;614,97;626,57;626,57;301,32;301,32;301,32;614,97;614,97;365,66;614,97;614,97;614,97;;;;;
02.01.2021;17 - 18;507,18;632;632;632;632;632;647,56;647,56;302,16;302,16;302,16;632;632;335,16;632;632;632;;;;;
02.01.2021;18 - 19;499,66;625;625;625;642,96;625;658,84;658,84;297,98;297,98;297,98;625;625;330,15;642,96;642,96;642,96;;;;;
02.01.2021;19 - 20;380,7;312,71;312,71;312,71;586,67;419,35;649,33;649,33;297,77;297,77;297,77;312,71;312,71;246,18;586,67;586,67;586,67;;;;;
02.01.2021;20 - 21;299,23;285,97;285,97;285,97;574,55;285,97;626,98;626,98;285,97;285,97;285,97;285,97;285,97;224,66;574,55;574,55;574,55;;;;;
02.01.2021;21 - 22;296;281,58;281,58;281,58;549,38;325,35;574,76;574,76;281,58;281,58;281,58;281,58;281,58;217,14;549,38;549,38;549,38;;;;;
02.01.2021;22 - 23;287,22;280,43;280,43;280,43;492,25;291,51;545,73;545,73;280,43;280,43;280,43;280,43;280,43;216,2;492,25;492,25;492,25;;;;;
02.01.2021;23 - 00;271,14;270,93;270,93;270,93;413,18;270,93;506,04;506,04;270,93;270,93;270,93;270,93;270,93;207,53;413,18;413,18;413,18;;;;;
03.01.2021;00 - 01;266,44;263,93;263,93;263,93;263,93;263,93;481,6;481,6;263,93;263,93;263,93;263,93;263,93;239,07;263,93;263,93;263,93;;;;;
03.01.2021;01 - 02;258,4;256,83;256,83;256,83;256,83;256,83;434,39;434,39;256,83;256,83;256,83;256,83;256,83;226,44;256,83;256,83;256,83;;;;;
03.01.2021;02 - 03;250,88;249,21;249,21;249,21;249,21;249,21;388,64;388,64;249,21;249,21;249,21;249,21;249,21;211,81;249,21;249,21;249,21;;;;;
03.01.2021;03 - 04;248,27;246,18;246,18;246,18;246,18;246,18;367,44;367,44;246,18;246,18;246,18;246,18;246,18;208,68;246,18;246,18;246,18;;;;;
03.01.2021;04 - 05;245,55;245,34;245,34;245,34;245,34;245,34;257,46;257,46;245,34;245,34;245,34;245,34;245,34;208,58;245,34;245,34;245,34;;;;;
03.01.2021;05 - 06;248,68;249,1;249,1;249,1;249,1;249,1;249,1;249,1;249,1;249,1;249,1;249,1;249,1;208,79;249,1;249,1;249,1;;;;;
03.01.2021;06 - 07;250,56;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;208,05;251,19;251,19;251,19;;;;;
03.01.2021;07 - 08;258,61;259,02;259,02;259,02;259,02;259,02;259,02;259,02;259,02;259,02;259,02;259,02;259,02;207,95;259,02;259,02;259,02;;;;;
03.01.2021;08 - 09;260,69;260,8;260,8;260,8;260,8;260,8;260,8;260,8;260,8;260,8;260,8;260,8;260,8;208,05;260,8;260,8;260,8;;;;;
03.01.2021;09 - 10;267,48;267,9;267,9;267,9;267,9;267,9;267,9;267,9;267,9;267,9;267,9;267,9;267,9;218,29;267,9;267,9;267,9;;;;;
03.01.2021;10 - 11;271,24;271,56;271,56;271,56;271,56;271,56;271,56;271,56;271,56;271,56;271,56;271,56;271,56;251,29;382,69;382,69;382,69;;;;;
03.01.2021;11 - 12;271,87;272,29;272,29;272,29;280,85;272,29;272,29;280,85;272,29;272,29;272,29;272,29;272,29;260,9;383,63;383,63;383,63;;;;;
03.01.2021;12 - 13;269,99;270,2;270,2;270,2;270,2;270,2;270,2;270,2;270,2;270,2;270,2;270,2;270,2;262,16;384,67;384,67;384,67;;;;;
03.01.2021;13 - 14;269,68;269,78;269,78;269,78;269,78;269,78;269,78;269,78;269,78;269,78;269,78;269,78;269,78;262,89;379,24;379,24;379,24;;;;;
03.01.2021;14 - 15;271,56;271,77;271,77;271,77;271,77;271,77;271,77;271,77;271,77;271,77;271,77;271,77;271,77;263,93;371,3;371,3;371,3;;;;;
03.01.2021;15 - 16;276,88;276,78;276,78;276,78;276,78;276,78;276,78;276,78;276,78;276,78;276,78;276,78;276,78;263,62;383,94;383,94;383,94;;;;;
03.01.2021;16 - 17;293,8;292,97;292,97;292,97;347,49;292,97;292,97;347,49;292,97;292,97;292,97;292,97;292,97;258,5;452,56;452,56;452,56;;;;;
03.01.2021;17 - 18;298,92;297,98;297,98;297,98;459,14;297,98;297,98;459,14;297,98;297,98;297,98;297,98;297,98;223,09;464,26;464,26;464,26;;;;;
03.01.2021;18 - 19;294,22;294,22;294,22;294,22;452,77;294,22;294,22;452,77;294,22;294,22;294,22;294,22;294,22;244,09;452,77;452,77;452,77;;;;;
03.01.2021;19 - 20;289,21;291,61;291,61;291,61;291,61;291,61;291,61;291,61;291,61;291,61;291,61;291,61;291,61;230,2;443,37;443,37;443,37;;;;;
03.01.2021;20 - 21;283,88;287,85;287,85;287,85;287,85;287,85;287,85;287,85;287,85;287,85;287,85;287,85;287,85;220,38;385,92;385,92;385,92;;;;;
03.01.2021;21 - 22;281,48;282,42;282,42;282,42;282,42;293,7;282,42;282,42;282,42;282,42;282,42;282,42;282,42;208,47;363,36;363,36;363,36;;;;;
03.01.2021;22 - 23;271,45;273,44;273,44;273,44;273,44;273,44;273,44;273,44;273,44;273,44;273,44;273,44;273,44;208,16;273,44;273,44;273,44;;;;;
03.01.2021;23 - 00;259,55;260,28;260,28;260,28;260,28;260,28;260,28;260,28;260,28;260,28;260,28;260,28;260,28;206,07;260,28;260,28;260,28;;;;;
04.01.2021;00 - 01;256,31;257,56;257,56;257,56;257,56;257,56;257,56;257,56;257,56;257,56;257,56;257,56;257,56;205,55;257,56;257,56;257,56;;;;;
04.01.2021;01 - 02;247,74;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;251,19;202,73;251,19;251,19;251,19;;;;;
04.01.2021;02 - 03;245,03;249,41;249,41;249,41;249,41;249,41;249,41;249,41;249,41;249,41;249,41;249,41;249,41;200,74;249,41;249,41;249,41;;;;;
04.01.2021;03 - 04;246,07;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;199,39;250,98;250,98;250,98;;;;;
04.01.2021;04 - 05;253,28;256,73;256,73;256,73;256,73;256,73;256,73;256,73;256,73;256,73;256,73;256,73;256,73;198,97;256,73;256,73;256,73;;;;;
04.01.2021;05 - 06;266,86;269,89;269,89;269,89;269,89;269,89;269,89;269,89;269,89;269,89;269,89;269,89;269,89;199,49;269,89;269,89;269,89;;;;;
04.01.2021;06 - 07;286,81;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;200,53;294,64;294,64;294,64;;;;;
04.01.2021;07 - 08;326,08;322,21;322,21;322,21;519,72;519,72;322,21;519,72;322,21;322,21;322,21;322,21;322,21;206,07;519,72;519,72;519,72;;;;;
04.01.2021;08 - 09;479,92;513,87;513,87;513,87;568,39;568,39;513,87;568,39;513,87;513,87;513,87;513,87;513,87;207,85;568,39;568,39;568,39;;;;;
04.01.2021;09 - 10;507,39;522,43;522,43;522,43;581,65;529,75;522,43;581,65;522,43;522,43;522,43;522,43;522,43;208,79;581,65;581,65;581,65;;;;;
04.01.2021;10 - 11;530,16;578,63;578,63;578,63;582,8;578,63;578,63;582,8;578,63;578,63;578,63;578,63;578,63;207,85;578,63;578,63;582,8;;;;;
04.01.2021;11 - 12;532,04;590,43;590,43;590,43;608,6;590,43;590,43;608,6;590,43;590,43;590,43;590,43;590,43;208,68;590,43;590,43;608,6;;;;;
04.01.2021;12 - 13;522,33;543,85;543,85;543,85;600,77;543,85;543,85;600,77;543,85;543,85;543,85;543,85;543,85;208,37;543,85;543,85;600,77;;;;;
04.01.2021;13 - 14;523,06;590,43;590,43;590,43;590,43;590,43;590,43;590,43;590,43;590,43;590,43;590,43;590,43;207,01;590,43;590,43;590,43;;;;;
04.01.2021;14 - 15;529,75;605,68;605,68;605,68;605,68;605,68;605,68;605,68;605,68;605,68;605,68;605,68;605,68;207,95;605,68;605,68;605,68;;;;;
04.01.2021;15 - 16;530,06;606,09;606,09;606,09;606,09;606,09;606,09;606,09;601,71;601,71;601,71;606,09;606,09;208,16;606,09;606,09;606,09;;;;;
04.01.2021;16 - 17;532,04;631,89;631,89;631,89;631,89;631,89;631,89;631,89;627,4;627,4;627,4;631,89;631,89;207,22;631,89;631,89;631,89;;;;;
04.01.2021;17 - 18;605,57;681,19;681,19;681,19;681,19;681,19;681,19;681,19;681,19;681,19;681,19;681,19;681,19;206,28;681,19;681,19;681,19;;;;;
04.01.2021;18 - 19;529,64;627,19;627,19;627,19;627,19;627,19;627,19;627,19;622,39;622,39;622,39;627,19;627,19;205,76;627,19;627,19;627,19;;;;;
04.01.2021;19 - 20;514,08;561,18;561,18;561,18;561,18;561,18;561,18;561,18;433,76;433,76;433,76;561,18;561,18;205,44;561,18;561,18;561,18;;;;;
04.01.2021;20 - 21;363,16;393,55;393,55;393,55;393,55;393,55;393,55;393,55;393,55;393,55;393,55;393,55;393,55;204,61;393,55;393,55;393,55;;;;;
04.01.2021;21 - 22;344,77;363,68;363,68;363,68;402,01;402,01;363,68;402,01;363,68;363,68;363,68;363,68;363,68;203,56;402,01;402,01;402,01;;;;;
04.01.2021;22 - 23;310,93;323,26;323,26;323,26;323,26;323,26;323,26;323,26;323,26;323,26;323,26;323,26;323,26;202,73;323,26;323,26;323,26;;;;;
04.01.2021;23 - 00;278,66;285,66;285,66;285,66;285,66;285,66;285,66;285,66;285,66;285,66;285,66;285,66;285,66;201,68;285,66;285,66;285,66;;;;;
05.01.2021;00 - 01;283,75;290,23;290,23;290,23;290,23;290,23;290,23;290,23;290,23;290,23;290,23;290,23;290,23;199,85;290,23;290,23;290,23;;;;;
05.01.2021;01 - 02;280,73;286,47;286,47;286,47;286,47;286,47;286,47;286,47;286,47;286,47;286,47;286,47;286,47;199,64;286,47;286,47;286,47;;;;;
05.01.2021;02 - 03;278,12;282,61;282,61;282,61;282,61;282,61;282,61;282,61;282,61;282,61;282,61;282,61;282,61;199,54;282,61;282,61;282,61;;;;;
05.01.2021;03 - 04;278,64;283,23;283,23;283,23;283,23;283,23;283,23;283,23;283,23;283,23;283,23;283,23;283,23;199,54;283,23;283,23;283,23;;;;;
05.01.2021;04 - 05;284,17;290,02;290,02;290,02;290,02;290,02;290,02;290,02;290,02;290,02;290,02;290,02;290,02;199,85;290,02;290,02;290,02;;;;;
05.01.2021;05 - 06;301,39;311,1;311,1;311,1;311,1;311,1;311,1;311,1;311,1;311,1;311,1;311,1;311,1;200,68;311,1;311,1;311,1;;;;;
05.01.2021;06 - 07;345,33;373,4;373,4;373,4;373,4;373,4;373,4;373,4;373,4;373,4;373,4;373,4;373,4;202,67;373,4;373,4;373,4;;;;;
05.01.2021;07 - 08;522,22;559,79;559,79;559,79;559,79;559,79;559,79;559,79;486,21;486,21;486,21;559,79;559,79;205,9;559,79;559,79;559,79;;;;;
05.01.2021;08 - 09;578,68;626,16;626,16;626,16;626,16;626,16;626,16;626,16;626,16;626,16;626,16;626,16;626,16;211,02;626,16;626,16;626,16;;;;;
05.01.2021;09 - 10;582,02;627,41;627,41;627,41;627,41;627,41;627,41;627,41;627,41;627,41;627,41;627,41;627,41;211,85;627,41;627,41;627,41;;;;;
05.01.2021;10 - 11;573,15;638,47;638,47;638,47;638,47;638,47;638,47;638,47;638,47;638,47;638,47;638,47;638,47;214,36;638,47;638,47;638,47;;;;;
05.01.2021;11 - 12;577,74;651,83;651,83;651,83;651,83;651,83;651,83;651,83;651,83;651,83;651,83;651,83;651,83;214,88;651,83;651,83;651,83;;;;;
05.01.2021;12 - 13;580,24;641,61;641,61;641,61;641,61;641,61;641,61;641,61;641,61;641,61;641,61;641,61;641,61;219,68;641,61;641,61;641,61;;;;;
05.01.2021;13 - 14;586,29;650,06;650,06;650,06;650,06;650,06;650,06;650,06;650,06;650,06;650,06;650,06;650,06;219,99;650,06;650,06;650,06;;;;;
05.01.2021;14 - 15;579,93;647,45;647,45;647,45;647,45;647,45;645,88;647,45;645,88;645,88;645,88;647,45;647,45;225,21;647,45;647,45;647,45;;;;;
05.01.2021;15 - 16;591,3;652,35;652,35;652,35;652,35;652,35;652,35;652,35;652,35;652,35;652,35;652,35;652,35;223,64;652,35;652,35;652,35;;;;;
05.01.2021;16 - 17;605,5;670,62;670,62;670,62;670,62;670,62;670,62;670,62;670,62;670,62;670,62;670,62;670,62;218,95;670,62;670,62;670,62;;;;;
05.01.2021;17 - 18;605,5;684,6;684,6;684,6;684,6;684,6;684,6;684,6;678,97;678,97;678,97;684,6;684,6;212,58;684,6;684,6;684,6;;;;;
05.01.2021;18 - 19;570,85;627,52;627,52;627,52;627,52;627,52;627,52;627,52;492,68;492,68;492,68;627,52;627,52;209,87;627,52;627,52;627,52;;;;;
05.01.2021;19 - 20;557,8;570,43;570,43;570,43;570,43;570,43;570,43;570,43;467,64;467,64;467,64;570,43;570,43;209,14;570,43;570,43;570,43;;;;;
05.01.2021;20 - 21;378,83;425,58;425,58;425,58;425,58;425,58;425,58;425,58;425,58;425,58;425,58;425,58;425,58;213,1;425,58;425,58;425,58;;;;;
05.01.2021;21 - 22;386,97;413,27;413,27;413,27;413,27;413,27;413,27;413,27;413,27;413,27;413,27;413,27;413,27;209,03;413,27;413,27;413,27;;;;;
05.01.2021;22 - 23;329,15;334,58;334,58;334,58;334,58;334,58;334,58;334,58;334,58;334,58;334,58;334,58;334,58;206,22;334,58;334,58;334,58;;;;;
05.01.2021;23 - 00;300,56;304,84;304,84;304,84;304,84;304,84;304,84;304,84;304,84;304,84;304,84;304,84;304,84;202,98;304,84;304,84;304,84;;;;;
06.01.2021;00 - 01;309,14;312,39;312,39;312,39;312,39;312,39;312,39;312,39;312,39;312,39;312,39;312,39;312,39;228,72;312,39;312,39;312,39;;;;;
06.01.2021;01 - 02;298,04;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;224,21;300,76;300,76;300,76;;;;;
06.01.2021;02 - 03;289,24;294,38;294,38;294,38;294,38;294,38;294,38;294,38;294,38;294,38;294,38;294,38;294,38;212,59;294,38;294,38;294,38;;;;;
06.01.2021;03 - 04;286,84;293,01;293,01;293,01;293,01;293,01;293,01;293,01;293,01;293,01;293,01;293,01;293,01;211,85;293,01;293,01;293,01;;;;;
06.01.2021;04 - 05;289,45;294,9;294,9;294,9;294,9;294,9;294,9;294,9;294,9;294,9;294,9;294,9;294,9;219,39;294,9;294,9;294,9;;;;;
06.01.2021;05 - 06;298,67;303,7;303,7;303,7;303,7;303,7;303,7;303,7;303,7;303,7;303,7;303,7;303,7;224,74;303,7;303,7;303,7;;;;;
06.01.2021;06 - 07;315,22;321,71;321,71;321,71;321,71;321,71;321,71;321,71;321,71;321,71;321,71;321,71;321,71;299,4;321,71;321,71;321,71;;;;;
06.01.2021;07 - 08;356,37;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;249,97;372,19;372,19;372,19;;;;;
06.01.2021;08 - 09;401,93;410,3;410,3;410,3;410,3;410,3;410,3;410,3;410,3;410,3;410,3;410,3;410,3;250,6;410,3;410,3;410,3;;;;;
06.01.2021;09 - 10;415,02;438,58;438,58;438,58;438,58;438,58;438,58;438,58;438,58;438,58;438,58;438,58;438,58;250,81;438,58;438,58;438,58;;;;;
06.01.2021;10 - 11;450,94;482,46;482,46;482,46;482,46;482,46;482,46;482,46;482,46;482,46;482,46;482,46;482,46;231,54;482,46;482,46;482,46;;;;;
06.01.2021;11 - 12;454,6;474,08;474,08;474,08;474,08;474,08;474,08;474,08;474,08;474,08;474,08;474,08;474,08;231,33;474,08;474,08;474,08;;;;;
06.01.2021;12 - 13;471,46;483,92;483,92;483,92;483,92;483,92;483,92;483,92;483,92;483,92;483,92;483,92;483,92;250,5;483,92;483,92;483,92;;;;;
06.01.2021;13 - 14;471,99;495,86;495,86;495,86;495,86;495,86;495,86;495,86;495,86;495,86;495,86;495,86;495,86;271,86;495,86;495,86;495,86;;;;;
06.01.2021;14 - 15;502,78;537,33;537,33;537,33;537,33;537,33;537,33;537,33;537,33;537,33;537,33;537,33;537,33;299,4;537,33;537,33;537,33;;;;;
06.01.2021;15 - 16;553,98;574,93;574,93;574,93;574,93;574,93;574,93;574,93;574,93;574,93;574,93;574,93;574,93;264,84;574,93;574,93;574,93;;;;;
06.01.2021;16 - 17;583,94;611,58;611,58;611,58;611,58;611,58;611,58;611,58;611,58;611,58;611,58;611,58;611,58;260,97;611,58;611,58;611,58;;;;;
06.01.2021;17 - 18;584,14;627,6;627,6;627,6;627,6;627,6;627,6;627,6;627,6;627,6;627,6;627,6;627,6;244,53;627,6;627,6;627,6;;;;;
06.01.2021;18 - 19;570,85;582,99;582,99;582,99;582,99;582,99;582,99;582,99;582,99;582,99;582,99;582,99;582,99;279,51;582,99;582,99;582,99;;;;;
06.01.2021;19 - 20;483,4;526,23;526,23;526,23;526,23;526,23;526,23;526,23;526,23;526,23;526,23;526,23;526,23;264,32;526,23;526,23;526,23;;;;;
06.01.2021;20 - 21;409,68;417,22;417,22;417,22;417,22;417,22;417,22;417,22;417,22;417,22;417,22;417,22;417,22;324,75;417,22;417,22;417,22;;;;;
06.01.2021;21 - 22;409,26;418,16;418,16;418,16;418,16;418,16;418,16;418,16;418,16;418,16;418,16;418,16;418,16;269,24;418,16;418,16;418,16;;;;;
06.01.2021;22 - 23;393,86;405,28;405,28;405,28;405,28;405,28;405,28;405,28;405,28;405,28;405,28;405,28;405,28;242,85;405,28;405,28;405,28;;;;;
06.01.2021;23 - 00;326,11;340,35;340,35;340,35;340,35;340,35;340,35;340,35;340,35;340,35;340,35;340,35;340,35;224,53;340,35;340,35;340,35;;;;;
07.01.2021;00 - 01;412,05;447,02;447,02;447,02;447,02;447,02;447,02;447,02;447,02;447,02;447,02;447,02;447,02;284,83;447,02;447,02;447,02;;;;;
07.01.2021;01 - 02;399,18;424,4;424,4;424,4;424,4;424,4;424,4;424,4;424,4;424,4;424,4;424,4;424,4;257,96;424,4;424,4;424,4;;;;;
07.01.2021;02 - 03;389,01;406,66;406,66;406,66;406,66;406,66;406,66;406,66;406,66;406,66;406,66;406,66;406,66;244,06;406,66;406,66;406,66;;;;;
07.01.2021;03 - 04;394,51;412,78;412,78;412,78;412,78;412,78;412,78;412,78;412,78;412,78;412,78;412,78;412,78;238,45;412,78;412,78;412,78;;;;;
07.01.2021;04 - 05;402,82;428,34;428,34;428,34;428,34;428,34;428,34;428,34;428,34;428,34;428,34;428,34;428,34;240,94;428,34;428,34;428,34;;;;;
07.01.2021;05 - 06;458,95;472,55;472,55;472,55;472,55;472,55;472,55;472,55;472,55;472,55;472,55;472,55;472,55;251,01;472,55;472,55;472,55;;;;;
07.01.2021;06 - 07;545,29;580,77;580,77;580,77;580,77;580,77;580,77;580,77;548,5;548,5;548,5;580,77;580,77;266,16;580,77;580,77;580,77;;;;;
07.01.2021;07 - 08;633,28;703,53;703,53;703,53;703,53;703,53;703,53;703,53;703,53;703,53;703,53;703,53;703,53;271,97;703,53;703,53;703,53;;;;;
07.01.2021;08 - 09;792,76;876,09;876,09;876,09;876,09;876,09;876,09;897,67;876,09;876,09;876,09;876,09;876,09;290,13;876,09;876,09;876,09;;;;;
07.01.2021;09 - 10;783,43;870,17;870,17;870,17;870,17;870,17;870,17;870,17;870,17;870,17;870,17;870,17;870,17;299,36;870,17;870,17;870,17;;;;;
07.01.2021;10 - 11;806,36;855,44;855,44;855,44;855,44;855,44;855,44;855,44;855,44;855,44;855,44;855,44;855,44;301,02;855,44;855,44;855,44;;;;;
07.01.2021;11 - 12;830,64;892,28;892,28;892,28;892,28;892,28;892,28;892,28;892,28;892,28;892,28;892,28;892,28;308,08;892,28;892,28;892,28;;;;;
07.01.2021;12 - 13;808,23;878,99;878,99;878,99;878,99;878,99;878,99;878,99;878,99;878,99;878,99;878,99;878,99;309,74;878,99;878,99;878,99;;;;;
07.01.2021;13 - 14;801,27;853,88;853,88;853,88;853,88;853,88;853,88;853,88;853,88;853,88;853,88;853,88;853,88;361,93;853,88;853,88;853,88;;;;;
07.01.2021;14 - 15;801,27;815,8;815,8;815,8;815,8;815,8;815,8;815,8;815,8;815,8;815,8;815,8;815,8;368,37;815,8;815,8;815,8;;;;;
07.01.2021;15 - 16;825,04;846,41;846,41;846,41;846,41;846,41;846,41;846,41;846,41;846,41;846,41;846,41;846,41;364,32;846,41;846,41;846,41;;;;;
07.01.2021;16 - 17;880,96;930,56;930,56;930,56;930,56;930,56;930,56;930,56;930,56;930,56;930,56;930,56;930,56;320,95;930,56;930,56;930,56;;;;;
