Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;EE;LV;LV;LT;LT;AT;AT;BE;BE;DE-LU;DE-LU;FR;FR;NL;NL
01.01.2020;18 - 19;303,7;296,5;296,5;296,5;296,5;296,5;312,08;312,08;312,08;312,08;312,08;296,5;296,5;296,5;;296,5;;296,5;;296,5;;;;;;;;;;
01.01.2020;19 - 20;300,54;289,79;289,79;289,79;289,79;289,79;310,11;310,11;310,11;310,11;310,11;289,79;289,79;289,79;;289,79;;289,79;;289,79;;;;;;;;;;
01.01.2020;20 - 21;296,1;272,73;272,73;272,73;272,73;272,73;309,22;309,22;309,22;309,22;309,22;272,73;272,73;272,73;;272,73;;272,73;;272,73;;;;;;;;;;
01.01.2020;21 - 22;291,17;269,57;269,57;269,57;269,57;269,57;306,46;306,46;306,46;306,46;306,46;269,57;269,57;269,57;;269,57;;269,57;;269,57;;;;;;;;;;
01.01.2020;22 - 23;278,94;255,27;255,27;255,27;255,27;255,27;305,37;305,37;305,37;305,37;305,37;255,27;255,27;255,27;;255,27;;255,27;;255,27;;;;;;;;;;
01.01.2020;23 - 00;274,11;244,71;244,71;244,71;244,71;244,71;301,92;301,92;301,92;301,92;301,92;244,71;244,71;244,71;;244,71;;244,71;;244,71;;;;;;;;;;
02.01.2020;00 - 01;264,82;118,56;118,56;118,56;118,56;118,56;302,35;302,35;302,35;302,35;302,35;118,56;118,56;118,56;;118,56;;118,56;;118,56;;;;;;;;;;
02.01.2020;01 - 02;265,61;128,97;128,97;128,97;128,97;128,97;300,97;300,97;300,97;300,97;300,97;128,97;128,97;128,97;;128,97;;128,97;;128,97;;;;;;;;;;
02.01.2020;02 - 03;265,51;187,32;187,32;187,32;187,32;187,32;298,91;298,91;298,91;298,91;298,91;187,32;187,32;187,32;;187,32;;187,32;;187,32;;;;;;;;;;
02.01.2020;03 - 04;260,7;207,46;207,46;207,46;207,46;207,46;282,8;282,8;293,11;293,11;293,11;207,46;207,46;207,46;;207,46;;207,46;;207,46;;;;;;;;;;
02.01.2020;04 - 05;266,59;238,6;238,6;238,6;238,6;238,6;279,16;279,16;293,7;293,7;293,7;238,6;238,6;238,6;;238,6;;238,6;;238,6;;;;;;;;;;
02.01.2020;05 - 06;277;258,04;258,04;258,04;258,04;258,04;282,41;282,41;299,01;299,01;299,01;258,04;258,04;258,04;;258,04;;258,04;;258,04;;;;;;;;;;
02.01.2020;06 - 07;297,04;272,48;272,48;272,48;272,48;272,48;327,89;335,55;311,19;311,19;311,19;272,48;272,48;272,48;;272,48;;272,48;;272,48;;;;;;;;;;
02.01.2020;07 - 08;300,87;278,87;278,87;278,87;278,87;278,87;312,27;413,25;312,27;312,27;312,27;278,87;278,87;278,87;;278,87;;278,87;;278,87;;;;;;;;;;
02.01.2020;08 - 09;303,72;288,5;288,5;288,5;288,5;288,5;312,66;440,95;312,66;312,66;312,66;288,5;288,5;288,5;;288,5;;288,5;;288,5;;;;;;;;;;
02.01.2020;09 - 10;304,41;294,19;294,19;294,19;294,19;294,19;311,78;444,58;311,78;311,78;311,78;294,19;294,19;294,19;;294,19;;294,19;;294,19;;;;;;;;;;
02.01.2020;10 - 11;303,23;293,8;293,8;293,8;293,8;293,8;310,7;447,62;310,7;310,7;310,7;293,8;293,8;293,8;;293,8;;293,8;;293,8;;;;;;;;;;
02.01.2020;11 - 12;302,05;294,29;294,29;294,29;294,29;294,29;307,65;442,91;307,65;307,65;307,65;294,29;294,29;294,29;;294,29;;294,29;;294,29;;;;;;;;;;
02.01.2020;12 - 13;301,27;294,09;294,09;294,09;294,09;294,09;305,19;443,6;305,19;305,19;305,19;294,09;294,09;294,09;;294,09;;294,09;;294,09;;;;;;;;;;
02.01.2020;13 - 14;301,07;294,09;294,09;294,09;294,09;294,09;305,1;441,04;305,1;305,1;305,1;294,09;294,09;294,09;;294,09;;294,09;;294,09;;;;;;;;;;
02.01.2020;14 - 15;302,15;296,45;296,45;296,45;296,45;296,45;305,19;432,79;305,19;305,19;305,19;296,45;296,45;296,45;;296,45;;296,45;;296,45;;;;;;;;;;
02.01.2020;15 - 16;305,29;304,11;304,11;304,11;304,11;304,11;307,06;440,45;307,06;307,06;307,06;304,11;304,11;304,11;;304,11;;304,11;;304,11;;;;;;;;;;
02.01.2020;16 - 17;306,96;306,47;306,47;306,47;306,47;306,47;308,53;436,13;308,53;308,53;308,53;306,47;306,47;306,47;;306,47;;306,47;;306,47;;;;;;;;;;
02.01.2020;17 - 18;306,27;304,31;304,31;304,31;304,31;304,31;308,44;452,34;308,44;308,44;308,44;304,31;304,31;304,31;;304,31;;304,31;;304,31;;;;;;;;;;
02.01.2020;18 - 19;302,35;298,12;298,12;298,12;298,12;298,12;305,49;458,92;305,49;305,49;305,49;298,12;298,12;298,12;;298,12;;298,12;;298,12;;;;;;;;;;
02.01.2020;19 - 20;296,75;287,51;287,51;287,51;287,51;287,51;302,05;444,58;302,05;302,05;302,05;287,51;287,51;287,51;;287,51;;287,51;;287,51;;;;;;;;;;
02.01.2020;20 - 21;289,48;276,71;276,71;276,71;276,71;276,71;299,3;386,23;299,3;299,3;299,3;276,71;276,71;276,71;;276,71;;276,71;;276,71;;;;;;;;;;
02.01.2020;21 - 22;283,98;275,23;275,23;275,23;275,23;275,23;295,67;295,67;295,67;295,67;295,67;275,23;275,23;275,23;;275,23;;275,23;;275,23;;;;;;;;;;
02.01.2020;22 - 23;278,87;271,99;271,99;271,99;271,99;271,99;291,84;291,84;291,84;291,84;291,84;271,99;271,99;271,99;;271,99;;271,99;;271,99;;;;;;;;;;
02.01.2020;23 - 00;254,41;239,58;239,58;239,58;239,58;239,58;245,47;245,47;278,18;278,18;278,18;239,58;239,58;239,58;;239,58;;239,58;;239,58;;;;;;;;;;
03.01.2020;00 - 01;239,02;186,51;186,51;186,51;186,51;186,51;186,51;186,51;279,32;279,32;279,32;186,51;186,51;186,51;;186,51;;186,51;;186,51;;;;;;;;;;
03.01.2020;01 - 02;226,61;98,33;98,33;98,33;98,33;98,33;98,33;98,33;278,33;278,33;278,33;98,33;98,33;98,33;;98,33;;98,33;;98,33;;;;;;;;;;
03.01.2020;02 - 03;197,44;15,07;15,07;15,07;15,07;15,07;15,07;15,07;278,23;278,23;278,23;15,07;15,07;15,07;;15,07;;15,07;;15,07;;;;;;;;;;
03.01.2020;03 - 04;141,28;1,38;1,38;1,38;1,38;1,38;1,38;1,38;273,11;273,11;273,11;10,25;10,25;10,25;;1,38;;1,38;;1,38;;;;;;;;;;
03.01.2020;04 - 05;168,08;8,37;8,37;8,37;8,37;8,37;8,37;8,37;273,01;273,01;273,01;10,44;10,44;10,44;;8,37;;8,37;;8,37;;;;;;;;;;
03.01.2020;05 - 06;206,51;97,74;97,74;97,74;97,74;97,74;97,74;97,74;276,75;276,75;276,75;97,74;97,74;97,74;;97,74;;97,74;;97,74;;;;;;;;;;
03.01.2020;06 - 07;262,96;241,19;241,19;241,19;241,19;241,19;241,19;241,19;283,55;283,55;283,55;241,19;241,19;241,19;;295,67;;295,67;;295,67;;;;;;;;;;
03.01.2020;07 - 08;272,42;262,86;262,86;262,86;262,86;262,86;262,86;262,86;283,95;283,95;283,95;262,86;262,86;262,86;;383,16;;383,16;;383,16;;;;;;;;;;
03.01.2020;08 - 09;283,85;277,05;277,05;277,05;277,05;277,05;283,85;283,85;288,28;288,28;288,28;277,05;277,05;277,05;;277,05;;277,05;;277,05;;;;;;;;;;
03.01.2020;09 - 10;287,89;281,58;281,58;281,58;281,58;281,58;288,48;288,48;292,22;292,22;292,22;281,58;281,58;281,58;;281,58;;281,58;;281,58;;;;;;;;;;
03.01.2020;10 - 11;289,07;277,44;277,44;277,44;277,44;277,44;284,24;284,24;294,78;294,78;294,78;277,44;277,44;277,44;;295,97;;295,97;;295,97;;;;;;;;;;
03.01.2020;11 - 12;293,7;283,55;283,55;283,55;283,55;283,55;313,31;313,31;299,12;299,12;299,12;283,55;283,55;283,55;;295,77;;295,77;;295,77;;;;;;;;;;
03.01.2020;12 - 13;292,81;278,92;278,92;278,92;278,92;278,92;299,41;373,8;299,41;299,41;299,41;278,92;278,92;278,92;;295,87;;295,87;;295,87;;;;;;;;;;
03.01.2020;13 - 14;292,32;280,2;280,2;280,2;280,2;280,2;297,94;373,41;297,94;297,94;297,94;280,2;280,2;280,2;;295,77;;295,77;;295,77;;;;;;;;;;
03.01.2020;14 - 15;293,6;285,33;285,33;285,33;285,33;285,33;297,44;375,47;297,44;297,44;297,44;285,33;285,33;285,33;;285,33;;285,33;;285,33;;;;;;;;;;
03.01.2020;15 - 16;296,95;294,19;294,19;294,19;294,19;294,19;299,51;373,5;299,51;299,51;299,51;294,19;294,19;294,19;;294,19;;294,19;;294,19;;;;;;;;;;
03.01.2020;16 - 17;298,72;297,05;297,05;297,05;297,05;297,05;300,3;378,73;300,3;300,3;300,3;297,05;297,05;297,05;;297,05;;297,05;;297,05;;;;;;;;;;
03.01.2020;17 - 18;298,13;296,26;296,26;296,26;296,26;296,26;299,91;398,73;299,91;299,91;299,91;296,26;296,26;296,26;;296,26;;296,26;;296,26;;;;;;;;;;
03.01.2020;18 - 19;294,49;291,04;291,04;291,04;291,04;291,04;297,15;407,4;297,15;297,15;297,15;291,04;291,04;291,04;;291,04;;291,04;;291,04;;;;;;;;;;
03.01.2020;19 - 20;289,66;286,8;286,8;286,8;286,8;286,8;293,9;328,77;293,11;293,11;293,11;286,8;286,8;286,8;;286,8;;286,8;;286,8;;;;;;;;;;
03.01.2020;20 - 21;279,91;274,98;274,98;274,98;274,98;274,98;284,64;284,64;285,52;285,52;285,52;274,98;274,98;274,98;;362,17;;362,17;;362,17;;;;;;;;;;
03.01.2020;21 - 22;270,05;266,31;266,31;266,31;266,31;266,31;272,91;272,91;278,43;278,43;278,43;266,31;266,31;266,31;;266,31;;266,31;;266,31;;;;;;;;;;
03.01.2020;22 - 23;259,12;253,21;253,21;253,21;253,21;253,21;253,21;253,21;277,54;277,54;277,54;253,21;253,21;253,21;;253,21;;253,21;;253,21;;;;;;;;;;
03.01.2020;23 - 00;245,72;217,15;217,15;217,15;217,15;217,15;217,15;217,15;279,41;279,41;279,41;217,15;217,15;217,15;;217,15;;217,15;;217,15;;;;;;;;;;
04.01.2020;00 - 01;251,78;213,88;213,88;213,88;213,88;213,88;213,88;213,88;282,19;282,19;282,19;213,88;213,88;213,88;;213,88;;213,88;;213,88;;;;;;;;;;
04.01.2020;01 - 02;248,92;156,99;156,99;156,99;156,99;156,99;156,99;156,99;282,09;282,09;282,09;201,18;201,18;201,18;;156,99;;156,99;;156,99;;;;;;;;;;
04.01.2020;02 - 03;247,25;159,75;159,75;159,75;159,75;159,75;159,75;159,75;281,6;281,6;281,6;198,43;198,43;198,43;;159,75;;159,75;;159,75;;;;;;;;;;
04.01.2020;03 - 04;229,63;63,49;63,49;63,49;63,49;63,49;63,49;63,49;275,01;275,01;275,01;193,11;193,11;193,11;;196,85;;196,85;;196,85;;;;;;;;;;
04.01.2020;04 - 05;220,18;37,7;37,7;37,7;37,7;37,7;37,7;37,7;271,36;271,36;271,36;187,31;187,31;187,31;;39,76;;39,76;;39,76;;;;;;;;;;
04.01.2020;05 - 06;215,65;39,67;39,67;39,67;39,67;39,67;1,18;1,18;270,38;270,38;270,38;186,03;186,03;186,03;;39,67;;39,67;;39,67;;;;;;;;;;
04.01.2020;06 - 07;216,05;39,76;39,76;39,76;39,76;39,76;0,69;0,69;273,23;273,23;273,23;194,29;194,29;194,29;;39,76;;39,76;;39,76;;;;;;;;;;
04.01.2020;07 - 08;245,97;187,7;187,7;187,7;187,7;187,7;187,7;187,7;276,48;276,48;276,48;212,11;212,11;212,11;;187,7;;187,7;;187,7;;;;;;;;;;
04.01.2020;08 - 09;248,92;172,15;172,15;172,15;172,15;172,15;172,15;172,15;281,21;281,21;281,21;219,89;219,89;219,89;;172,15;;172,15;;172,15;;;;;;;;;;
04.01.2020;09 - 10;261,42;238;238;238;238;238;236,03;236,03;282,58;282,58;282,58;238;238;238;;238;;238;;238;;;;;;;;;;
04.01.2020;10 - 11;262,7;245,48;245,48;245,48;245,48;245,48;86,62;86,62;283,67;283,67;283,67;245,48;245,48;245,48;;245,48;;245,48;;245,48;;;;;;;;;;
04.01.2020;11 - 12;265,85;247,15;247,15;247,15;247,15;247,15;176,68;176,68;283,86;283,86;283,86;247,15;247,15;247,15;;247,15;;247,15;;247,15;;;;;;;;;;
04.01.2020;12 - 13;262,5;245,48;245,48;245,48;245,48;245,48;191,93;191,93;283,37;283,37;283,37;245,48;245,48;245,48;;245,48;;245,48;;245,48;;;;;;;;;;
04.01.2020;13 - 14;261,62;245,58;245,58;245,58;245,58;245,58;135,24;135,24;283,08;283,08;283,08;245,58;245,58;245,58;;293,31;;293,31;;293,31;;;;;;;;;;
04.01.2020;14 - 15;263,78;248,53;248,53;248,53;248,53;248,53;171,46;171,46;283,37;283,37;283,37;248,53;248,53;248,53;;248,53;;248,53;;248,53;;;;;;;;;;
04.01.2020;15 - 16;269,69;259,16;259,16;259,16;259,16;259,16;200,59;200,59;284,45;284,45;284,45;259,16;259,16;259,16;;424,61;;424,61;;424,61;;;;;;;;;;
04.01.2020;16 - 17;279,14;269,3;269,3;269,3;269,3;269,3;246,85;246,85;285,54;285,54;285,54;269,3;269,3;269,3;;404,53;;404,53;;404,53;;;;;;;;;;
04.01.2020;17 - 18;284,55;284,26;284,26;284,26;284,26;284,26;284,26;284,26;286,03;286,03;286,03;284,26;284,26;284,26;;374,02;;374,02;;374,02;;;;;;;;;;
04.01.2020;18 - 19;290,06;291,15;291,15;291,15;291,15;291,15;315,16;315,16;291,15;291,15;291,15;291,15;291,15;286,32;;373,63;;373,63;;373,63;;;;;;;;;;
04.01.2020;19 - 20;290,46;289,57;289,57;289,57;289,57;289,57;347,94;347,94;291,15;291,15;291,15;289,57;289,57;285,54;;293,8;;293,8;;293,8;;;;;;;;;;
04.01.2020;20 - 21;287,8;272,74;272,74;272,74;272,74;272,74;295,08;295,08;294,89;294,89;294,89;272,74;272,74;272,74;;272,74;;272,74;;272,74;;;;;;;;;;
04.01.2020;21 - 22;287,51;269,69;269,69;269,69;269,69;269,69;295,77;339,18;295,77;295,77;295,77;269,69;269,69;269,69;;269,69;;269,69;;269,69;;;;;;;;;;
04.01.2020;22 - 23;286,13;269,39;269,39;269,39;269,39;269,39;296,17;296,17;296,17;296,17;296,17;269,39;269,39;269,39;;269,39;;269,39;;269,39;;;;;;;;;;
04.01.2020;23 - 00;282,88;253,65;253,65;253,65;253,65;253,65;373,53;373,53;303,45;303,45;303,45;253,65;253,65;253,65;;253,65;;253,65;;253,65;;;;;;;;;;
05.01.2020;00 - 01;290,3;262,88;262,88;262,88;262,88;262,88;326,5;326,5;316,04;316,04;316,04;262,88;262,88;262,88;;262,88;;262,88;;262,88;;;;;;;;;;
05.01.2020;01 - 02;289,9;267,61;267,61;267,61;267,61;267,61;318,41;318,41;308,25;308,25;308,25;267,61;267,61;267,61;;267,61;;267,61;;267,61;;;;;;;;;;
05.01.2020;02 - 03;288,82;267,41;267,41;267,41;267,41;267,41;307,56;307,56;305,39;305,39;305,39;267,41;267,41;267,41;;267,41;;267,41;;267,41;;;;;;;;;;
05.01.2020;03 - 04;288,13;270,47;270,47;270,47;270,47;270,47;296,91;296,91;298,29;298,29;298,29;270,47;270,47;270,47;;270,47;;270,47;;270,47;;;;;;;;;;
05.01.2020;04 - 05;289,11;276,78;276,78;276,78;276,78;276,78;295,53;295,53;295,53;295,53;295,53;276,78;276,78;274,61;;276,78;;276,78;;276,78;;;;;;;;;;
05.01.2020;05 - 06;290,1;284,58;284,58;284,58;284,58;284,58;294,74;294,74;294,83;294,83;294,83;284,58;284,58;275,01;;284,58;;284,58;;284,58;;;;;;;;;;
05.01.2020;06 - 07;294,24;288,62;288,62;288,62;288,62;288,62;299,67;299,67;299,67;299,67;299,67;288,62;288,62;275,6;;288,62;;288,62;;288,62;;;;;;;;;;
05.01.2020;07 - 08;297,89;295,72;295,72;295,72;295,72;295,72;307,26;307,26;299,27;299,27;299,27;295,72;295,72;275,6;;295,72;;295,72;;295,72;;;;;;;;;;
05.01.2020;08 - 09;305,29;306,38;306,38;306,38;306,38;306,38;316,54;316,54;306,38;306,38;306,38;306,38;306,38;275,99;;306,38;;306,38;;306,38;;;;;;;;;;
05.01.2020;09 - 10;306,77;307,56;307,56;307,56;307,56;307,56;307,56;338,04;307,56;307,56;307,56;307,56;307,56;285,37;;307,56;;307,56;;307,56;;;;;;;;;;
05.01.2020;10 - 11;309,73;311,7;311,7;311,7;311,7;311,7;311,7;370,2;311,7;311,7;311,7;311,7;311,7;291,09;;311,7;;311,7;;311,7;;;;;;;;;;
05.01.2020;11 - 12;309,43;311,21;311,21;311,21;311,21;311,21;311,21;384,6;311,21;311,21;311,21;311,21;311,21;291,88;;366,35;;366,35;;366,35;;;;;;;;;;
05.01.2020;12 - 13;307,46;307,95;307,95;307,95;307,95;307,95;307,95;376,31;307,95;307,95;307,95;307,95;307,95;293,45;;371,97;;371,97;;371,97;;;;;;;;;;
05.01.2020;13 - 14;304,4;305,09;305,09;305,09;305,09;305,09;305,09;348,89;305,09;305,09;305,09;305,09;305,09;294,54;;372,96;;372,96;;372,96;;;;;;;;;;
05.01.2020;14 - 15;301,94;302,53;302,53;302,53;302,53;302,53;302,53;339,72;302,53;302,53;302,53;302,53;302,53;295,13;;372,17;;372,17;;372,17;;;;;;;;;;
05.01.2020;15 - 16;303,22;303,71;303,71;303,71;303,71;303,71;303,71;356,09;303,71;303,71;303,71;303,71;303,71;295,82;;371,77;;371,77;;371,77;;;;;;;;;;
05.01.2020;16 - 17;307,26;307,36;307,36;307,36;307,36;307,36;307,36;400,38;307,36;307,36;307,36;307,36;307,36;295,43;;392,88;;392,88;;392,88;;;;;;;;;;
05.01.2020;17 - 18;310,52;311,01;311,01;311,01;311,01;311,01;311,01;311,01;311,01;311,01;311,01;311,01;311,01;295,13;;395,25;;395,25;;395,25;;;;;;;;;;
05.01.2020;18 - 19;305,69;306,77;306,77;306,77;306,77;306,77;306,77;306,77;306,77;306,77;306,77;306,77;306,77;293,55;;395,05;;395,05;;395,05;;;;;;;;;;
05.01.2020;19 - 20;299,18;300,06;300,06;300,06;300,06;300,06;300,06;300,06;300,06;300,06;300,06;300,06;300,06;293,26;;417,54;;417,54;;417,54;;;;;;;;;;
05.01.2020;20 - 21;294,44;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;294,64;293,95;;362,7;;362,7;;362,7;;;;;;;;;;
05.01.2020;21 - 22;290,69;288,42;288,42;288,42;288,42;288,42;292,07;292,07;292,07;292,07;292,07;288,42;288,42;288,42;;326,4;;326,4;;326,4;;;;;;;;;;
05.01.2020;22 - 23;284,18;277,77;277,77;277,77;277,77;277,77;290,59;290,59;290,59;290,59;290,59;277,77;277,77;277,77;;277,77;;277,77;;277,77;;;;;;;;;;
05.01.2020;23 - 00;276,19;263,17;263,17;263,17;263,17;263,17;263,17;263,17;291,19;291,19;291,19;263,17;263,17;263,17;;263,17;;263,17;;263,17;;;;;;;;;;
06.01.2020;00 - 01;275,11;260,61;260,61;260,61;260,61;260,61;287,63;260,61;287,63;287,63;287,63;260,61;260,61;260,61;;260,61;;260,61;;260,61;;;;;;;;;;
06.01.2020;01 - 02;274,42;261,4;261,4;261,4;261,4;261,4;286,06;261,4;286,75;286,75;286,75;261,4;261,4;261,4;;261,4;;261,4;;261,4;;;;;;;;;;
06.01.2020;02 - 03;276,39;266,43;266,43;266,43;266,43;266,43;286,85;286,85;286,85;286,85;286,85;266,43;266,43;266,43;;266,43;;266,43;;266,43;;;;;;;;;;
06.01.2020;03 - 04;274,32;266,92;266,92;266,92;266,92;266,92;273,43;273,43;282,7;282,7;282,7;266,92;266,92;266,92;;266,92;;266,92;;266,92;;;;;;;;;;
06.01.2020;04 - 05;276,29;266,62;266,62;266,62;266,62;266,62;266,62;266,62;286,85;286,85;286,85;266,62;266,62;266,62;;266,62;;266,62;;266,62;;;;;;;;;;
06.01.2020;05 - 06;284,97;272,44;272,44;272,44;272,44;272,44;272,44;272,44;292,47;292,47;292,47;272,44;272,44;272,44;;272,44;;272,44;;272,44;;;;;;;;;;
06.01.2020;06 - 07;292,17;277,77;277,77;277,77;277,77;277,77;327,29;327,29;302,92;302,92;302,92;277,77;277,77;277,77;;277,77;;277,77;;277,77;;;;;;;;;;
06.01.2020;07 - 08;296,31;286,85;286,85;286,85;286,85;286,85;337,45;337,45;304,99;304,99;304,99;286,85;286,85;286,85;;286,85;;286,85;;286,85;;;;;;;;;;
06.01.2020;08 - 09;300,26;293,26;293,26;293,26;293,26;293,26;352,64;352,64;304,8;304,8;304,8;293,26;293,26;293,26;;293,26;;293,26;;293,26;;;;;;;;;;
06.01.2020;09 - 10;303,12;301,05;301,05;301,05;301,05;301,05;320,78;320,78;304,6;304,6;304,6;301,05;301,05;301,05;;301,05;;301,05;;301,05;;;;;;;;;;
06.01.2020;10 - 11;305,78;306,97;306,97;306,97;306,97;306,97;315,75;315,75;306,97;306,97;306,97;306,97;306,97;306,97;;306,97;;306,97;;306,97;;;;;;;;;;
06.01.2020;11 - 12;307,07;308,05;308,05;308,05;308,05;308,05;308,05;308,05;308,05;308,05;308,05;308,05;308,05;308,05;;308,05;;308,05;;308,05;;;;;;;;;;
06.01.2020;12 - 13;307,26;307,66;307,66;307,66;307,66;307,66;307,66;307,66;307,66;307,66;307,66;307,66;307,66;307,66;;307,66;;307,66;;307,66;;;;;;;;;;
06.01.2020;13 - 14;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;306,57;;306,57;;306,57;;306,57;;;;;;;;;;
06.01.2020;14 - 15;307,76;307,86;307,86;307,86;307,86;307,86;307,86;307,86;307,86;307,86;307,86;307,86;307,86;307,86;;307,86;;307,86;;307,86;;;;;;;;;;
06.01.2020;15 - 16;308,64;308,74;308,74;308,74;308,74;308,74;308,74;308,74;308,74;308,74;308,74;308,74;308,74;308,74;;335,47;;335,47;;335,47;;;;;;;;;;
06.01.2020;16 - 17;313,18;313,28;313,28;313,28;331,23;313,28;331,23;331,23;313,28;313,28;313,28;313,28;313,28;313,28;;331,23;;331,23;;331,23;;;;;;;;;;
06.01.2020;17 - 18;313,38;313,08;313,08;313,08;335,87;313,08;335,87;335,87;313,08;313,08;313,08;313,08;313,08;313,08;;335,87;;335,87;;335,87;;;;;;;;;;
06.01.2020;18 - 19;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;308,84;;308,84;;308,84;;308,84;;;;;;;;;;
06.01.2020;19 - 20;305,49;305,29;305,29;305,29;305,29;305,29;305,29;305,29;305,29;305,29;305,29;305,29;305,29;305,29;;335,87;;335,87;;335,87;;;;;;;;;;
06.01.2020;20 - 21;301,74;301,64;301,64;301,64;301,64;301,64;301,64;301,64;301,64;301,64;301,64;301,64;301,64;301,64;;335,38;;335,38;;335,38;;;;;;;;;;
06.01.2020;21 - 22;298,88;298,68;298,68;298,68;298,68;298,68;298,68;298,68;298,68;298,68;298,68;298,68;298,68;298,68;;298,68;;298,68;;298,68;;;;;;;;;;
06.01.2020;22 - 23;290,79;290,59;290,59;290,59;290,59;290,59;290,59;290,59;290,59;290,59;290,59;290,59;290,59;290,59;;290,59;;290,59;;290,59;;;;;;;;;;
06.01.2020;23 - 00;283,89;278,07;278,07;278,07;278,07;278,07;286,75;286,75;286,75;286,75;286,75;278,07;278,07;278,07;;278,07;;278,07;;278,07;;;;;;;;;;
