Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;EE;LV;LV;LT;LT;AT;AT;BE;BE;DE-LU;DE-LU;FR;FR;NL;NL
01.03.2020;21 - 22;113,16;123,91;123,91;123,91;123,91;205,04;123,91;123,91;105,62;103,86;105,62;123,91;123,91;123,91;;205,04;;205,04;;205,04;;;;;;;;;;
01.03.2020;22 - 23;111,3;122,88;122,88;122,88;122,88;175,69;122,88;122,88;102,93;102,93;102,93;122,88;122,88;122,88;;175,69;;175,69;;175,69;;;;;;;;;;
01.03.2020;23 - 00;107,48;118,74;118,74;118,74;118,74;118,74;118,74;118,74;101,59;101,59;101,59;118,74;118,74;118,74;;118,74;;118,74;;118,74;;;;;;;;;;
02.03.2020;00 - 01;102,72;106,24;106,24;106,24;106,24;106,24;106,24;106,24;101,9;101,07;101,9;106,24;106,24;106,24;;106,24;;106,24;;106,24;;;;;;;;;;
02.03.2020;01 - 02;103,03;111,2;111,2;111,2;111,2;111,2;111,2;111,2;100,24;100,24;100,24;111,2;111,2;111,2;;111,2;;111,2;;111,2;;;;;;;;;;
02.03.2020;02 - 03;103,34;113,27;113,27;113,27;113,27;113,27;113,27;113,27;100,04;100,04;100,04;113,27;113,27;113,27;;113,27;;113,27;;113,27;;;;;;;;;;
02.03.2020;03 - 04;104,17;116,16;116,16;116,16;116,16;116,16;116,16;116,16;100,45;100,45;100,45;116,16;116,16;116,16;;116,16;;116,16;;116,16;;;;;;;;;;
02.03.2020;04 - 05;106,86;123,81;123,81;123,81;123,81;123,81;123,81;123,81;101,28;101,28;101,28;123,81;123,81;123,81;;123,81;;123,81;;123,81;;;;;;;;;;
02.03.2020;05 - 06;115,44;143,44;143,44;143,44;143,44;143,44;143,44;143,44;104,48;103,35;104,48;143,44;143,44;143,44;;143,44;;143,44;;143,44;;;;;;;;;;
02.03.2020;06 - 07;122,46;158,84;158,84;158,84;311,79;408,83;319,44;319,44;108,41;100,04;108,41;158,84;158,84;158,84;;408,83;;408,83;;408,83;;;;;;;;;;
02.03.2020;07 - 08;142,2;169,07;169,07;310,86;382,38;486,55;382,38;382,38;110,99;101,9;110,99;169,07;169,07;169,07;;486,55;;486,55;;486,55;;;;;;;;;;
02.03.2020;08 - 09;152,95;176,41;176,41;412,55;412,55;540,49;412,55;412,55;112,23;104,28;112,23;176,41;176,41;176,41;;540,49;;540,49;;540,49;;;;;;;;;;
02.03.2020;09 - 10;149,13;177,24;177,24;381,76;381,76;537,91;381,76;381,76;110,79;104,07;110,79;177,24;177,24;177,24;;537,91;;537,91;;537,91;;;;;;;;;;
02.03.2020;10 - 11;143,13;178,06;178,06;379,38;379,38;483,03;379,38;379,38;109,03;103,66;109,03;178,06;178,06;178,06;;483,03;;483,03;;483,03;;;;;;;;;;
02.03.2020;11 - 12;142,41;177,86;177,86;284,82;382,69;532,33;382,69;382,69;108,31;103,35;108,31;177,86;177,86;177,86;;532,33;;532,33;;532,33;;;;;;;;;;
02.03.2020;12 - 13;142,72;179,3;179,3;205,86;363,05;483,14;363,05;363,05;107,69;103,55;107,69;179,3;179,3;179,3;;483,14;;483,14;;483,14;;;;;;;;;;
02.03.2020;13 - 14;142,82;179,41;179,41;201,94;365,32;448;365,32;365,32;107,27;103,45;107,27;179,41;179,41;179,41;;448;;448;;448;;;;;;;;;;
02.03.2020;14 - 15;142,1;179,92;179,92;247,3;359,02;424,64;359,02;359,02;106,96;103,66;106,96;179,92;179,92;179,92;;424,64;;424,64;;424,64;;;;;;;;;;
02.03.2020;15 - 16;140,86;178,79;178,79;380,21;380,21;424,33;380,21;380,21;107,69;103,86;107,69;178,79;178,79;178,79;;424,33;;424,33;;424,33;;;;;;;;;;
02.03.2020;16 - 17;142,2;176,1;176,1;402,32;402,32;427,43;402,32;402,32;108,62;104,07;108,62;176,1;176,1;176,1;;427,43;;427,43;;427,43;;;;;;;;;;
02.03.2020;17 - 18;144,06;174,14;174,14;424,64;424,64;516,83;424,64;424,64;109,75;104,28;109,75;174,14;174,14;174,14;;516,83;;516,83;;516,83;;;;;;;;;;
02.03.2020;18 - 19;152,33;173,41;173,41;511,56;511,56;567,57;511,56;511,56;110,37;104,69;110,37;173,41;173,41;173,41;;567,57;;567,57;;567,57;;;;;;;;;;
02.03.2020;19 - 20;145,41;170,11;170,11;453,89;453,89;453,89;453,89;453,89;109,86;104,48;109,86;170,11;170,11;170,11;;453,89;;453,89;;453,89;;;;;;;;;;
02.03.2020;20 - 21;141,38;170,11;170,11;380,72;380,72;380,72;390,13;390,13;109,13;104,28;109,13;170,11;170,11;170,11;;380,72;;380,72;;380,72;;;;;;;;;;
02.03.2020;21 - 22;132,07;173,1;173,1;177,44;279,86;276,65;346,62;346,62;108,2;104,69;108,2;173,1;173,1;173,1;;279,86;;279,86;;279,86;;;;;;;;;;
02.03.2020;22 - 23;122,98;164,63;164,63;164,63;210,1;210,1;319,13;319,13;105,93;103,55;105,93;164,63;164,63;164,63;;210,1;;210,1;;210,1;;;;;;;;;;
02.03.2020;23 - 00;119,57;156,26;156,26;156,26;199,46;164,63;299,39;299,39;103,76;102,1;103,76;156,26;156,26;156,26;;199,46;;199,46;;199,46;;;;;;;;;;
03.03.2020;00 - 01;117,39;165,68;165,68;165,68;264,45;165,68;271;271;100,74;100,74;100,74;160,27;160,27;160,27;;264,45;;264,45;;264,45;;;;;;;;;;
03.03.2020;01 - 02;116,87;165,79;165,79;165,79;254,35;165,79;260,6;260,6;98,76;98,76;98,76;165,79;165,79;165,79;;254,35;;254,35;;254,35;;;;;;;;;;
03.03.2020;02 - 03;117,29;169,01;169,01;169,01;169,01;169,01;255,29;255,29;98,45;98,45;98,45;169,01;169,01;169,01;;169,01;;169,01;;169,01;;;;;;;;;;
03.03.2020;03 - 04;118,02;174,32;174,32;174,32;197,22;174,32;250,81;250,81;98,45;98,45;98,45;170,99;170,99;170,99;;197,22;;197,22;;197,22;;;;;;;;;;
03.03.2020;04 - 05;119,27;176,71;176,71;176,71;248,32;198,99;254,46;254,46;98,76;98,76;98,76;173,07;173,07;173,07;;281,51;;281,51;;281,51;;;;;;;;;;
03.03.2020;05 - 06;120;157,98;157,98;157,98;289,53;328,56;296,61;289,53;99,81;99,81;99,81;157,98;157,98;157,98;;328,56;;328,56;;328,56;;;;;;;;;;
03.03.2020;06 - 07;122,28;149,34;149,34;149,34;378,51;378,51;371,33;378,51;99,39;99,39;99,39;149,34;149,34;149,34;;378,51;;378,51;;378,51;;;;;;;;;;
03.03.2020;07 - 08;141,75;159,65;159,65;207,73;448,86;448,86;440,22;448,86;103,76;101,37;103,76;159,65;159,65;159,65;;448,86;;448,86;;448,86;;;;;;;;;;
03.03.2020;08 - 09;145,6;161,21;161,21;474,57;486,22;506,1;474,57;486,22;104,59;104,59;104,59;161,21;161,21;161,21;;506,1;;506,1;;506,1;;;;;;;;;;
03.03.2020;09 - 10;142,27;159,23;159,23;433,77;444,39;553,35;433,77;444,39;103,66;103,66;103,66;159,23;159,23;159,23;;553,35;;553,35;;553,35;;;;;;;;;;
03.03.2020;10 - 11;139,87;158,92;158,92;395,16;404,94;486,12;395,16;404,94;103,24;103,24;103,24;158,92;158,92;158,92;;486,12;;486,12;;486,12;;;;;;;;;;
03.03.2020;11 - 12;136,02;157,77;157,77;203,77;371,43;448,03;362,48;371,43;102,72;102,72;102,72;157,77;157,77;157,77;;448,03;;448,03;;448,03;;;;;;;;;;
03.03.2020;12 - 13;131,03;156;156;156;339,27;448,13;331,16;339,27;103,66;103,45;103,66;156;156;156;;448,13;;448,13;;448,13;;;;;;;;;;
03.03.2020;13 - 14;128,01;150,07;150,07;150,07;362,17;430,55;353,43;362,17;103,34;103,34;103,34;150,07;150,07;150,07;;430,55;;430,55;;430,55;;;;;;;;;;
03.03.2020;14 - 15;126,45;145,49;145,49;145,49;373,93;373,93;373,93;373,93;103,34;103,34;103,34;145,49;145,49;145,49;;373,93;;373,93;;373,93;;;;;;;;;;
03.03.2020;15 - 16;126,34;144,87;144,87;144,87;391,94;391,94;391,94;391,94;103,86;103,45;103,86;144,87;144,87;144,87;;391,94;;391,94;;391,94;;;;;;;;;;
03.03.2020;16 - 17;126,55;144,66;144,66;144,66;414,62;414,62;414,62;414,62;104,38;103,66;104,38;144,66;144,66;144,66;;414,62;;414,62;;414,62;;;;;;;;;;
03.03.2020;17 - 18;136,13;146,95;146,95;203,36;434,29;434,29;434,29;434,29;105,22;103,76;105,22;146,95;146,95;146,95;;434,29;;434,29;;434,29;;;;;;;;;;
03.03.2020;18 - 19;141,54;148,41;148,41;515,78;582,6;582,6;582,6;582,6;102,93;102,93;102,93;148,41;148,41;148,41;;582,6;;582,6;;582,6;;;;;;;;;;
03.03.2020;19 - 20;144,87;161,62;161,62;246,23;364,88;246,23;592,17;592,17;106,78;104,07;106,78;161,62;161,62;161,62;;364,88;;364,88;;364,88;;;;;;;;;;
03.03.2020;20 - 21;131,03;149,03;149,03;149,03;364,25;149,03;425,97;425,97;106,78;104,07;106,78;149,03;149,03;149,03;;364,25;;364,25;;364,25;;;;;;;;;;
03.03.2020;21 - 22;124,37;146,22;146,22;146,22;281,31;146,22;397,45;397,45;105,22;105,22;105,22;146,22;146,22;146,22;;281,31;;281,31;;281,31;;;;;;;;;;
03.03.2020;22 - 23;118,64;142,06;142,06;142,06;210,23;142,06;364,56;364,56;103,24;103,24;103,24;142,06;142,06;142,06;;210,23;;210,23;;210,23;;;;;;;;;;
03.03.2020;23 - 00;112,19;127,8;127,8;127,8;127,8;127,8;325,64;325,64;101,16;101,16;101,16;127,8;127,8;127,8;;127,8;;127,8;;127,8;;;;;;;;;;
04.03.2020;00 - 01;112,57;137,05;137,05;137,05;137,05;137,05;310,86;310,86;100,28;100,28;100,28;137,05;137,05;137,05;;137,05;;137,05;;137,05;;;;;;;;;;
04.03.2020;01 - 02;110,82;135,6;135,6;135,6;135,6;135,6;290,21;290,21;99,66;99,66;99,66;135,6;135,6;135,6;;135,6;;135,6;;135,6;;;;;;;;;;
04.03.2020;02 - 03;110,82;135,81;135,81;135,81;135,81;135,81;279,67;279,67;99,45;99,45;99,45;135,81;135,81;135,81;;135,81;;135,81;;135,81;;;;;;;;;;
04.03.2020;03 - 04;111,23;136,43;136,43;136,43;136,43;136,43;276,78;276,78;99,56;99,56;99,56;136,43;136,43;136,43;;136,43;;136,43;;136,43;;;;;;;;;;
04.03.2020;04 - 05;112,88;138,29;138,29;138,29;138,29;138,29;276,78;276,78;100,07;100,07;100,07;138,29;138,29;138,29;;138,29;;138,29;;138,29;;;;;;;;;;
04.03.2020;05 - 06;119,7;140,25;140,25;140,25;140,25;140,25;310,34;310,34;101,73;101,73;101,73;140,25;140,25;140,25;;140,25;;140,25;;140,25;;;;;;;;;;
04.03.2020;06 - 07;129,2;141,38;141,38;367,97;367,97;367,97;377,06;377,06;102,04;102,04;102,04;141,38;141,38;141,38;;367,97;;367,97;;367,97;;;;;;;;;;
04.03.2020;07 - 08;139,11;142,83;142,83;478,79;478,79;478,79;487,46;487,46;104,41;104,41;104,41;142,83;142,83;142,83;;478,79;;478,79;;478,79;;;;;;;;;;
04.03.2020;08 - 09;141,49;143,14;143,14;551,91;551,91;551,91;565,44;565,44;105,24;105,24;105,24;143,14;143,14;143,14;;551,91;;551,91;;551,91;;;;;;;;;;
04.03.2020;09 - 10;139,94;143,04;143,04;516,17;516,17;516,17;519,68;519,68;104,62;104,62;104,62;143,04;143,04;143,04;;516,17;;516,17;;516,17;;;;;;;;;;
04.03.2020;10 - 11;137,05;143,04;143,04;456,79;456,79;456,79;456,79;456,79;103,9;103,9;103,9;143,04;143,04;143,04;;456,79;;456,79;;456,79;;;;;;;;;;
04.03.2020;11 - 12;134,67;142,42;142,42;424,36;424,36;424,36;424,36;424,36;103,59;103,59;103,59;142,42;142,42;142,42;;424,36;;424,36;;424,36;;;;;;;;;;
04.03.2020;12 - 13;132,4;142,31;142,31;391,42;391,42;391,42;391,42;391,42;103,38;103,38;103,38;142,31;142,31;142,31;;391,42;;391,42;;391,42;;;;;;;;;;
04.03.2020;13 - 14;129,4;141,8;141,8;371,48;371,48;371,48;371,48;371,48;102,45;102,45;102,45;141,8;141,8;141,8;;371,48;;371,48;;371,48;;;;;;;;;;
04.03.2020;14 - 15;128,58;141,18;141,18;352,79;352,79;352,79;361,47;361,47;102,24;102,24;102,24;141,18;141,18;141,18;;352,79;;352,79;;352,79;;;;;;;;;;
04.03.2020;15 - 16;128,17;140,56;140,56;361,67;361,67;361,67;370,55;370,55;102,04;102,04;102,04;140,56;140,56;140,56;;361,67;;361,67;;361,67;;;;;;;;;;
04.03.2020;16 - 17;129,4;140,25;140,25;398,13;398,13;398,13;407,94;407,94;102,14;102,14;102,14;140,25;140,25;140,25;;398,13;;398,13;;398,13;;;;;;;;;;
04.03.2020;17 - 18;135,19;140,56;140,56;500,79;500,79;500,79;500,79;500,79;102,66;102,66;102,66;140,56;140,56;140,56;;500,79;;500,79;;500,79;;;;;;;;;;
04.03.2020;18 - 19;137,15;140,46;140,46;668,2;668,2;668,2;668,2;668,2;103,17;103,17;103,17;140,46;140,46;140,46;;668,2;;668,2;;668,2;;;;;;;;;;
04.03.2020;19 - 20;142;143,86;143,86;403,29;403,29;403,29;654,15;654,15;105,34;105,34;105,34;143,86;143,86;143,86;;403,29;;403,29;;403,29;;;;;;;;;;
04.03.2020;20 - 21;137,87;143,97;143,97;201,8;439,34;201,8;450,08;450,08;105,44;104,93;105,44;143,97;143,97;143,97;;439,34;;439,34;;439,34;;;;;;;;;;
04.03.2020;21 - 22;135,19;145,52;145,52;169,79;279,26;169,79;387,59;387,59;104,52;104,52;104,52;145,52;145,52;145,52;;279,26;;279,26;;279,26;;;;;;;;;;
04.03.2020;22 - 23;125,69;142,62;142,62;142,62;207,38;142,62;350,31;350,31;103,07;103,07;103,07;142,62;142,62;142,62;;207,38;;207,38;;207,38;;;;;;;;;;
04.03.2020;23 - 00;115,88;138,29;138,29;138,29;138,29;138,29;328,62;328,62;101,31;101,31;101,31;138,29;138,29;138,29;;202,52;;202,52;;202,52;;;;;;;;;;
05.03.2020;00 - 01;114,14;136;136;136;136;136;311,8;311,8;102,29;102,29;102,29;136;136;136;;276,13;;276,13;;276,13;;;;;;;;;;
05.03.2020;01 - 02;113,32;139,1;139,1;139,1;139,1;139,1;299,84;299,84;101,46;101,46;101,46;139,1;139,1;139,1;;275,41;;275,41;;275,41;;;;;;;;;;
05.03.2020;02 - 03;113,21;139,3;139,3;139,3;139,3;139,3;292,32;292,32;101,15;101,15;101,15;139,3;139,3;139,3;;139,3;;139,3;;139,3;;;;;;;;;;
05.03.2020;03 - 04;115,9;141,88;141,88;141,88;141,88;141,88;295,1;295,1;101,46;101,46;101,46;141,88;141,88;141,88;;141,88;;141,88;;141,88;;;;;;;;;;
05.03.2020;04 - 05;123,01;145,28;145,28;145,28;302,94;145,28;304,28;304,28;102,18;102,18;102,18;145,28;145,28;145,28;;302,94;;302,94;;302,94;;;;;;;;;;
05.03.2020;05 - 06;125,28;141,98;141,98;141,98;317,48;316,24;325,31;317,48;104,04;104,04;104,04;141,98;141,98;141,98;;377,69;;377,69;;377,69;;;;;;;;;;
05.03.2020;06 - 07;128,06;141,88;141,88;201,06;398,62;328,71;390,89;398,62;104,45;104,45;104,45;141,88;141,88;141,88;;398,62;;398,62;;398,62;;;;;;;;;;
05.03.2020;07 - 08;167,35;146,73;146,73;470,28;470,28;470,28;470,28;470,28;109,92;109,92;109,92;146,73;146,73;146,73;;470,28;;470,28;;470,28;;;;;;;;;;
05.03.2020;08 - 09;202,1;149,1;149,1;563,39;563,39;563,39;563,39;563,39;111,87;111,87;111,87;149,1;149,1;149,1;;563,39;;563,39;;563,39;;;;;;;;;;
05.03.2020;09 - 10;187,56;149,2;149,2;513,28;513,28;513,28;513,28;513,28;109,81;109,81;109,81;149,2;149,2;149,2;;513,28;;513,28;;513,28;;;;;;;;;;
05.03.2020;10 - 11;152,81;149,3;149,3;433,99;433,99;433,99;433,99;433,99;107,23;107,23;107,23;149,3;149,3;149,3;;433,99;;433,99;;433,99;;;;;;;;;;
05.03.2020;11 - 12;146,73;149,41;149,41;422,65;422,65;422,65;422,65;422,65;105,58;105,58;105,58;149,41;149,41;149,41;;422,65;;422,65;;422,65;;;;;;;;;;
05.03.2020;12 - 13;146,11;148,27;148,27;432,75;432,75;432,75;432,75;432,75;104,14;104,14;104,14;148,27;148,27;148,27;;432,75;;432,75;;432,75;;;;;;;;;;
05.03.2020;13 - 14;143,01;147,34;147,34;417,7;417,7;417,7;417,7;417,7;102,9;102,9;102,9;147,34;147,34;147,34;;417,7;;417,7;;417,7;;;;;;;;;;
05.03.2020;14 - 15;140,13;146,42;146,42;391,2;391,2;391,2;391,2;391,2;102,29;102,29;102,29;146,42;146,42;146,42;;391,2;;391,2;;391,2;;;;;;;;;;
05.03.2020;15 - 16;140,85;148,48;148,48;378,93;378,93;378,93;378,93;378,93;102,29;102,29;102,29;148,48;148,48;148,48;;378,93;;378,93;;378,93;;;;;;;;;;
05.03.2020;16 - 17;142,09;147,96;147,96;381,82;381,82;381,82;381,82;381,82;103,01;103,01;103,01;147,96;147,96;147,96;;381,82;;381,82;;381,82;;;;;;;;;;
05.03.2020;17 - 18;144,66;148,07;148,07;411,1;411,1;411,1;401,2;411,1;104,14;104,14;104,14;148,07;148,07;148,07;;411,1;;411,1;;411,1;;;;;;;;;;
05.03.2020;18 - 19;149,82;147,96;147,96;536,89;536,89;536,89;380,48;536,89;105,28;105,28;105,28;147,96;147,96;147,96;;536,89;;536,89;;536,89;;;;;;;;;;
05.03.2020;19 - 20;182,71;171,78;171,78;369,34;369,34;369,34;369,34;369,34;108,88;108,88;108,88;171,78;171,78;171,78;;369,34;;369,34;;369,34;;;;;;;;;;
05.03.2020;20 - 21;164,67;160,13;160,13;311,8;311,8;311,8;311,8;311,8;108,68;108,68;108,68;160,13;160,13;160,13;;311,8;;311,8;;311,8;;;;;;;;;;
05.03.2020;21 - 22;149,61;159,2;159,2;263,96;263,96;263,96;287,16;287,16;107,34;107,34;107,34;159,2;159,2;159,2;;263,96;;263,96;;263,96;;;;;;;;;;
05.03.2020;22 - 23;141,05;153,43;153,43;153,43;185,7;185,7;277,37;277,37;106,1;106,1;106,1;153,43;153,43;153,43;;185,7;;185,7;;185,7;;;;;;;;;;
05.03.2020;23 - 00;131,77;141,88;141,88;141,88;141,88;141,88;260,87;260,87;104,97;104,97;104,97;141,88;141,88;141,88;;141,88;;141,88;;141,88;;;;;;;;;;
06.03.2020;00 - 01;143,27;159,95;159,95;159,95;159,95;159,95;254,32;254,32;106,49;106,49;106,49;159,95;159,95;159,95;;159,95;;159,95;;159,95;;;;;;;;;;
06.03.2020;01 - 02;140,78;154,98;154,98;154,98;154,98;154,98;237,85;237,85;104,73;104,73;104,73;154,98;154,98;154,98;;154,98;;154,98;;154,98;;;;;;;;;;
06.03.2020;02 - 03;140,58;155,29;155,29;155,29;155,29;155,29;191,23;191,23;104,32;104,32;104,32;155,29;155,29;155,29;;155,29;;155,29;;155,29;;;;;;;;;;
06.03.2020;03 - 04;140,37;158,29;158,29;158,29;158,29;158,29;161,5;161,5;104,53;104,53;104,53;158,29;158,29;158,29;;158,29;;158,29;;158,29;;;;;;;;;;
06.03.2020;04 - 05;143,79;160,88;160,88;160,88;160,88;175,18;160,88;160,88;105,46;105,46;105,46;160,88;160,88;160,88;;248,93;;248,93;;248,93;;;;;;;;;;
06.03.2020;05 - 06;141,92;165,96;165,96;165,96;165,96;256,08;165,96;165,96;109,5;109,5;109,5;165,96;165,96;165,96;;182,22;;182,22;;182,22;;;;;;;;;;
06.03.2020;06 - 07;149,8;152,9;152,9;298,35;298,35;298,35;298,35;298,35;114,57;114,57;114,57;152,9;152,9;152,9;;298,35;;298,35;;298,35;;;;;;;;;;
06.03.2020;07 - 08;201,49;164,92;164,92;346,1;346,1;444,62;346,1;346,1;144,2;144,2;144,2;164,92;164,92;164,92;;444,62;;444,62;;444,62;;;;;;;;;;
06.03.2020;08 - 09;267,89;190,61;190,61;371,9;371,9;456,95;371,9;371,9;269,03;269,03;269,03;190,61;190,61;190,61;;456,95;;456,95;;456,95;;;;;;;;;;
06.03.2020;09 - 10;228,84;201,8;201,8;363,61;363,61;454,88;363,61;363,61;145,03;145,03;145,03;201,8;201,8;201,8;;454,88;;454,88;;454,88;;;;;;;;;;
06.03.2020;10 - 11;206,15;195,58;195,58;359,26;359,26;417,69;359,26;359,26;124,93;124,93;124,93;195,58;195,58;195,58;;417,69;;417,69;;417,69;;;;;;;;;;
06.03.2020;11 - 12;178,08;182,12;182,12;364,23;364,23;421,11;364,23;364,23;113,43;113,43;113,43;182,12;182,12;182,12;;421,11;;421,11;;421,11;;;;;;;;;;
06.03.2020;12 - 13;175,18;163,88;163,88;324,14;324,14;407,74;324,14;324,14;112,19;112,19;112,19;163,88;163,88;163,88;;457,26;;457,26;;457,26;;;;;;;;;;
06.03.2020;13 - 14;149,69;155,49;155,49;190,61;190,61;407,33;190,61;190,61;110,02;110,02;110,02;155,49;155,49;155,49;;414,58;;414,58;;414,58;;;;;;;;;;
06.03.2020;14 - 15;142,85;151,14;151,14;154,46;154,46;322,9;154,46;154,46;108,77;108,77;108,77;151,14;151,14;151,14;;373,97;;373,97;;373,97;;;;;;;;;;
06.03.2020;15 - 16;139,23;147,93;147,93;165,44;165,44;269,13;165,44;165,44;107,12;107,12;107,12;147,93;147,93;147,93;;269,13;;269,13;;269,13;;;;;;;;;;
06.03.2020;16 - 17;140,89;144,82;144,82;206,46;206,46;290,68;206,46;206,46;107,94;107,94;107,94;144,82;144,82;144,82;;290,68;;290,68;;290,68;;;;;;;;;;
06.03.2020;17 - 18;147,52;143,68;143,68;353,87;353,87;407,33;353,87;353,87;109,91;109,91;109,91;143,68;143,68;143,68;;407,33;;407,33;;407,33;;;;;;;;;;
06.03.2020;18 - 19;157,46;144,31;144,31;386,4;386,4;513,3;386,4;386,4;111,88;111,88;111,88;144,31;144,31;144,31;;513,3;;513,3;;513,3;;;;;;;;;;
06.03.2020;19 - 20;153,11;149,8;149,8;275,35;275,35;275,35;345,59;345,59;111,16;111,16;111,16;149,8;149,8;149,8;;275,35;;275,35;;275,35;;;;;;;;;;
06.03.2020;20 - 21;144,2;151,87;151,87;151,87;332,22;151,87;332,22;332,22;109,6;109,6;109,6;151,87;151,87;151,87;;362,68;;362,68;;362,68;;;;;;;;;;
06.03.2020;21 - 22;138,92;144,72;144,72;144,72;144,72;175,49;328,49;328,49;107,63;107,63;107,63;144,72;144,72;144,72;;175,49;;175,49;;175,49;;;;;;;;;;
06.03.2020;22 - 23;134,46;143,58;143,58;143,58;143,58;143,58;315,96;315,96;106,18;106,18;106,18;143,58;143,58;143,58;;143,58;;143,58;;143,58;;;;;;;;;;
06.03.2020;23 - 00;123,59;134,15;134,15;134,15;134,15;134,15;295,65;295,65;105,46;105,46;105,46;134,15;134,15;134,15;;134,15;;134,15;;134,15;;;;;;;;;;
07.03.2020;00 - 01;133,58;133,48;133,48;133,48;133,48;133,48;324,89;324,89;113,46;113,46;113,46;133,48;133,48;133,48;;133,48;;133,48;;133,48;;;;;;;;;;
07.03.2020;01 - 02;129,6;130,86;130,86;130,86;130,86;130,86;267,16;267,16;109,9;109,9;109,9;130,86;130,86;130,86;;130,86;;130,86;;130,86;;;;;;;;;;
07.03.2020;02 - 03;128,87;130,75;130,75;130,75;130,75;130,75;256,79;256,79;109,38;109,38;109,38;130,75;130,75;130,75;;130,75;;130,75;;130,75;;;;;;;;;;
07.03.2020;03 - 04;129,39;131,8;131,8;131,8;131,8;131,8;251,76;251,76;108,96;108,96;108,96;131,8;131,8;131,8;;131,8;;131,8;;131,8;;;;;;;;;;
07.03.2020;04 - 05;132,74;135,26;135,26;135,26;135,26;135,26;256,37;256,37;109,17;109,17;109,17;135,26;135,26;135,26;;135,26;;135,26;;135,26;;;;;;;;;;
07.03.2020;05 - 06;126,46;127,82;127,82;127,82;127,82;127,82;255,74;255,74;110,11;110,11;110,11;127,82;127,82;127,82;;127,82;;127,82;;127,82;;;;;;;;;;
07.03.2020;06 - 07;130,44;135,36;135,36;135,36;135,36;135,36;275,02;275,02;107,7;107,7;107,7;135,36;135,36;135,36;;135,36;;135,36;;135,36;;;;;;;;;;
07.03.2020;07 - 08;139,34;140,18;140,18;140,18;240,76;204,51;318,5;318,5;108,02;108,02;108,02;140,18;140,18;140,18;;240,76;;240,76;;240,76;;;;;;;;;;
07.03.2020;08 - 09;150,76;147,31;147,31;147,31;293,98;230,28;351,81;351,81;109,9;109,9;109,9;147,31;147,31;147,31;;293,98;;293,98;;293,98;;;;;;;;;;
07.03.2020;09 - 10;161,66;155,58;155,58;155,58;357,89;240,55;366,69;366,69;114,51;114,51;113,36;155,58;155,58;155,58;;357,89;;357,89;;357,89;;;;;;;;;;
07.03.2020;10 - 11;158,73;155,79;155,79;155,79;310,85;256,16;318,5;318,5;111,06;111,06;111,06;155,79;155,79;155,79;;310,85;;310,85;;310,85;;;;;;;;;;
07.03.2020;11 - 12;153,07;153,49;153,49;153,49;287,38;260,35;294,4;294,4;108,96;108,96;108,96;153,49;153,49;153,49;;293,67;;293,67;;293,67;;;;;;;;;;
07.03.2020;12 - 13;146,68;149,71;149,71;149,71;266,64;264,75;273,24;273,24;107,28;107,28;107,28;149,71;149,71;149,71;;293,56;;293,56;;293,56;;;;;;;;;;
07.03.2020;13 - 14;143,74;146,26;146,26;146,26;256,26;282,35;262,55;262,55;106,13;106,13;106,13;146,26;146,26;146,26;;293,56;;293,56;;293,56;;;;;;;;;;
07.03.2020;14 - 15;141,44;144,79;144,79;144,79;255,01;285,91;261,29;261,29;105,29;105,29;105,29;144,79;144,79;144,79;;293,46;;293,46;;293,46;;;;;;;;;;
07.03.2020;15 - 16;140,5;145,63;145,63;145,63;255,64;244,11;261,92;261,92;104,98;104,98;104,98;145,63;145,63;145,63;;293,56;;293,56;;293,56;;;;;;;;;;
07.03.2020;16 - 17;142,17;146,89;146,89;146,89;302,05;240,34;309,49;309,49;105,61;105,61;105,61;146,89;146,89;146,89;;302,05;;302,05;;302,05;;;;;;;;;;
07.03.2020;17 - 18;154,01;152,02;152,02;167,42;365,96;313,26;374,97;374,97;107,18;107,18;107,18;152,02;152,02;152,02;;365,96;;365,96;;365,96;;;;;;;;;;
07.03.2020;18 - 19;166,16;149,3;149,3;396,76;396,76;396,76;404,93;404,93;108,75;108,75;108,75;149,3;149,3;149,3;;396,76;;396,76;;396,76;;;;;;;;;;
07.03.2020;19 - 20;150,24;145,21;145,21;172,87;408,49;244,22;418,55;418,55;108,23;108,23;108,23;145,21;145,21;145,21;;408,49;;408,49;;408,49;;;;;;;;;;
07.03.2020;20 - 21;141,86;137,25;137,25;137,25;357,89;229,86;366,69;366,69;110,95;110,95;110,95;137,25;137,25;137,25;;357,89;;357,89;;357,89;;;;;;;;;;
07.03.2020;21 - 22;140,7;136,2;136,2;136,2;240,55;235,73;284,66;284,66;111,37;111,37;111,37;136,2;136,2;136,2;;240,55;;240,55;;240,55;;;;;;;;;;
07.03.2020;22 - 23;128,87;130,65;130,65;130,65;174,96;174,96;193,3;193,3;108,54;108,54;108,54;130,65;130,65;130,65;;174,96;;174,96;;174,96;;;;;;;;;;
07.03.2020;23 - 00;118,6;125,62;125,62;125,62;125,62;125,83;125,62;125,62;106,65;106,65;106,65;125,62;125,62;125,62;;125,83;;125,83;;125,83;;;;;;;;;;
