Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;EE;LV;LV;LT;LT;AT;AT;BE;BE;DE-LU;DE-LU;FR;FR;NL;NL
22.01.2019;22 - 23;533,42;537,8;537,8;537,8;537,8;537,8;533,71;537,8;537,8;533,71;537,8;537,8;537,8;511,9;;537,8;;537,8;;537,8;;;;;;;;;;
22.01.2019;23 - 00;516,38;519,01;519,01;519,01;519,01;519,01;519,01;519,01;519,01;519,01;519,01;519,01;519,01;510,05;;519,01;;519,01;;519,01;;;;;;;;;;
23.01.2019;00 - 01;514,96;519,55;519,55;519,55;519,55;519,55;519,55;519,55;519,55;519,55;519,55;519,55;519,55;497,38;;519,55;;519,55;;519,55;;;;;;;;;;
23.01.2019;01 - 02;508,91;513,89;513,89;513,89;513,89;513,89;513,89;513,89;513,89;513,89;513,89;513,89;513,89;496,11;;513,89;;513,89;;513,89;;;;;;;;;;
23.01.2019;02 - 03;505;509,2;509,2;509,2;509,2;509,2;509,2;509,2;509,2;509,2;509,2;509,2;509,2;495,04;;509,2;;509,2;;509,2;;;;;;;;;;
23.01.2019;03 - 04;497,97;499,92;499,92;499,92;499,92;499,92;499,92;499,92;499,92;499,92;499,92;499,92;499,92;495,04;;499,92;;499,92;;499,92;;;;;;;;;;
23.01.2019;04 - 05;504,9;508,52;508,52;508,52;508,52;508,52;498,26;508,52;508,52;508,52;508,52;508,52;508,52;495,33;;508,52;;508,52;;508,52;;;;;;;;;;
23.01.2019;05 - 06;534,98;543,77;543,77;543,77;543,77;543,77;537,62;543,77;535,86;535,86;535,86;543,77;543,77;496,7;;543,77;;543,77;;543,77;;;;;;;;;;
23.01.2019;06 - 07;570,04;609,69;609,69;609,69;609,69;609,69;586,55;609,69;578,05;578,05;578,05;528,15;528,15;499,34;;609,69;;609,69;;609,69;;;;;;;;;;
23.01.2019;07 - 08;675,32;776,2;776,2;776,2;776,2;776,2;776,2;776,2;776,2;776,2;776,2;546,02;546,02;503,83;;776,2;;776,2;;776,2;;;;;;;;;;
23.01.2019;08 - 09;751,4;863,12;863,12;863,12;863,12;863,12;863,12;863,12;863,12;863,12;863,12;555,39;555,39;505,1;;863,12;;863,12;;863,12;;;;;;;;;;
23.01.2019;09 - 10;708,04;821,32;821,32;821,32;821,32;821,32;821,32;821,32;821,32;821,32;821,32;564,57;564,57;505,2;;821,32;;821,32;;821,32;;;;;;;;;;
23.01.2019;10 - 11;705,2;833,53;833,53;833,53;833,53;833,53;833,53;833,53;833,53;833,53;833,53;555,49;555,49;505,49;;833,53;;833,53;;833,53;;;;;;;;;;
23.01.2019;11 - 12;695,14;803,25;803,25;803,25;839,49;803,25;803,25;839,49;803,25;803,25;803,25;550,9;550,9;506,07;;803,25;;803,25;;839,49;;;;;;;;;;
23.01.2019;12 - 13;659,99;747,1;747,1;747,1;758,33;747,1;747,1;758,33;747,1;747,1;747,1;543,09;543,09;505,88;;747,1;;747,1;;758,33;;;;;;;;;;
23.01.2019;13 - 14;642,7;693,09;693,09;693,09;746,12;693,09;693,09;746,12;647;647;647;538,11;538,11;505,78;;693,09;;746,12;;746,12;;;;;;;;;;
23.01.2019;14 - 15;638,31;672,39;672,39;672,39;815,75;672,39;672,39;815,75;672,39;672,39;672,39;545,24;545,24;506,27;;672,39;;746,9;;815,75;;;;;;;;;;
23.01.2019;15 - 16;650,51;728,35;728,35;728,35;808,92;728,35;728,35;808,92;728,35;728,35;728,35;548,95;548,95;506,17;;728,35;;747,1;;808,92;;;;;;;;;;
23.01.2019;16 - 17;689,19;803,16;803,16;803,16;809,8;803,16;803,16;809,8;803,16;803,16;803,16;548,36;548,36;505,88;;803,16;;803,16;;809,8;;;;;;;;;;
23.01.2019;17 - 18;710,38;856,97;856,97;856,97;857,94;856,97;856,97;857,94;850,91;850,91;850,91;547,48;547,48;504,9;;856,97;;856,97;;857,94;;;;;;;;;;
23.01.2019;18 - 19;692,12;830,4;830,4;830,4;830,4;830,4;830,4;830,4;830,4;830,4;830,4;538,01;538,01;504,41;;830,4;;830,4;;830,4;;;;;;;;;;
23.01.2019;19 - 20;586,55;607,93;607,93;607,93;607,93;607,93;607,93;607,93;607,93;607,93;607,93;533,71;533,71;504,22;;607,93;;607,93;;607,93;;;;;;;;;;
23.01.2019;20 - 21;563,4;567,01;567,01;567,01;567,01;567,01;567,01;567,01;567,01;567,01;567,01;567,01;567,01;503,44;;567,01;;567,01;;567,01;;;;;;;;;;
23.01.2019;21 - 22;556,95;562,03;562,03;562,03;562,03;562,03;562,03;562,03;562,03;562,03;562,03;562,03;562,03;502,27;;562,03;;562,03;;562,03;;;;;;;;;;
23.01.2019;22 - 23;551,68;555;555;555;555;555;555;555;555;555;555;555;555;501,78;;555;;555;;555;;;;;;;;;;
23.01.2019;23 - 00;534,4;536,74;536,74;536,74;536,74;536,74;536,74;536,74;536,74;536,74;536,74;536,74;536,74;499,82;;536,74;;536,74;;536,74;;;;;;;;;;
24.01.2019;00 - 01;544,64;546,78;546,78;546,78;546,78;546,78;546,78;546,78;546,78;546,78;546,78;546,78;546,78;505,18;;546,78;;546,78;;546,78;;;;;;;;;;
24.01.2019;01 - 02;542,49;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;504;;545,03;;545,03;;545,03;;;;;;;;;;
24.01.2019;02 - 03;540,14;542,78;542,78;542,78;542,78;542,78;542,78;542,78;542,78;542,78;542,78;542,78;542,78;503,32;;542,78;;542,78;;542,78;;;;;;;;;;
24.01.2019;03 - 04;537,9;540,44;540,44;540,44;540,44;540,44;540,44;540,44;540,44;540,44;540,44;540,44;540,44;503,32;;540,44;;540,44;;540,44;;;;;;;;;;
24.01.2019;04 - 05;542,49;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;545,03;503,61;;545,03;;545,03;;545,03;;;;;;;;;;
24.01.2019;05 - 06;566,81;586,54;586,54;586,54;586,54;586,54;586,54;586,54;581,26;581,26;581,26;529,2;529,2;504,49;;586,54;;586,54;;586,54;;;;;;;;;;
24.01.2019;06 - 07;603,53;742,13;742,13;742,13;742,13;742,13;742,13;742,13;600,9;600,9;600,9;514,75;514,75;506,35;;742,13;;742,13;;742,13;;;;;;;;;;
24.01.2019;07 - 08;754,44;944,52;944,52;944,52;944,52;944,52;944,52;944,52;936,7;936,7;936,7;533,6;533,6;511,72;;944,52;;944,52;;944,52;;;;;;;;;;
24.01.2019;08 - 09;822,52;936,02;936,02;1069,05;1069,05;1069,05;1069,05;1069,05;1069,05;1069,05;1069,05;543,66;543,66;519,44;;1069,05;;1069,05;;1069,05;;;;;;;;;;
24.01.2019;09 - 10;829,94;1051,67;1051,67;1051,67;1060,36;1051,67;1051,67;1060,36;1051,67;1051,67;1051,67;539,36;539,36;519,53;;1051,67;;1051,67;;1060,36;;;;;;;;;;
24.01.2019;10 - 11;808,07;957,8;957,8;957,8;1003,71;957,8;957,8;1003,71;957,8;957,8;957,8;540,24;540,24;520,9;;957,8;;957,8;;1003,71;;;;;;;;;;
24.01.2019;11 - 12;809,73;980,36;980,36;980,36;988,47;980,36;980,36;988,47;980,36;980,36;980,36;538,68;538,68;520,41;;980,36;;980,36;;988,47;;;;;;;;;;
24.01.2019;12 - 13;796,93;929,67;929,67;929,67;937,39;929,67;929,67;937,39;929,67;929,67;929,67;538,19;538,19;523,44;;929,67;;929,67;;937,39;;;;;;;;;;
24.01.2019;13 - 14;771,24;875,85;875,85;875,85;883,08;875,85;875,85;883,08;875,85;875,85;875,85;536,72;536,72;523,44;;875,85;;875,85;;883,08;;;;;;;;;;
24.01.2019;14 - 15;710,88;856,61;856,61;856,61;856,61;856,61;856,61;856,61;849,67;849,67;849,67;534,67;534,67;520,71;;856,61;;856,61;;856,61;;;;;;;;;;
24.01.2019;15 - 16;711,56;862,27;862,27;862,27;862,27;862,27;862,27;862,27;855,14;855,14;855,14;536,24;536,24;517,87;;862,27;;862,27;;862,27;;;;;;;;;;
24.01.2019;16 - 17;751,61;928,01;928,01;928,01;928,01;928,01;928,01;928,01;898,32;898,32;898,32;537,41;537,41;516,8;;928,01;;928,01;;928,01;;;;;;;;;;
24.01.2019;17 - 18;800,15;952,72;952,72;1043,36;1043,36;1043,36;1043,36;1043,36;1009,96;1009,96;1009,96;535,55;535,55;514,45;;1043,36;;1043,36;;1043,36;;;;;;;;;;
24.01.2019;18 - 19;760,6;903,49;903,49;979,58;979,58;979,58;979,58;979,58;979,58;979,58;979,58;531,94;531,94;513,48;;979,58;;979,58;;979,58;;;;;;;;;;
24.01.2019;19 - 20;613,89;716,74;716,74;716,74;716,74;716,74;716,74;716,74;716,74;716,74;716,74;528,13;528,13;512,21;;716,74;;716,74;;716,74;;;;;;;;;;
24.01.2019;20 - 21;581,56;589,47;589,47;589,47;589,47;589,47;589,47;589,47;589,47;589,47;589,47;589,47;589,47;511,62;;589,47;;589,47;;589,47;;;;;;;;;;
24.01.2019;21 - 22;574,92;583,61;583,61;583,61;583,61;583,61;583,61;583,61;583,61;583,61;583,61;583,61;583,61;510,06;;583,61;;583,61;;583,61;;;;;;;;;;
24.01.2019;22 - 23;564,07;570,91;570,91;570,91;570,91;570,91;570,91;570,91;570,91;570,91;570,91;570,91;570,91;509,67;;570,91;;570,91;;570,91;;;;;;;;;;
24.01.2019;23 - 00;553,82;558,6;558,6;558,6;558,6;558,6;558,6;558,6;558,6;558,6;558,6;558,6;558,6;507,42;;558,6;;558,6;;558,6;;;;;;;;;;
25.01.2019;00 - 01;555,33;557,47;557,47;557,47;557,47;557,47;557,17;557,47;557,47;557,47;557,47;557,47;557,47;509,13;;557,47;;557,47;;557,47;;;;;;;;;;
25.01.2019;01 - 02;547,64;549,2;549,2;549,2;549,2;549,2;549,2;549,2;549,2;549,2;549,2;549,2;549,2;505,14;;549,2;;549,2;;549,2;;;;;;;;;;
25.01.2019;02 - 03;540,06;544,14;544,14;544,14;544,14;544,14;544,14;544,14;544,14;544,14;544,14;544,14;544,14;502,32;;544,14;;544,14;;544,14;;;;;;;;;;
25.01.2019;03 - 04;534,71;539,18;539,18;539,18;539,18;539,18;539,18;539,18;539,18;539,18;539,18;539,18;539,18;502,13;;539,18;;539,18;;539,18;;;;;;;;;;
25.01.2019;04 - 05;533,44;537,63;537,63;537,63;537,63;537,63;537,63;537,63;537,63;537,63;537,63;537,63;537,63;502,32;;537,63;;537,63;;537,63;;;;;;;;;;
25.01.2019;05 - 06;556,59;573,61;573,61;573,61;573,61;573,61;573,61;573,61;560,29;560,29;560,29;528,68;528,68;503;;573,61;;573,61;;573,61;;;;;;;;;;
25.01.2019;06 - 07;595,3;674,85;674,85;674,85;674,85;674,85;674,85;674,85;598,9;598,9;598,9;518,95;518,95;503,98;;674,85;;674,85;;674,85;;;;;;;;;;
25.01.2019;07 - 08;676,31;821,61;821,61;821,61;821,61;821,61;821,61;821,61;795,35;795,35;795,35;539,96;539,96;508,74;;821,61;;821,61;;821,61;;;;;;;;;;
25.01.2019;08 - 09;747,7;913,22;913,22;913,22;920,71;913,22;913,22;920,71;913,22;913,22;913,22;551,53;551,53;515,35;;913,22;;913,22;;920,71;;;;;;;;;;
25.01.2019;09 - 10;726,79;881,62;881,62;881,62;888,91;881,62;881,62;888,91;881,62;881,62;881,62;543,66;543,66;517,1;;881,62;;881,62;;888,91;;;;;;;;;;
25.01.2019;10 - 11;679,72;806,83;806,83;806,83;806,83;806,83;806,83;806,83;800,21;800,21;800,21;537,82;537,82;516,52;;806,83;;806,83;;806,83;;;;;;;;;;
25.01.2019;11 - 12;651,8;758,59;758,59;758,59;758,59;758,59;758,59;758,59;734,28;734,28;734,28;534,71;534,71;513,6;;758,59;;758,59;;758,59;;;;;;;;;;
25.01.2019;12 - 13;610,37;671,64;671,64;671,64;698,39;671,64;671,64;698,39;671,64;671,64;671,64;532,37;532,37;512,34;;671,64;;698,39;;698,39;;;;;;;;;;
25.01.2019;13 - 14;599,48;633,32;633,32;633,32;679,52;633,32;633,32;679,52;633,32;633,32;633,32;530,72;530,72;511,95;;633,32;;679,52;;679,52;;;;;;;;;;
25.01.2019;14 - 15;591,41;609,3;609,3;609,3;667,56;609,3;609,3;667,56;609,3;609,3;609,3;528,87;528,87;512,83;;609,3;;667,56;;667,56;;;;;;;;;;
25.01.2019;15 - 16;591,02;605,12;605,12;605,12;637,8;630,12;605,12;637,8;605,12;605,12;605,12;529,94;529,94;512,83;;630,12;;637,8;;637,8;;;;;;;;;;
25.01.2019;16 - 17;597,24;632,94;632,94;632,94;632,94;632,94;612,71;632,94;612,71;612,71;612,71;530,43;530,43;510,78;;632,94;;632,94;;632,94;;;;;;;;;;
25.01.2019;17 - 18;602,79;648,98;648,98;648,98;689,25;648,98;648,4;689,25;648,4;648,4;648,4;529,46;529,46;508,74;;648,98;;689,25;;689,25;;;;;;;;;;
25.01.2019;18 - 19;585,67;617,37;617,37;617,37;697,71;617,37;637,99;697,71;597,92;597,92;597,92;526,44;526,44;507,48;;617,37;;697,71;;697,71;;;;;;;;;;
25.01.2019;19 - 20;551,63;557,08;557,08;557,08;557,08;557,08;557,08;557,08;557,08;551,92;557,08;516,52;516,52;505,92;;557,08;;557,08;;557,08;;;;;;;;;;
25.01.2019;20 - 21;533,54;539,08;539,08;539,08;539,08;539,08;493,86;539,08;539,08;539,08;539,08;539,08;539,08;505,14;;539,08;;539,08;;539,08;;;;;;;;;;
25.01.2019;21 - 22;525,57;528,68;528,68;528,68;528,68;528,68;528,68;528,68;528,68;528,68;528,68;528,68;528,68;504,46;;528,68;;528,68;;528,68;;;;;;;;;;
25.01.2019;22 - 23;518,37;521,19;521,19;521,19;521,19;521,19;521,19;521,19;521,19;521,19;521,19;521,19;521,19;504,36;;521,19;;521,19;;521,19;;;;;;;;;;
25.01.2019;23 - 00;506,8;509,13;509,13;509,13;509,13;509,13;509,13;509,13;509,13;509,13;509,13;509,13;509,13;503,2;;509,13;;509,13;;509,13;;;;;;;;;;
26.01.2019;00 - 01;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;504,04;;504,04;;504,04;;504,04;;;;;;;;;;
26.01.2019;01 - 02;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;;500,25;;500,25;;500,25;;;;;;;;;;
26.01.2019;02 - 03;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;495,01;;495,01;;495,01;;495,01;;;;;;;;;;
26.01.2019;03 - 04;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;493,74;;493,74;;493,74;;493,74;;;;;;;;;;
26.01.2019;04 - 05;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;500,25;499,38;;500,25;;500,25;;500,25;;;;;;;;;;
26.01.2019;05 - 06;502,39;505,01;505,01;505,01;505,01;505,01;505,01;505,01;505,01;505,01;505,01;505,01;505,01;496,27;;505,01;;505,01;;505,01;;;;;;;;;;
26.01.2019;06 - 07;506,46;509,18;509,18;509,18;509,18;509,18;509,18;509,18;509,18;509,18;509,18;509,18;509,18;497,63;;509,18;;509,18;;509,18;;;;;;;;;;
26.01.2019;07 - 08;515,59;518,02;518,02;518,02;518,02;518,02;518,02;518,02;518,02;518,02;518,02;518,02;518,02;499,18;;518,02;;518,02;;518,02;;;;;;;;;;
26.01.2019;08 - 09;522,58;524,23;524,23;524,23;524,23;524,23;524,23;524,23;524,23;524,23;524,23;524,23;524,23;500,64;;524,23;;524,23;;524,23;;;;;;;;;;
26.01.2019;09 - 10;544,04;546,47;546,47;546,47;546,47;546,47;546,47;546,47;546,47;546,47;546,47;546,47;546,47;502,48;;546,47;;546,47;;546,47;;;;;;;;;;
26.01.2019;10 - 11;562,29;569,19;569,19;569,19;569,19;570,16;569,19;569,19;569,19;569,19;569,19;569,19;569,19;503,74;;570,16;;570,16;;570,16;;;;;;;;;;
26.01.2019;11 - 12;566,18;574,63;574,63;574,63;574,63;574,63;574,63;574,63;574,63;574,63;574,63;574,63;574,63;504,42;;574,63;;574,63;;574,63;;;;;;;;;;
26.01.2019;12 - 13;548,41;550,74;550,74;550,74;550,74;550,74;550,74;550,74;550,74;550,74;550,74;550,74;550,74;504,91;;550,74;;550,74;;550,74;;;;;;;;;;
26.01.2019;13 - 14;545,11;545,3;545,3;545,3;545,3;545,3;557,73;545,3;545,3;545,3;545,3;545,3;545,3;505,3;;545,3;;545,3;;545,3;;;;;;;;;;
26.01.2019;14 - 15;526,66;530,25;530,25;530,25;530,25;530,25;517,73;530,25;530,25;530,25;530,25;530,25;530,25;506,37;;530,25;;530,25;;530,25;;;;;;;;;;
26.01.2019;15 - 16;523,84;525,3;525,3;525,3;525,3;525,3;525,3;525,3;525,3;525,3;525,3;525,3;525,3;507,43;;525,3;;525,3;;525,3;;;;;;;;;;
26.01.2019;16 - 17;536,08;535,69;535,69;535,69;535,69;610,75;525,98;535,69;535,69;525,98;535,69;535,69;535,69;507,24;;610,75;;610,75;;610,75;;;;;;;;;;
26.01.2019;17 - 18;549,87;550,84;550,84;550,84;550,84;648,23;543,26;550,84;550,84;543,26;550,84;550,84;550,84;507,14;;648,23;;648,23;;648,23;;;;;;;;;;
26.01.2019;18 - 19;553,65;562,39;562,39;562,39;562,39;615,99;562,39;562,39;552,1;544,33;552,1;552,1;552,1;506,17;;615,99;;615,99;;615,99;;;;;;;;;;
26.01.2019;19 - 20;533,84;535,11;535,11;535,11;535,11;535,11;522,19;535,11;535,11;535,11;535,11;535,11;535,11;504,81;;535,11;;535,11;;535,11;;;;;;;;;;
26.01.2019;20 - 21;514,72;515,2;515,2;515,2;515,2;515,2;510,06;515,2;515,2;515,2;515,2;515,2;515,2;503,84;;515,2;;515,2;;515,2;;;;;;;;;;
26.01.2019;21 - 22;508,7;508,99;508,99;508,99;508,99;508,99;436,84;508,99;508,99;508,99;508,99;508,99;508,99;502,77;;508,99;;508,99;;508,99;;;;;;;;;;
26.01.2019;22 - 23;503,74;504,13;504,13;504,13;504,13;504,13;426,26;504,13;504,13;504,13;504,13;504,13;504,13;501,71;;504,13;;504,13;;504,13;;;;;;;;;;
26.01.2019;23 - 00;493,35;496,56;496,56;496,56;496,56;496,56;366,54;496,56;496,56;496,56;496,56;496,56;496,56;496,56;;496,56;;496,56;;496,56;;;;;;;;;;
27.01.2019;00 - 01;499,34;500,5;500,5;500,5;500,5;500,5;442,17;500,5;500,5;500,5;500,5;500,5;500,5;500,5;;500,5;;500,5;;500,5;;;;;;;;;;
27.01.2019;01 - 02;493,21;496,03;496,03;496,03;496,03;496,03;393,36;393,36;496,03;496,03;496,03;496,03;496,03;496,03;;496,03;;496,03;;496,03;;;;;;;;;;
27.01.2019;02 - 03;488,16;493,02;493,02;493,02;493,02;493,02;202,52;202,52;493,02;493,02;493,02;493,02;493,02;493,02;;493,02;;493,02;;493,02;;;;;;;;;;
27.01.2019;03 - 04;487,28;492,53;492,53;492,53;492,53;492,53;195,03;195,03;492,53;492,53;492,53;492,53;492,53;492,53;;492,53;;492,53;;492,53;;;;;;;;;;
27.01.2019;04 - 05;487,09;493,5;493,5;493,5;493,5;493,5;163,14;163,14;493,5;493,5;493,5;493,5;493,5;493,5;;493,5;;493,5;;493,5;;;;;;;;;;
27.01.2019;05 - 06;488,35;494,28;494,28;494,28;494,28;494,28;258,42;258,42;494,28;494,28;494,28;494,28;494,28;494,28;;494,28;;494,28;;494,28;;;;;;;;;;
27.01.2019;06 - 07;495,25;499,73;499,73;499,73;499,73;499,73;375,38;375,38;499,73;499,73;499,73;499,73;499,73;499,73;;499,73;;499,73;;499,73;;;;;;;;;;
27.01.2019;07 - 08;498,17;500,31;500,31;500,31;500,31;500,31;438,48;500,31;500,31;500,31;500,31;500,31;500,31;500,31;;500,31;;500,31;;500,31;;;;;;;;;;
27.01.2019;08 - 09;498,95;500,21;500,21;500,21;500,21;500,21;444,11;500,21;500,21;500,21;500,21;500,21;500,21;500,21;;500,21;;500,21;;500,21;;;;;;;;;;
27.01.2019;09 - 10;501,38;502,25;502,25;502,25;502,25;502,25;444,11;502,25;502,25;502,25;502,25;502,25;502,25;502,25;;502,25;;502,25;;502,25;;;;;;;;;;
27.01.2019;10 - 11;510,52;511,49;511,49;511,49;511,49;511,49;491,85;511,49;511,49;511,49;511,49;511,49;511,49;507,99;;511,49;;511,49;;511,49;;;;;;;;;;
27.01.2019;11 - 12;511,2;511,78;511,78;511,78;511,78;511,78;511;511,78;511,78;511,78;511,78;511,78;511,78;509,06;;511,78;;511,78;;511,78;;;;;;;;;;
27.01.2019;12 - 13;507,7;507,99;507,99;507,99;507,99;507,99;507,99;507,99;507,99;507,99;507,99;507,99;507,99;507,99;;507,99;;507,99;;507,99;;;;;;;;;;
27.01.2019;13 - 14;505,75;505,95;505,95;505,95;505,95;505,95;505,95;505,95;505,95;505,95;505,95;505,95;505,95;505,95;;505,95;;505,95;;505,95;;;;;;;;;;
27.01.2019;14 - 15;505,85;506,05;506,05;506,05;506,05;506,05;506,05;506,05;506,05;506,05;506,05;506,05;506,05;506,05;;506,05;;506,05;;506,05;;;;;;;;;;
27.01.2019;15 - 16;507,21;507,21;507,21;507,21;507,21;510,42;507,21;507,21;507,21;507,21;507,21;507,21;507,21;507,21;;510,42;;510,42;;507,21;;;;;;;;;;
27.01.2019;16 - 17;521,89;520,05;520,05;520,05;520,05;571,87;520,05;520,05;520,05;520,05;520,05;520,05;520,05;512,85;;571,87;;571,87;;520,05;;;;;;;;;;
27.01.2019;17 - 18;529,09;528,02;528,02;528,02;528,02;593,55;528,02;528,02;528,02;528,02;528,02;528,02;528,02;512,56;;593,55;;593,55;;528,02;;;;;;;;;;
27.01.2019;18 - 19;529,67;528,7;528,7;528,7;528,7;583,73;528,7;528,7;528,7;528,7;528,7;528,7;528,7;512,17;;583,73;;583,73;;528,7;;;;;;;;;;
27.01.2019;19 - 20;527,63;527,53;527,53;527,53;527,53;553,49;527,53;527,53;527,53;527,53;527,53;527,53;527,53;512,17;;553,49;;553,49;;527,53;;;;;;;;;;
27.01.2019;20 - 21;520,73;521,21;521,21;521,21;521,21;521,21;521,21;521,21;521,21;521,21;521,21;521,21;521,21;511,88;;521,21;;521,21;;521,21;;;;;;;;;;
27.01.2019;21 - 22;513,14;513,34;513,34;513,34;513,34;519,46;513,34;513,34;513,34;513,34;513,34;513,34;513,34;511,88;;519,46;;519,46;;513,34;;;;;;;;;;
27.01.2019;22 - 23;510,23;510,42;510,42;510,42;510,42;510,42;510,42;510,42;510,42;510,42;510,42;510,42;510,42;510,42;;510,42;;510,42;;437,02;;;;;;;;;;
27.01.2019;23 - 00;500,89;500,99;500,99;500,99;500,99;500,99;500,99;500,99;500,99;500,99;500,99;500,99;500,99;500,99;;500,99;;500,99;;476,59;;;;;;;;;;
28.01.2019;00 - 01;496,42;496,03;496,03;496,03;496,03;496,03;496,03;496,03;496,03;496,03;496,03;496,03;496,03;496,03;;496,03;;496,03;;496,03;;;;;;;;;;
28.01.2019;01 - 02;492,43;491,07;491,07;491,07;491,07;491,07;491,07;491,07;491,07;491,07;491,07;491,07;491,07;491,07;;491,07;;491,07;;491,07;;;;;;;;;;
28.01.2019;02 - 03;490,59;489,23;489,23;489,23;489,23;489,23;489,23;489,23;489,23;489,23;489,23;489,23;489,23;489,23;;489,23;;489,23;;489,23;;;;;;;;;;
28.01.2019;03 - 04;491,46;489,91;489,91;489,91;489,91;489,91;489,91;489,91;489,91;489,91;489,91;489,91;489,91;489,91;;489,91;;489,91;;489,91;;;;;;;;;;
28.01.2019;04 - 05;496,23;495,55;495,55;495,55;495,55;495,55;495,55;495,55;495,55;495,55;495,55;495,55;495,55;495,55;;495,55;;495,55;;495,55;;;;;;;;;;
28.01.2019;05 - 06;522,18;520,82;520,82;520,82;520,82;572,16;520,82;520,82;520,82;520,82;520,82;520,82;520,82;504,78;;572,16;;572,16;;520,82;;;;;;;;;;
28.01.2019;06 - 07;536,87;536,09;536,09;536,09;536,09;626,41;516,16;536,09;536,09;536,09;536,09;519,75;519,75;507,89;;622,71;;622,71;;622,71;;;;;;;;;;
28.01.2019;07 - 08;599,87;602,69;602,69;602,69;622,62;681,05;622,62;622,62;602,69;602,69;602,69;539;539;512,56;;681,05;;681,05;;681,05;;;;;;;;;;
28.01.2019;08 - 09;611,05;594,71;594,71;630,78;630,78;647,51;630,78;630,78;630,78;630,78;630,78;553,49;553,49;515,09;;647,51;;647,51;;647,51;;;;;;;;;;
28.01.2019;09 - 10;602,2;601,81;601,81;601,81;604,73;648,48;604,73;604,73;601,81;601,81;601,81;553,88;553,88;519,75;;648,48;;648,48;;648,48;;;;;;;;;;
28.01.2019;10 - 11;572,16;567,59;567,59;567,59;567,59;648,48;567,59;567,59;567,59;562,44;567,59;550,57;550,57;518,59;;648,48;;648,48;;648,48;;;;;;;;;;
28.01.2019;11 - 12;561,27;557,09;557,09;557,09;557,09;661,89;543,67;557,09;557,09;551,74;557,09;542,99;542,99;514,89;;661,89;;661,89;;661,89;;;;;;;;;;
28.01.2019;12 - 13;553,3;553,49;553,49;553,49;553,49;665,59;540,27;553,49;553,49;540,27;553,49;550,18;550,18;514,12;;665,59;;665,59;;665,59;;;;;;;;;;
28.01.2019;13 - 14;550,48;553,2;553,2;553,2;553,2;661,8;539,1;553,2;553,2;539,1;553,2;546,39;546,39;514,02;;661,8;;661,8;;661,8;;;;;;;;;;
28.01.2019;14 - 15;551,93;557,77;557,77;557,77;557,77;647,12;537,16;557,77;557,77;537,16;557,77;547,27;547,27;513,92;;647,12;;647,12;;647,12;;;;;;;;;;
28.01.2019;15 - 16;553,68;563,89;563,89;563,89;563,89;644,01;536,09;563,89;563,89;536,09;563,89;555,24;555,24;513,82;;644,01;;644,01;;644,01;;;;;;;;;;
28.01.2019;16 - 17;561,37;580,13;580,13;580,13;580,13;665,2;536,48;580,13;580,13;538,71;580,13;567,69;567,69;512,75;;665,2;;665,2;;665,2;;;;;;;;;;
28.01.2019;17 - 18;594,52;596,75;596,75;596,75;596,75;665,69;591,41;596,75;596,75;589,07;596,75;561,56;561,56;512,66;;665,69;;665,69;;665,69;;;;;;;;;;
28.01.2019;18 - 19;578,57;579,84;579,84;579,84;579,84;647,6;579,84;579,84;579,84;578,48;579,84;547,56;547,56;510,23;;647,6;;647,6;;647,6;;;;;;;;;;
28.01.2019;19 - 20;544,06;548,73;548,73;548,73;548,73;548,73;539,49;548,73;548,73;540,85;548,73;541,14;541,14;509,84;;548,73;;548,73;;548,73;;;;;;;;;;
28.01.2019;20 - 21;535,7;536,38;536,38;536,38;536,38;536,38;536,38;536,38;536,38;536,38;536,38;536,38;536,38;509,25;;536,38;;536,38;;536,38;;;;;;;;;;
28.01.2019;21 - 22;532,1;532,68;532,68;532,68;532,68;532,68;532,68;532,68;532,68;532,68;532,68;532,68;532,68;508,18;;532,68;;532,68;;532,68;;;;;;;;;;
28.01.2019;22 - 23;521,02;521,89;521,89;521,89;521,89;521,89;521,89;521,89;521,89;521,89;521,89;521,89;521,89;507,41;;521,89;;521,89;;521,89;;;;;;;;;;
28.01.2019;23 - 00;509,16;509,06;509,06;509,06;509,06;509,06;509,06;509,06;509,06;509,06;509,06;509,06;509,06;505,17;;509,06;;509,06;;509,06;;;;;;;;;;
