Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;EE;LV;LV;LT;LT;AT;AT;BE;BE;DE-LU;DE-LU;FR;FR;NL;NL
27.05.2019;02 - 03;194,03;118,83;118,83;118,83;118,83;118,83;118,83;118,83;276,72;276,72;276,72;276,72;276,72;276,72;;118,83;;118,83;;118,83;;;;;;;;;;
27.05.2019;03 - 04;198,6;137,24;137,24;137,24;137,24;137,24;137,24;137,24;279,25;279,25;279,25;279,25;279,25;279,25;;137,24;;137,24;;137,24;;;;;;;;;;
27.05.2019;04 - 05;211,46;186,82;186,82;186,82;186,82;186,82;191,4;186,82;247,99;247,99;247,99;247,99;247,99;247,99;;186,82;;186,82;;186,82;;;;;;;;;;
27.05.2019;05 - 06;320,55;286,95;286,95;286,95;286,95;286,95;280,13;284,71;333,9;333,9;333,9;333,9;333,9;333,9;;286,95;;286,95;;286,95;;;;;;;;;;
27.05.2019;06 - 07;370,81;369,84;369,84;369,84;369,84;466,27;363,51;363,51;369,84;369,84;369,84;369,84;369,84;369,84;;466,27;;466,27;;466,27;;;;;;;;;;
27.05.2019;07 - 08;395,07;392,34;392,34;392,34;441,63;528,31;452,44;452,44;392,34;392,34;392,34;392,34;392,34;388,05;;528,31;;528,31;;528,31;;;;;;;;;;
27.05.2019;08 - 09;405,2;404,42;404,42;404,42;412,11;732,08;422,24;422,24;404,42;404,42;404,42;404,42;404,42;394,77;;732,08;;732,08;;580,91;;;;;;;;;;
27.05.2019;09 - 10;402,37;400,72;400,72;400,72;402,76;772,5;412,7;412,7;400,72;400,72;400,72;400,72;400,72;392,73;;772,5;;772,5;;582,86;;;;;;;;;;
27.05.2019;10 - 11;390,59;387,08;387,08;387,08;387,08;682,31;387,08;387,08;387,08;387,08;387,08;387,08;387,08;387,08;;682,31;;682,31;;581,5;;;;;;;;;;
27.05.2019;11 - 12;386,59;382,5;382,5;382,5;382,5;730,62;382,5;382,5;382,5;382,5;382,5;382,5;382,5;382,5;;730,62;;730,62;;583,25;;;;;;;;;;
27.05.2019;12 - 13;378,51;375,49;375,49;375,49;375,49;583,54;370,42;370,42;375,49;375,49;375,49;375,49;375,49;375,49;;583,54;;583,54;;583,54;;;;;;;;;;
27.05.2019;13 - 14;374,12;370,42;370,42;370,42;370,42;582,57;370,13;370,13;370,42;370,42;370,42;370,42;370,42;370,42;;582,57;;582,57;;582,57;;;;;;;;;;
27.05.2019;14 - 15;367,6;364,29;364,29;364,29;364,29;464,13;364,29;364,29;364,29;364,29;364,29;364,29;364,29;364,29;;464,13;;464,13;;464,13;;;;;;;;;;
27.05.2019;15 - 16;363,9;361,17;361,17;361,17;361,17;435,2;349,58;361,17;361,17;361,17;361,17;361,17;361,17;361,17;;435,2;;435,2;;435,2;;;;;;;;;;
27.05.2019;16 - 17;359,03;356,79;356,79;356,79;356,79;406,66;345,39;356,79;356,79;356,79;356,79;356,79;356,79;356,79;;406,66;;406,66;;406,66;;;;;;;;;;
27.05.2019;17 - 18;377,83;375,1;375,1;375,1;375,1;535,91;375,2;375,1;375,1;375,1;375,1;375,1;375,1;375,1;;535,91;;535,91;;535,91;;;;;;;;;;
27.05.2019;18 - 19;385,52;382,11;382,11;382,11;404,9;546,82;404,9;404,9;382,11;382,11;382,11;382,11;382,11;382,11;;546,82;;546,82;;546,82;;;;;;;;;;
27.05.2019;19 - 20;389,71;388,15;388,15;388,15;388,15;556,07;388,15;388,15;388,15;388,15;388,15;388,15;388,15;386,69;;511,66;;511,66;;511,66;;;;;;;;;;
27.05.2019;20 - 21;389,22;389,42;389,42;389,42;389,42;419,71;389,42;389,42;389,42;389,42;389,42;389,42;389,42;386,79;;464,13;;464,13;;464,13;;;;;;;;;;
27.05.2019;21 - 22;388,93;389,42;389,42;389,42;403,93;403,93;403,93;403,93;389,42;389,42;389,42;389,42;389,42;386,5;;403,93;;403,93;;403,93;;;;;;;;;;
27.05.2019;22 - 23;386,88;387,27;387,27;387,27;387,27;387,27;387,27;387,27;387,27;387,27;387,27;387,27;387,27;386,11;;387,27;;387,27;;387,27;;;;;;;;;;
27.05.2019;23 - 00;364,77;364,68;364,68;364,68;364,68;364,68;364,68;364,68;364,68;364,68;364,68;364,68;364,68;364,68;;364,68;;364,68;;364,68;;;;;;;;;;
28.05.2019;00 - 01;341,97;324,32;324,32;324,32;324,32;324,32;324,32;324,32;343,24;343,24;343,24;343,24;343,24;343,24;;324,32;;324,32;;324,32;;;;;;;;;;
28.05.2019;01 - 02;324,32;279,37;279,37;279,37;279,37;279,37;325,89;325,89;333,49;333,49;333,49;333,49;333,49;333,49;;279,37;;279,37;;279,37;;;;;;;;;;
28.05.2019;02 - 03;308,72;244,07;244,07;244,07;244,07;244,07;323,15;323,15;323,15;323,15;323,15;331,54;331,54;331,54;;244,07;;244,07;;244,07;;;;;;;;;;
28.05.2019;03 - 04;307,07;203,61;203,61;203,61;203,61;203,61;328,81;328,81;328,81;328,81;328,81;328,81;328,81;328,81;;203,61;;203,61;;203,61;;;;;;;;;;
28.05.2019;04 - 05;309,31;164,89;164,89;164,89;164,89;164,89;273,52;273,52;333,69;333,69;333,69;333,69;333,69;333,69;;164,89;;164,89;;164,89;;;;;;;;;;
28.05.2019;05 - 06;346,17;344,41;344,41;344,41;344,41;344,41;344,41;344,41;344,7;344,7;344,7;344,7;344,7;344,7;;344,41;;344,41;;344,41;;;;;;;;;;
28.05.2019;06 - 07;388,68;385,37;385,37;385,37;445,73;567,32;445,73;445,73;385,37;385,37;385,37;385,37;385,37;382,64;;567,32;;567,32;;567,32;;;;;;;;;;
28.05.2019;07 - 08;394,44;390,73;390,73;390,73;543,92;650,11;522,08;543,92;390,73;390,73;390,73;390,73;390,73;384,29;;650,11;;650,11;;650,11;;;;;;;;;;
28.05.2019;08 - 09;397,46;395,8;395,8;395,8;614,72;671,66;614,72;614,72;395,8;395,8;395,8;395,8;395,8;384,68;;671,66;;671,66;;671,66;;;;;;;;;;
28.05.2019;09 - 10;396,87;395,61;395,61;395,61;570,54;682,19;395,61;570,54;395,61;395,61;395,61;395,61;395,61;384,68;;682,19;;682,19;;682,19;;;;;;;;;;
28.05.2019;10 - 11;394,83;392,97;392,97;392,97;492,24;660,06;392,97;492,24;392,97;392,97;392,97;392,97;392,97;384,59;;660,06;;660,06;;660,06;;;;;;;;;;
28.05.2019;11 - 12;391,32;389,76;389,76;389,76;460,65;659,77;389,76;460,65;389,76;389,76;389,76;389,76;389,76;384,59;;659,77;;659,77;;659,77;;;;;;;;;;
28.05.2019;12 - 13;390,24;389,56;389,56;389,56;427,79;672,74;389,56;427,79;389,56;389,56;389,56;389,56;389,56;384,49;;672,74;;672,74;;672,74;;;;;;;;;;
28.05.2019;13 - 14;388,88;387,03;387,03;387,03;434,81;651,28;387,03;434,81;387,03;387,03;387,03;387,03;387,03;384,49;;651,28;;651,28;;651,28;;;;;;;;;;
28.05.2019;14 - 15;380,1;379,52;379,52;379,52;408,77;419,5;379,52;408,77;379,52;379,52;379,52;379,52;379,52;379,52;;419,5;;627,98;;627,98;;;;;;;;;;
28.05.2019;15 - 16;374,15;374,35;374,35;374,35;374,35;374,35;374,35;374,35;374,35;374,35;374,35;374,35;374,35;374,35;;614,81;;614,81;;614,81;;;;;;;;;;
28.05.2019;16 - 17;374,35;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;;521,4;;590,92;;590,92;;;;;;;;;;
28.05.2019;17 - 18;381,56;380,2;380,2;380,2;380,2;419,79;380,2;380,2;380,2;380,2;380,2;380,2;380,2;380,2;;520,81;;580,1;;580,1;;;;;;;;;;
28.05.2019;18 - 19;382,73;379,71;379,71;379,71;379,71;526,95;379,71;379,71;379,71;379,71;379,71;379,71;379,71;379,71;;526,95;;526,95;;526,95;;;;;;;;;;
28.05.2019;19 - 20;382,15;379,61;379,61;379,61;379,61;526,76;379,61;379,61;379,61;379,61;379,61;379,61;379,61;379,61;;526,76;;526,76;;526,76;;;;;;;;;;
28.05.2019;20 - 21;373,67;374,06;374,06;374,06;374,06;374,06;374,06;374,06;374,06;374,06;374,06;374,06;374,06;374,06;;374,06;;579,61;;579,61;;;;;;;;;;
28.05.2019;21 - 22;373,86;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;374,45;;374,45;;460,26;;460,26;;;;;;;;;;
28.05.2019;22 - 23;365,67;365,96;365,96;365,96;365,96;365,96;376,88;376,88;365,96;365,96;365,96;365,96;365,96;365,96;;365,96;;365,96;;365,96;;;;;;;;;;
28.05.2019;23 - 00;341,29;324,23;324,23;324,23;324,23;324,23;332,22;332,22;343,24;343,24;343,24;343,24;343,24;343,24;;324,23;;324,23;;324,23;;;;;;;;;;
29.05.2019;00 - 01;332,28;164,97;164,97;164,97;164,97;164,97;334,81;334,81;339,58;339,58;339,58;339,58;339,58;339,58;;164,97;;164,97;;164,97;;;;;;;;;;
29.05.2019;01 - 02;318,36;114,17;114,17;114,17;114,17;114,17;321,86;321,86;332,47;332,47;332,47;332,57;332,57;332,57;;114,17;;114,17;;114,17;;;;;;;;;;
29.05.2019;02 - 03;293,54;152,12;152,12;152,12;152,12;152,12;297,53;297,53;307,36;307,36;307,36;330,82;330,82;330,82;;152,12;;152,12;;152,12;;;;;;;;;;
29.05.2019;03 - 04;292,47;145,12;145,12;145,12;145,12;145,12;301,42;301,42;318,75;318,75;318,75;328,48;328,48;328,48;;145,12;;145,12;;145,12;;;;;;;;;;
29.05.2019;04 - 05;322,35;130,03;130,03;130,03;130,03;130,03;311,94;311,94;331,3;331,3;331,3;331,3;331,3;331,3;;130,03;;130,03;;130,03;;;;;;;;;;
29.05.2019;05 - 06;342,11;316,02;316,02;316,02;316,02;316,02;323,81;323,81;344,93;344,93;344,93;344,93;344,93;342,4;;316,02;;316,02;;316,02;;;;;;;;;;
29.05.2019;06 - 07;374,81;374,91;374,91;374,91;374,91;374,91;417,25;417,25;374,91;374,91;374,91;374,91;374,91;374,91;;374,91;;374,91;;374,91;;;;;;;;;;
29.05.2019;07 - 08;393,01;396,22;396,22;396,22;465,42;561,58;476,91;476,91;396,22;396,22;396,22;396,22;396,22;378,8;;561,58;;561,58;;561,58;;;;;;;;;;
29.05.2019;08 - 09;397,68;399,04;399,04;399,04;483,23;600,42;495,11;495,11;399,04;399,04;399,04;399,04;399,04;380,75;;600,42;;600,42;;600,42;;;;;;;;;;
29.05.2019;09 - 10;395,64;396,32;396,32;396,32;455,2;575,79;466,4;466,4;396,32;396,32;396,32;396,32;396,32;380,65;;614,53;;614,53;;614,53;;;;;;;;;;
29.05.2019;10 - 11;392,04;393,01;393,01;393,01;440,9;544,36;451,7;451,7;393,01;393,01;393,01;393,01;393,01;380,94;;613,36;;613,36;;613,36;;;;;;;;;;
29.05.2019;11 - 12;388,34;388,92;388,92;388,92;427,46;506,2;437,98;437,98;388,92;388,92;388,92;388,92;388,92;377,44;;506,2;;506,2;;506,2;;;;;;;;;;
29.05.2019;12 - 13;384,25;385,22;385,22;385,22;388,44;499,39;397,97;397,97;385,22;385,22;385,22;385,22;385,22;376,66;;499,39;;499,39;;499,39;;;;;;;;;;
29.05.2019;13 - 14;377,24;375,49;375,49;375,49;379;457,54;388,34;388,34;375,88;375,88;375,88;375,49;375,49;375,49;;457,54;;526,45;;526,45;;;;;;;;;;
29.05.2019;14 - 15;370,43;364,49;364,49;364,49;379,19;364,49;388,53;388,53;376,08;376,08;376,08;364,49;364,49;364,49;;364,49;;598,28;;598,28;;;;;;;;;;
29.05.2019;15 - 16;359,43;344,93;344,93;344,93;363,71;344,93;372,67;372,67;371,31;371,31;371,31;356,03;356,03;344,93;;344,93;;525,67;;525,67;;;;;;;;;;
29.05.2019;16 - 17;365,08;343,76;343,76;343,76;385,03;343,76;394,47;394,47;378,22;378,22;378,22;355,73;355,73;343,76;;343,76;;506,88;;506,88;;;;;;;;;;
29.05.2019;17 - 18;373,16;370,82;370,82;370,82;432,43;370,82;443,04;443,04;373,93;373,93;373,93;370,82;370,82;369,94;;370,82;;565,48;;565,48;;;;;;;;;;
29.05.2019;18 - 19;375;375,39;375,39;375,39;477,49;375,39;489,27;489,27;375,39;375,39;375,39;375,39;375,39;369,26;;375,39;;564,7;;564,7;;;;;;;;;;
29.05.2019;19 - 20;374,81;375,1;375,1;375,1;507,47;375,1;520,02;520,02;375,1;375,1;375,1;375,1;375,1;369,26;;375,1;;565,18;;565,18;;;;;;;;;;
29.05.2019;20 - 21;368;360,99;360,99;360,99;512,14;360,99;524,79;524,79;375,78;375,78;375,78;360,99;360,99;360,99;;360,99;;565,28;;565,28;;;;;;;;;;
29.05.2019;21 - 22;365,47;352,23;352,23;352,23;453,74;352,23;464,84;464,84;376,17;376,17;376,17;359,14;359,14;352,23;;453,74;;453,74;;453,74;;;;;;;;;;
29.05.2019;22 - 23;356,8;309,7;309,7;309,7;309,7;309,7;396,81;396,81;373,25;373,25;373,25;356,03;356,03;339,29;;309,7;;309,7;;309,7;;;;;;;;;;
29.05.2019;23 - 00;336,85;57,13;57,13;57,13;305,71;57,13;336,27;336,27;351,94;351,94;351,94;351,94;351,94;337,83;;57,13;;305,71;;305,71;;;;;;;;;;
30.05.2019;00 - 01;315,2;165,75;165,75;165,75;165,75;165,75;165,75;165,75;341,55;341,55;341,55;341,55;341,55;336,38;;165,75;;165,75;;165,75;;;;;;;;;;
30.05.2019;01 - 02;303,97;235,74;235,74;235,74;235,74;235,74;277,32;277,32;327,79;327,79;327,79;327,79;327,79;327,79;;235,74;;235,74;;235,74;;;;;;;;;;
30.05.2019;02 - 03;283,57;215,14;215,14;215,14;215,14;215,14;223,44;223,44;309,73;309,73;309,73;324,28;324,28;324,28;;215,14;;215,14;;215,14;;;;;;;;;;
30.05.2019;03 - 04;227,93;111,67;111,67;111,67;111,67;111,67;111,67;111,67;269,91;269,91;269,91;320,86;320,86;320,86;;111,67;;111,67;;111,67;;;;;;;;;;
30.05.2019;04 - 05;155,4;44,12;44,12;44,12;44,12;44,12;44,12;44,12;235,54;235,54;235,54;319,4;319,4;319,4;;44,12;;44,12;;44,12;;;;;;;;;;
30.05.2019;05 - 06;191,91;49,39;49,39;49,39;49,39;49,39;49,39;49,39;203,33;203,33;203,33;320,47;320,47;320,47;;49,39;;49,39;;49,39;;;;;;;;;;
30.05.2019;06 - 07;144,67;37,39;37,39;37,39;37,39;37,39;37,39;37,39;250,97;250,97;250,97;327,11;327,11;327,11;;456,84;;456,84;;456,84;;;;;;;;;;
30.05.2019;07 - 08;280,35;86,78;86,78;86,78;86,78;86,78;86,78;86,78;316,47;316,47;316,47;331,79;331,79;331,79;;612,53;;612,53;;612,53;;;;;;;;;;
30.05.2019;08 - 09;289,23;101,91;101,91;101,91;101,91;101,91;101,91;101,91;316,47;316,47;316,47;331,4;331,4;331,4;;702,83;;702,83;;702,83;;;;;;;;;;
30.05.2019;09 - 10;282,5;43,93;43,93;43,93;43,93;43,93;43,93;43,93;333,94;333,94;333,94;333,94;333,94;333,94;;717,08;;717,08;;717,08;;;;;;;;;;
30.05.2019;10 - 11;252,92;24,01;24,01;24,01;24,01;24,01;2,34;2,34;340,77;340,77;340,77;340,77;340,77;339,21;;714,64;;714,64;;714,64;;;;;;;;;;
30.05.2019;11 - 12;221,1;20,99;20,99;20,99;20,99;20,99;20,99;20,99;340,58;340,58;340,58;340,58;340,58;339,8;;703,61;;703,61;;703,61;;;;;;;;;;
30.05.2019;12 - 13;252,53;21,77;21,77;21,77;21,77;21,77;21,77;21,77;345,07;345,07;345,07;345,07;345,07;339,7;;717,08;;717,08;;717,08;;;;;;;;;;
30.05.2019;13 - 14;96,93;7,71;7,71;7,71;7,71;7,71;0,29;0,29;335,6;335,6;335,6;335,6;335,6;335,6;;717,18;;717,18;;717,18;;;;;;;;;;
30.05.2019;14 - 15;76,53;5,66;5,66;5,66;5,66;5,66;0,98;0,98;329,26;329,26;329,26;333,36;333,36;333,36;;714,74;;714,74;;714,74;;;;;;;;;;
30.05.2019;15 - 16;136,37;21,87;21,87;21,87;21,87;21,87;21,87;21,87;316,47;316,47;316,47;332,18;332,18;332,18;;710,64;;710,64;;710,64;;;;;;;;;;
30.05.2019;16 - 17;261,71;70,09;70,09;70,09;70,09;70,09;70,09;70,09;301,53;301,53;301,53;330,82;330,82;330,82;;680,77;;680,77;;680,77;;;;;;;;;;
30.05.2019;17 - 18;303,78;239,16;239,16;239,16;239,16;239,16;245,01;245,01;293,43;293,43;293,43;329,45;329,45;329,45;;667,88;;667,88;;667,88;;;;;;;;;;
30.05.2019;18 - 19;316,66;287,18;287,18;287,18;287,18;287,18;294,21;294,21;325,94;325,94;325,94;330,13;330,13;330,13;;630,79;;630,79;;630,79;;;;;;;;;;
30.05.2019;19 - 20;328,57;194,94;194,94;194,94;194,94;194,94;341,75;341,75;341,75;341,75;341,75;341,75;341,75;338,33;;635,38;;635,38;;635,38;;;;;;;;;;
30.05.2019;20 - 21;323,69;46,46;46,46;46,46;46,46;46,46;349,85;349,85;349,85;349,85;349,85;344,09;344,09;339,02;;542,93;;600,63;;600,63;;;;;;;;;;
30.05.2019;21 - 22;335,01;65,89;65,89;65,89;65,89;65,89;359,13;359,13;359,13;359,13;359,13;344,48;344,48;339,11;;576,61;;576,61;;576,61;;;;;;;;;;
30.05.2019;22 - 23;344,09;72,33;72,33;72,33;72,33;72,33;369,67;369,67;369,67;369,67;369,67;341,65;341,65;339,5;;72,33;;457,13;;457,13;;;;;;;;;;
30.05.2019;23 - 00;331,89;40,22;40,22;40,22;40,22;40,22;358,15;358,15;358,15;358,15;358,15;340,77;340,77;340,68;;40,22;;215,14;;215,14;;;;;;;;;;
31.05.2019;00 - 01;288,23;23,4;23,4;23,4;23,4;23,4;313,49;313,49;357,55;357,55;357,55;300,67;300,67;300,67;;23,4;;23,4;;23,4;;;;;;;;;;
31.05.2019;01 - 02;181,61;22,13;22,13;22,13;22,13;22,13;288,72;288,72;329,55;329,55;329,55;289,41;289,41;289,41;;22,13;;22,13;;22,13;;;;;;;;;;
31.05.2019;02 - 03;154,79;23,3;23,3;23,3;23,3;23,3;265,13;265,13;313,39;313,39;313,39;285,49;285,49;285,49;;23,3;;23,3;;23,3;;;;;;;;;;
31.05.2019;03 - 04;146,07;19,78;19,78;19,78;19,78;19,78;266,2;266,2;313,39;313,39;313,39;279,91;279,91;279,91;;19,78;;19,78;;19,78;;;;;;;;;;
31.05.2019;04 - 05;121,21;15,76;15,76;15,76;15,76;15,76;273,64;273,64;296,26;296,26;296,26;280,2;280,2;280,2;;15,76;;15,76;;15,76;;;;;;;;;;
31.05.2019;05 - 06;271,69;98,88;98,88;98,88;98,88;98,88;284,61;284,61;319,95;319,95;319,95;283,04;283,04;283,04;;98,88;;98,88;;98,88;;;;;;;;;;
31.05.2019;06 - 07;344,14;334,44;334,44;334,44;334,44;334,44;342,67;342,67;355,3;355,3;355,3;334,44;334,44;334,44;;334,44;;334,44;;334,44;;;;;;;;;;
31.05.2019;07 - 08;372,63;360,98;360,98;360,98;392,21;360,98;401,9;401,9;377,91;377,91;377,91;360,98;360,98;360,98;;453,89;;453,89;;453,89;;;;;;;;;;
31.05.2019;08 - 09;382,03;379,58;379,58;379,58;396,42;379,58;406,21;406,21;382,22;382,22;382,22;379,58;379,58;379,58;;454,18;;454,18;;454,18;;;;;;;;;;
31.05.2019;09 - 10;380,26;380,17;380,17;380,17;380,17;380,17;389,47;389,47;380,17;380,17;380,17;380,17;380,17;380,17;;453,69;;453,69;;453,69;;;;;;;;;;
31.05.2019;10 - 11;367,05;362,25;362,25;362,25;362,25;362,25;362,25;362,25;368,12;368,12;368,12;362,25;362,25;362,25;;453,4;;453,4;;453,4;;;;;;;;;;
31.05.2019;11 - 12;351,38;348,84;348,84;348,84;348,84;348,84;348,84;348,84;352,36;352,36;352,36;348,84;348,84;348,84;;453,4;;453,4;;453,4;;;;;;;;;;
31.05.2019;12 - 13;340,32;340,91;340,91;340,91;340,91;340,91;340,91;340,91;340,91;340,91;340,91;340,91;340,91;340,91;;454,18;;454,18;;454,18;;;;;;;;;;
31.05.2019;13 - 14;319,66;320,83;320,83;320,83;320,83;320,83;320,83;320,83;320,83;320,83;320,83;320,83;320,83;320,83;;454,28;;454,28;;454,28;;;;;;;;;;
31.05.2019;14 - 15;307,62;293,72;293,72;293,72;293,72;293,72;293,72;293,72;303,41;303,41;303,41;317,6;317,6;317,6;;453,99;;453,99;;453,99;;;;;;;;;;
31.05.2019;15 - 16;298,9;285,3;285,3;285,3;285,3;285,3;285,3;285,3;298,22;298,22;298,22;314,76;314,76;314,76;;394,46;;453,5;;453,5;;;;;;;;;;
31.05.2019;16 - 17;320,83;291,66;291,66;291,66;291,66;291,66;291,66;291,66;338,95;338,95;338,95;313,98;313,98;313,98;;393,97;;393,97;;393,97;;;;;;;;;;
31.05.2019;17 - 18;347,66;336,7;336,7;336,7;360;336,7;368,81;368,81;365,58;365,58;365,58;336,7;336,7;336,7;;393,68;;453,99;;453,99;;;;;;;;;;
31.05.2019;18 - 19;367,05;346,09;346,09;346,09;392,11;346,09;401,7;401,7;379,09;379,09;379,09;346,09;346,09;346,09;;393,68;;579,01;;579,01;;;;;;;;;;
31.05.2019;19 - 20;377,03;351,87;351,87;351,87;443,22;351,87;454,08;454,08;382,03;382,03;382,03;351,87;351,87;351,87;;351,87;;454,08;;454,08;;;;;;;;;;
31.05.2019;20 - 21;370,86;324,85;324,85;324,85;454,18;324,85;472,2;472,2;382,03;382,03;382,03;324,85;324,85;324,85;;324,85;;454,18;;454,18;;;;;;;;;;
31.05.2019;21 - 22;364,3;321,03;321,03;321,03;436,36;321,03;447,13;447,13;381,73;381,73;381,73;321,03;321,03;321,03;;436,36;;436,36;;436,36;;;;;;;;;;
31.05.2019;22 - 23;361,76;314,08;314,08;314,08;420,31;314,08;430,59;430,59;381,14;381,14;381,14;314,08;314,08;314,08;;314,08;;420,31;;420,31;;;;;;;;;;
31.05.2019;23 - 00;359,51;325,14;325,14;325,14;325,14;325,14;391,62;391,62;379,09;379,09;379,09;325,14;325,14;325,14;;325,14;;325,14;;325,14;;;;;;;;;;
01.06.2019;00 - 01;337,63;153,23;153,23;153,23;153,23;153,23;329,68;329,68;373,31;373,31;373,31;312,33;312,33;312,33;;153,23;;153,23;;153,23;;;;;;;;;;
01.06.2019;01 - 02;310,57;128,42;128,42;128,42;128,42;128,42;304,2;304,2;359;359;359;311,25;311,25;311,25;;128,42;;128,42;;128,42;;;;;;;;;;
01.06.2019;02 - 03;274,79;67,25;67,25;67,25;67,25;67,25;276,75;276,75;323,21;323,21;323,21;310,37;310,37;310,37;;67,25;;67,25;;67,25;;;;;;;;;;
01.06.2019;03 - 04;232,93;48,33;48,33;48,33;48,33;48,33;270,77;270,77;279,69;279,69;279,69;310,76;310,76;310,76;;48,33;;48,33;;48,33;;;;;;;;;;
01.06.2019;04 - 05;195,18;38,43;38,43;38,43;38,43;38,43;250,28;250,28;276,36;276,36;276,36;311,06;311,06;311,06;;38,43;;38,43;;38,43;;;;;;;;;;
01.06.2019;05 - 06;231,06;48,82;48,82;48,82;48,82;48,82;226,85;226,85;273,41;273,41;273,41;310,76;310,76;310,76;;48,82;;48,82;;48,82;;;;;;;;;;
01.06.2019;06 - 07;274,39;166,85;166,85;166,85;166,85;166,85;252,93;252,93;291,65;291,65;291,65;312,24;312,24;312,24;;166,85;;457,23;;457,23;;;;;;;;;;
01.06.2019;07 - 08;306,75;219,5;219,5;219,5;219,5;219,5;270,08;270,08;319,1;319,1;319,1;313,9;313,9;313,9;;219,5;;219,5;;219,5;;;;;;;;;;
01.06.2019;08 - 09;316,35;290,28;290,28;290,28;290,28;290,28;290,28;290,28;325,67;325,67;325,67;319,2;319,2;319,2;;290,28;;561,14;;561,14;;;;;;;;;;
01.06.2019;09 - 10;325,08;281,16;281,16;281,16;281,16;281,16;281,16;281,16;351,35;351,35;351,35;324,49;324,49;324,49;;281,16;;585,16;;585,16;;;;;;;;;;
01.06.2019;10 - 11;320,27;259;259;259;259;259;259;259;342,53;342,53;342,53;325,86;325,86;325,86;;259;;460,95;;460,95;;;;;;;;;;
01.06.2019;11 - 12;315,27;247,83;247,83;247,83;247,83;247,83;247,83;247,83;331,65;331,65;331,65;326,16;326,16;326,16;;247,83;;461,05;;461,05;;;;;;;;;;
01.06.2019;12 - 13;312,63;261,65;261,65;261,65;261,65;261,65;261,65;261,65;324,59;324,59;324,59;322,92;322,92;322,92;;261,65;;583,39;;583,39;;;;;;;;;;
01.06.2019;13 - 14;305,27;219,59;219,59;219,59;219,59;219,59;219,59;219,59;314;314;314;319,88;319,88;319,88;;219,59;;441,44;;441,44;;;;;;;;;;
01.06.2019;14 - 15;290,96;179,69;179,69;179,69;179,69;179,69;179,69;179,69;309,29;309,29;309,29;317,33;317,33;317,33;;179,69;;470,85;;470,85;;;;;;;;;;
01.06.2019;15 - 16;303,41;242,24;242,24;242,24;242,24;242,24;242,24;242,24;309,98;309,98;309,98;315,37;315,37;315,37;;242,24;;470,85;;470,85;;;;;;;;;;
01.06.2019;16 - 17;306,35;263,81;263,81;263,81;263,81;263,81;270,28;270,28;313,71;313,71;313,71;313,31;313,31;313,31;;263,81;;470,66;;470,66;;;;;;;;;;
01.06.2019;17 - 18;318,22;285,18;285,18;285,18;285,18;285,18;285,18;285,18;332,04;332,04;332,04;313,8;313,8;313,8;;285,18;;461,25;;461,25;;;;;;;;;;
01.06.2019;18 - 19;341,65;323,9;323,9;323,9;323,9;323,9;362,23;362,23;361,84;361,84;361,84;323,9;323,9;323,9;;323,9;;323,9;;323,9;;;;;;;;;;
01.06.2019;19 - 20;360,27;320,57;320,57;320,57;320,57;320,57;393,6;393,6;373,11;373,11;373,11;320,57;320,57;320,57;;320,57;;320,57;;320,57;;;;;;;;;;
01.06.2019;20 - 21;363,31;294,88;294,88;294,88;294,88;294,88;402,03;402,03;376,05;376,05;376,05;314,78;314,78;314,78;;294,88;;294,88;;294,88;;;;;;;;;;
01.06.2019;21 - 22;364,58;316,55;316,55;316,55;316,55;316,55;376,54;376,54;376,54;376,54;376,54;316,55;316,55;316,55;;316,55;;551,73;;551,73;;;;;;;;;;
01.06.2019;22 - 23;363,6;313,9;313,9;313,9;313,9;313,9;395,66;395,66;376,15;376,15;376,15;313,9;313,9;313,9;;313,9;;512,81;;512,81;;;;;;;;;;
01.06.2019;23 - 00;338,21;203,61;203,61;203,61;203,61;203,61;368,6;368,6;368,6;368,6;368,6;312,82;312,82;312,82;;203,61;;203,61;;203,61;;;;;;;;;;
02.06.2019;00 - 01;302,44;48,78;48,78;48,78;48,78;48,78;278,98;278,98;353,95;353,95;353,95;298,53;298,53;298,53;;48,78;;48,78;;48,78;;;;;;;;;;
02.06.2019;01 - 02;274,58;46,53;46,53;46,53;46,53;46,53;283,48;283,48;334,5;334,5;334,5;296,57;296,57;296,57;;46,53;;46,53;;46,53;;;;;;;;;;
02.06.2019;02 - 03;194,72;34,7;34,7;34,7;34,7;34,7;284,55;284,55;318,27;318,27;318,27;293,64;293,64;293,64;;34,7;;34,7;;34,7;;;;;;;;;;
02.06.2019;03 - 04;189,83;27,86;27,86;27,86;27,86;27,86;273,99;273,99;324,53;324,53;324,53;291;291;291;;27,86;;27,86;;27,86;;;;;;;;;;
02.06.2019;04 - 05;115,44;22,48;22,48;22,48;22,48;22,48;271,65;271,65;300,78;300,78;300,78;286,8;286,8;286,8;;22,48;;22,48;;22,48;;;;;;;;;;
